model,substrate,quant,stack,pressure_band,trials,pass_rate,clean_pass_rate,mean_score,classified_rate,cascade_rate,echo_rate,avg_distractors,avg_missing_required,stability_score,top_failure
9b,degraded_instruct,q8_k_m,cognitive_structural_equal,medium,1200,0.9625,0.8425,0.9735,0.9917,0.0242,0.03,0.1017,0.0483,0.8187,none
9b,degraded_instruct,q8_k_m,cyber_25_structural_75,extreme,1200,0.955,0.7592,0.961,0.99,0.04,0.0592,0.1675,0.0692,0.7185,none
9b,degraded_instruct,q8_k_m,cyber_25_structural_75,high,1200,0.9575,0.815,0.9655,0.9892,0.035,0.0358,0.1325,0.0617,0.7836,none
9b,degraded_instruct,q8_k_m,cyber_25_structural_75,low,1200,0.9408,0.85,0.9738,0.9883,0.0192,0.0167,0.0858,0.0417,0.832,none
9b,degraded_instruct,q8_k_m,cyber_25_structural_75,medium,1200,0.9625,0.8575,0.9751,0.9908,0.0217,0.0233,0.095,0.045,0.8365,none
9b,degraded_instruct,q8_k_m,cyber_only,extreme,1200,0.9358,0.64,0.9467,0.9825,0.0467,0.1292,0.2342,0.0975,0.5766,none
9b,degraded_instruct,q8_k_m,cyber_only,high,1200,0.95,0.7283,0.9636,0.9858,0.04,0.0933,0.16,0.0508,0.6823,none
9b,degraded_instruct,q8_k_m,cyber_only,low,1200,0.94,0.8075,0.9732,0.9875,0.02,0.0683,0.08,0.0442,0.7792,none
9b,degraded_instruct,q8_k_m,cyber_only,medium,1200,0.9575,0.7992,0.9725,0.9908,0.0308,0.0758,0.1083,0.04,0.7641,none
9b,degraded_instruct,q8_k_m,cyber_structural_equal,extreme,1200,0.9508,0.7117,0.9591,0.9942,0.0442,0.0817,0.1967,0.0633,0.6632,none
9b,degraded_instruct,q8_k_m,cyber_structural_equal,high,1200,0.9608,0.79,0.9693,0.9942,0.0325,0.0617,0.1258,0.055,0.7551,none
9b,degraded_instruct,q8_k_m,cyber_structural_equal,low,1200,0.9317,0.8267,0.9727,0.9917,0.0275,0.0442,0.075,0.0408,0.8015,none
9b,degraded_instruct,q8_k_m,cyber_structural_equal,medium,1200,0.9675,0.8408,0.9737,0.9892,0.02,0.05,0.0892,0.055,0.8149,none
9b,degraded_instruct,q8_k_m,structural_only,extreme,1200,0.9633,0.7608,0.9641,0.9867,0.0333,0.0292,0.1967,0.0492,0.7268,none
9b,degraded_instruct,q8_k_m,structural_only,high,1200,0.9617,0.835,0.9698,0.9883,0.0283,0.0133,0.1325,0.05,0.8107,none
9b,degraded_instruct,q8_k_m,structural_only,low,1200,0.9425,0.8642,0.975,0.9883,0.0142,0.0067,0.0758,0.0458,0.8502,none
9b,degraded_instruct,q8_k_m,structural_only,medium,1200,0.9675,0.8717,0.9742,0.9883,0.0217,0.0117,0.0917,0.0483,0.8531,none
9b,degraded_instruct,q8_k_m,tri_equal,extreme,1200,0.9417,0.6717,0.954,0.9917,0.0467,0.1225,0.2058,0.0733,0.613,none
9b,degraded_instruct,q8_k_m,tri_equal,high,1200,0.9508,0.7592,0.9671,0.9892,0.0333,0.0683,0.1508,0.05,0.7209,none
9b,degraded_instruct,q8_k_m,tri_equal,low,1200,0.94,0.8158,0.9745,0.9908,0.0317,0.0525,0.0875,0.0275,0.7875,none
9b,degraded_instruct,q8_k_m,tri_equal,medium,1200,0.9608,0.8025,0.9736,0.99,0.0292,0.0792,0.095,0.0408,0.7683,none
9b,degraded_instruct,q8_k_m,tri_naive_all_fire,extreme,1200,0.9092,0.3942,0.9079,0.9867,0.0567,0.425,0.2808,0.0567,0.2669,none
9b,degraded_instruct,q8_k_m,tri_naive_all_fire,high,1200,0.91,0.5117,0.9307,0.9908,0.06,0.3267,0.1892,0.0483,0.4108,none
9b,degraded_instruct,q8_k_m,tri_naive_all_fire,low,1200,0.9167,0.6125,0.9454,0.9917,0.045,0.2258,0.1392,0.04,0.5407,none
9b,degraded_instruct,q8_k_m,tri_naive_all_fire,medium,1200,0.9275,0.5575,0.9378,0.99,0.0492,0.2942,0.175,0.0442,0.4677,none
9b,degraded_instruct,q8_k_m,tri_routed_68_20_12,extreme,1200,0.9533,0.74,0.9612,0.9833,0.0392,0.0692,0.1883,0.0492,0.6969,none
9b,degraded_instruct,q8_k_m,tri_routed_68_20_12,high,1200,0.9717,0.8125,0.9721,0.9883,0.0242,0.0458,0.1408,0.0417,0.7827,none
9b,degraded_instruct,q8_k_m,tri_routed_68_20_12,low,1200,0.9417,0.8392,0.9754,0.9942,0.0192,0.0217,0.09,0.0392,0.8199,none
9b,degraded_instruct,q8_k_m,tri_routed_68_20_12,medium,1200,0.9633,0.8533,0.9759,0.9892,0.02,0.035,0.0883,0.045,0.831,none
9b,degraded_instruct,q8_k_m,tri_routed_72_18_10,extreme,1200,0.955,0.735,0.9599,0.9925,0.0383,0.0592,0.2058,0.065,0.692,none
9b,degraded_instruct,q8_k_m,tri_routed_72_18_10,high,1200,0.9733,0.8033,0.9716,0.9917,0.0233,0.0433,0.1467,0.0475,0.7736,none
9b,degraded_instruct,q8_k_m,tri_routed_72_18_10,low,1200,0.945,0.8458,0.9763,0.9858,0.0175,0.03,0.08,0.0358,0.8264,none
9b,degraded_instruct,q8_k_m,tri_routed_72_18_10,medium,1200,0.9633,0.8425,0.9742,0.9908,0.0225,0.0325,0.0983,0.0467,0.8191,none
9b,degraded_instruct,q8_k_m,tri_stability_70,extreme,1200,0.9608,0.7342,0.964,0.9933,0.0325,0.0767,0.1817,0.0617,0.6915,none
9b,degraded_instruct,q8_k_m,tri_stability_70,high,1200,0.9667,0.8017,0.9702,0.9908,0.0275,0.0433,0.1433,0.0475,0.7709,none
9b,degraded_instruct,q8_k_m,tri_stability_70,low,1200,0.9425,0.8525,0.9753,0.9892,0.0208,0.0308,0.0708,0.04,0.8324,none
9b,degraded_instruct,q8_k_m,tri_stability_70,medium,1200,0.9658,0.855,0.9758,0.9933,0.0225,0.0317,0.0892,0.0458,0.8325,none
9b,degraded_instruct,q8_k_m,tri_structural_65,extreme,1200,0.9517,0.7392,0.961,0.9867,0.0425,0.0692,0.1683,0.0583,0.6962,none
9b,degraded_instruct,q8_k_m,tri_structural_65,high,1200,0.9542,0.78,0.9662,0.9883,0.0358,0.0542,0.1433,0.0517,0.7444,none
9b,degraded_instruct,q8_k_m,tri_structural_65,low,1200,0.94,0.84,0.9745,0.9883,0.0208,0.0342,0.08,0.0392,0.8186,none
9b,degraded_instruct,q8_k_m,tri_structural_65,medium,1200,0.9575,0.835,0.9734,0.9908,0.0258,0.0383,0.1,0.0458,0.8093,none
9b,instruct,base_f16,baseline,extreme,1200,0.8825,0.7558,0.9001,0.9458,0.0233,0.0325,0.1367,0.4208,0.7104,none
9b,instruct,base_f16,baseline,high,1200,0.8933,0.8,0.9095,0.9525,0.0267,0.0075,0.1217,0.3292,0.7643,none
9b,instruct,base_f16,baseline,low,1200,0.8358,0.78,0.9365,0.9583,0.01,0.0,0.0658,0.1667,0.7634,none
9b,instruct,base_f16,baseline,medium,1200,0.8992,0.8258,0.9263,0.9617,0.0175,0.0125,0.0783,0.2617,0.7987,none
9b,instruct,base_f16,cognitive_25_structural_75,extreme,1200,0.9633,0.7867,0.9677,0.995,0.0308,0.0442,0.1608,0.0567,0.7529,none
9b,instruct,base_f16,cognitive_25_structural_75,high,1200,0.9675,0.8542,0.9719,0.995,0.0242,0.0117,0.1192,0.0583,0.8321,none
9b,instruct,base_f16,cognitive_25_structural_75,low,1200,0.9583,0.8858,0.981,0.9917,0.0067,0.0075,0.0742,0.035,0.8747,none
9b,instruct,base_f16,cognitive_25_structural_75,medium,1200,0.9767,0.8825,0.9789,0.9917,0.0117,0.0125,0.0908,0.045,0.867,none
9b,instruct,base_f16,cognitive_cyber_equal,extreme,1200,0.9292,0.69,0.9529,0.9883,0.055,0.12,0.1717,0.0783,0.6318,none
9b,instruct,base_f16,cognitive_cyber_equal,high,1200,0.9517,0.7475,0.9645,0.9908,0.0358,0.0758,0.1592,0.0583,0.7059,none
9b,instruct,base_f16,cognitive_cyber_equal,low,1200,0.9342,0.8158,0.9728,0.9917,0.0258,0.0492,0.0833,0.0425,0.7895,none
9b,instruct,base_f16,cognitive_cyber_equal,medium,1200,0.9542,0.7933,0.969,0.9892,0.0275,0.0767,0.11,0.06,0.758,none
9b,instruct,base_f16,cognitive_only,extreme,1200,0.9325,0.6983,0.9391,0.9892,0.045,0.0733,0.2142,0.1742,0.6443,none
9b,instruct,base_f16,cognitive_only,high,1200,0.9408,0.7817,0.9536,0.9892,0.0367,0.0442,0.1492,0.1192,0.7439,none
9b,instruct,base_f16,cognitive_only,low,1200,0.9317,0.8258,0.9711,0.99,0.0233,0.0342,0.095,0.0475,0.802,none
9b,instruct,base_f16,cognitive_only,medium,1200,0.9408,0.8042,0.9604,0.9892,0.0325,0.0492,0.1067,0.0958,0.7713,none
9b,instruct,base_f16,cognitive_structural_equal,extreme,1200,0.9675,0.7567,0.9668,0.9925,0.03,0.0617,0.1725,0.0533,0.7189,none
9b,instruct,base_f16,cognitive_structural_equal,high,1200,0.9658,0.8008,0.9685,0.9925,0.0267,0.0292,0.1525,0.0567,0.772,none
9b,instruct,base_f16,cognitive_structural_equal,low,1200,0.95,0.8608,0.9776,0.9908,0.0192,0.0083,0.0875,0.0308,0.8449,none
9b,instruct,base_f16,cognitive_structural_equal,medium,1200,0.9633,0.8675,0.9757,0.9917,0.02,0.0225,0.085,0.0492,0.8477,none
9b,instruct,base_f16,cyber_25_structural_75,extreme,1200,0.9683,0.7808,0.968,0.9925,0.0308,0.0525,0.1617,0.0492,0.7457,none
9b,instruct,base_f16,cyber_25_structural_75,high,1200,0.9675,0.8325,0.9705,0.9908,0.0283,0.0225,0.1242,0.0517,0.807,none
9b,instruct,base_f16,cyber_25_structural_75,low,1200,0.9592,0.8725,0.9807,0.9925,0.0167,0.0125,0.0858,0.0233,0.857,none
9b,instruct,base_f16,cyber_25_structural_75,medium,1200,0.9758,0.8758,0.9781,0.9883,0.0167,0.0183,0.0908,0.0383,0.858,none
9b,instruct,base_f16,cyber_only,extreme,1200,0.9292,0.6533,0.9415,0.9692,0.0433,0.1167,0.2225,0.1225,0.5931,none
9b,instruct,base_f16,cyber_only,high,1200,0.9417,0.7642,0.953,0.9725,0.0333,0.08,0.1283,0.11,0.7224,none
9b,instruct,base_f16,cyber_only,low,1200,0.9108,0.7867,0.9628,0.9808,0.0325,0.0508,0.09,0.06,0.7565,none
9b,instruct,base_f16,cyber_only,medium,1200,0.945,0.7708,0.9633,0.9758,0.0258,0.0717,0.1283,0.0692,0.735,none
9b,instruct,base_f16,cyber_structural_equal,extreme,1200,0.9583,0.7183,0.9614,0.9933,0.035,0.0942,0.1867,0.0675,0.6707,none
9b,instruct,base_f16,cyber_structural_equal,high,1200,0.97,0.8033,0.9733,0.9925,0.025,0.0508,0.1375,0.04,0.7727,none
9b,instruct,base_f16,cyber_structural_equal,low,1200,0.9492,0.8408,0.978,0.9875,0.0125,0.0433,0.0733,0.0375,0.8207,none
9b,instruct,base_f16,cyber_structural_equal,medium,1200,0.9733,0.8592,0.9779,0.9942,0.0183,0.0317,0.0958,0.0408,0.8376,none
9b,instruct,base_f16,structural_only,extreme,1200,0.9725,0.8142,0.9708,0.99,0.0225,0.0308,0.1492,0.0508,0.7868,none
9b,instruct,base_f16,structural_only,high,1200,0.9692,0.8317,0.9712,0.9933,0.0242,0.0175,0.1392,0.0517,0.8072,none
9b,instruct,base_f16,structural_only,low,1200,0.9533,0.88,0.9784,0.9875,0.0108,0.005,0.0708,0.0375,0.8682,none
9b,instruct,base_f16,structural_only,medium,1200,0.9742,0.8917,0.9771,0.9858,0.0142,0.0108,0.08,0.0467,0.8765,none
9b,instruct,base_f16,tri_equal,extreme,1200,0.965,0.7233,0.965,0.9892,0.0317,0.0925,0.1867,0.0467,0.6781,none
9b,instruct,base_f16,tri_equal,high,1200,0.9592,0.785,0.9683,0.9933,0.0308,0.0617,0.1292,0.0617,0.75,none
9b,instruct,base_f16,tri_equal,low,1200,0.9483,0.82,0.9765,0.99,0.0183,0.0492,0.0958,0.0325,0.7954,none
9b,instruct,base_f16,tri_equal,medium,1200,0.9658,0.8283,0.9763,0.9958,0.0233,0.0633,0.0958,0.0417,0.7989,none
9b,instruct,base_f16,tri_naive_all_fire,extreme,1200,0.9008,0.435,0.912,0.9933,0.0683,0.3633,0.2742,0.0575,0.317,none
9b,instruct,base_f16,tri_naive_all_fire,high,1200,0.9175,0.5133,0.931,0.9858,0.0542,0.33,0.1925,0.0483,0.4133,none
9b,instruct,base_f16,tri_naive_all_fire,low,1200,0.9158,0.6092,0.945,0.9908,0.0475,0.25,0.1283,0.0333,0.533,none
9b,instruct,base_f16,tri_naive_all_fire,medium,1200,0.9142,0.56,0.9363,0.9925,0.0667,0.2867,0.1617,0.0342,0.468,none
9b,instruct,base_f16,tri_routed_68_20_12,extreme,1200,0.965,0.7933,0.9666,0.9875,0.0292,0.055,0.1433,0.0633,0.759,none
9b,instruct,base_f16,tri_routed_68_20_12,high,1200,0.9725,0.83,0.9751,0.985,0.0175,0.04,0.125,0.0383,0.8048,none
9b,instruct,base_f16,tri_routed_68_20_12,low,1200,0.9517,0.8642,0.9785,0.9917,0.0125,0.0192,0.0758,0.0358,0.8487,none
9b,instruct,base_f16,tri_routed_68_20_12,medium,1200,0.965,0.835,0.9729,0.9867,0.0225,0.0367,0.1075,0.0467,0.81,none
9b,instruct,base_f16,tri_routed_72_18_10,extreme,1200,0.9717,0.7833,0.968,0.9942,0.0233,0.05,0.17,0.0642,0.7495,none
9b,instruct,base_f16,tri_routed_72_18_10,high,1200,0.9733,0.84,0.9729,0.9858,0.0225,0.0342,0.1142,0.0467,0.8149,none
9b,instruct,base_f16,tri_routed_72_18_10,low,1200,0.9517,0.88,0.9805,0.9925,0.0142,0.0158,0.0617,0.0333,0.866,none
9b,instruct,base_f16,tri_routed_72_18_10,medium,1200,0.9717,0.87,0.9776,0.9925,0.0158,0.0267,0.0867,0.0475,0.8506,none
9b,instruct,base_f16,tri_stability_70,extreme,1200,0.9633,0.7725,0.9663,0.9908,0.03,0.0542,0.1633,0.0592,0.7366,none
9b,instruct,base_f16,tri_stability_70,high,1200,0.9725,0.8258,0.9724,0.9958,0.0225,0.03,0.1325,0.0542,0.7998,none
9b,instruct,base_f16,tri_stability_70,low,1200,0.9417,0.8608,0.976,0.9942,0.0133,0.01,0.0783,0.0483,0.8462,none
9b,instruct,base_f16,tri_stability_70,medium,1200,0.9733,0.8642,0.9755,0.9808,0.0117,0.0233,0.0958,0.0475,0.846,none
9b,instruct,base_f16,tri_structural_65,extreme,1200,0.9642,0.7792,0.9679,0.9917,0.0317,0.05,0.1583,0.0508,0.7445,none
9b,instruct,base_f16,tri_structural_65,high,1200,0.9725,0.8375,0.9739,0.9925,0.0217,0.0325,0.1175,0.05,0.8126,none
9b,instruct,base_f16,tri_structural_65,low,1200,0.9558,0.8583,0.9796,0.9883,0.0125,0.025,0.0817,0.0308,0.8415,none
9b,instruct,base_f16,tri_structural_65,medium,1200,0.9692,0.8517,0.9756,0.9892,0.0175,0.0375,0.0933,0.0483,0.829,none
9b,instruct,collapsed_q2_edge,baseline,extreme,1200,0.0,0.0,0.0014,0.1517,0.9525,0.0242,1.0058,5.9333,-0.6677,cascade
9b,instruct,collapsed_q2_edge,baseline,high,1200,0.0008,0.0008,0.0147,0.2325,0.8025,0.01,0.6633,5.0,-0.545,cascade
9b,instruct,collapsed_q2_edge,baseline,low,1200,0.0058,0.0042,0.1062,0.4092,0.3733,0.0,0.32,2.8575,-0.2763,cascade
9b,instruct,collapsed_q2_edge,baseline,medium,1200,0.0008,0.0008,0.0365,0.2725,0.605,0.0108,0.4725,4.3183,-0.4365,cascade
9b,instruct,collapsed_q2_edge,cognitive_25_structural_75,extreme,1200,0.0483,0.0225,0.2392,0.5383,0.47,0.0433,0.785,3.1883,-0.3494,cascade
9b,instruct,collapsed_q2_edge,cognitive_25_structural_75,high,1200,0.0783,0.0592,0.3012,0.5975,0.4258,0.0158,0.5408,2.5683,-0.2434,cascade
9b,instruct,collapsed_q2_edge,cognitive_25_structural_75,low,1200,0.2067,0.1558,0.5414,0.7508,0.1825,0.005,0.2708,1.2225,0.0173,classification_miss
9b,instruct,collapsed_q2_edge,cognitive_25_structural_75,medium,1200,0.1508,0.13,0.4168,0.6575,0.2958,0.0083,0.3725,2.01,-0.0907,cascade
9b,instruct,collapsed_q2_edge,cognitive_cyber_equal,extreme,1200,0.0008,0.0008,0.0255,0.3442,0.8492,0.1242,0.9183,5.3467,-0.6196,cascade
9b,instruct,collapsed_q2_edge,cognitive_cyber_equal,high,1200,0.0033,0.0017,0.0575,0.4383,0.6658,0.0858,0.635,4.2783,-0.48,cascade
9b,instruct,collapsed_q2_edge,cognitive_cyber_equal,low,1200,0.0308,0.0217,0.221,0.5692,0.2958,0.0417,0.3433,2.3625,-0.221,cascade
9b,instruct,collapsed_q2_edge,cognitive_cyber_equal,medium,1200,0.0083,0.0075,0.1308,0.5158,0.4692,0.0675,0.4567,3.5783,-0.3622,cascade
9b,instruct,collapsed_q2_edge,cognitive_only,extreme,1200,0.0,0.0,0.0077,0.25,0.9267,0.0717,1.0075,5.7917,-0.6625,cascade
9b,instruct,collapsed_q2_edge,cognitive_only,high,1200,0.0008,0.0,0.0283,0.3342,0.7183,0.0525,0.6425,4.75,-0.5149,cascade
9b,instruct,collapsed_q2_edge,cognitive_only,low,1200,0.0158,0.0108,0.1564,0.4667,0.3483,0.0242,0.3458,2.6175,-0.257,cascade
9b,instruct,collapsed_q2_edge,cognitive_only,medium,1200,0.0033,0.0017,0.071,0.4,0.5267,0.0475,0.4892,3.99,-0.4045,cascade
9b,instruct,collapsed_q2_edge,cognitive_structural_equal,extreme,1200,0.0142,0.0058,0.1327,0.4592,0.5875,0.0533,0.87,3.9775,-0.4496,cascade
9b,instruct,collapsed_q2_edge,cognitive_structural_equal,high,1200,0.0317,0.0258,0.1965,0.5483,0.4842,0.0258,0.5775,3.205,-0.331,cascade
9b,instruct,collapsed_q2_edge,cognitive_structural_equal,low,1200,0.1208,0.0917,0.4227,0.6817,0.2275,0.015,0.2742,1.6025,-0.0816,cascade
9b,instruct,collapsed_q2_edge,cognitive_structural_equal,medium,1200,0.0642,0.055,0.298,0.6192,0.3417,0.0217,0.4175,2.5658,-0.2135,cascade
9b,instruct,collapsed_q2_edge,cyber_25_structural_75,extreme,1200,0.0658,0.03,0.257,0.54,0.5183,0.0442,0.7533,2.9875,-0.344,cascade
9b,instruct,collapsed_q2_edge,cyber_25_structural_75,high,1200,0.12,0.0933,0.3351,0.6292,0.4142,0.0192,0.5,2.4383,-0.1967,cascade
9b,instruct,collapsed_q2_edge,cyber_25_structural_75,low,1200,0.2067,0.155,0.5361,0.7275,0.1983,0.0067,0.2875,1.2008,0.0111,classification_miss
9b,instruct,collapsed_q2_edge,cyber_25_structural_75,medium,1200,0.175,0.1392,0.4406,0.6617,0.2917,0.0117,0.3625,1.8983,-0.0746,cascade
9b,instruct,collapsed_q2_edge,cyber_only,extreme,1200,0.0,0.0,0.02,0.3083,0.835,0.1192,0.8617,5.385,-0.6125,cascade
9b,instruct,collapsed_q2_edge,cyber_only,high,1200,0.0033,0.0025,0.0563,0.3817,0.6492,0.0783,0.5917,4.4033,-0.4754,cascade
9b,instruct,collapsed_q2_edge,cyber_only,low,1200,0.0233,0.0175,0.1985,0.525,0.3317,0.0442,0.3125,2.4367,-0.2377,cascade
9b,instruct,collapsed_q2_edge,cyber_only,medium,1200,0.0117,0.0108,0.1101,0.445,0.475,0.0642,0.4458,3.6625,-0.3633,cascade
9b,instruct,collapsed_q2_edge,cyber_structural_equal,extreme,1200,0.0267,0.0108,0.1687,0.4692,0.5808,0.0825,0.7875,3.6567,-0.4258,cascade
9b,instruct,collapsed_q2_edge,cyber_structural_equal,high,1200,0.0592,0.0433,0.2283,0.5492,0.4733,0.0558,0.535,2.975,-0.3014,cascade
9b,instruct,collapsed_q2_edge,cyber_structural_equal,low,1200,0.13,0.0892,0.4433,0.6867,0.2083,0.0242,0.2633,1.5317,-0.0758,classification_miss
9b,instruct,collapsed_q2_edge,cyber_structural_equal,medium,1200,0.1133,0.1025,0.3292,0.615,0.3525,0.0475,0.3567,2.37,-0.1598,cascade
9b,instruct,collapsed_q2_edge,structural_only,extreme,1200,0.0283,0.0183,0.1942,0.4683,0.55,0.04,0.7958,3.3642,-0.3865,cascade
9b,instruct,collapsed_q2_edge,structural_only,high,1200,0.0625,0.0467,0.2808,0.5308,0.4317,0.0108,0.5417,2.5958,-0.2581,cascade
9b,instruct,collapsed_q2_edge,structural_only,low,1200,0.1725,0.1267,0.4921,0.6733,0.2042,0.0025,0.2942,1.33,-0.0251,classification_miss
9b,instruct,collapsed_q2_edge,structural_only,medium,1200,0.1367,0.1108,0.3852,0.6033,0.32,0.0083,0.3975,2.0783,-0.1225,cascade
9b,instruct,collapsed_q2_edge,tri_equal,extreme,1200,0.02,0.0133,0.1673,0.5075,0.5625,0.0925,0.8308,3.6533,-0.423,cascade
9b,instruct,collapsed_q2_edge,tri_equal,high,1200,0.0583,0.0442,0.2397,0.59,0.4633,0.0475,0.5483,2.9317,-0.2948,cascade
9b,instruct,collapsed_q2_edge,tri_equal,low,1200,0.13,0.1,0.4512,0.71,0.1992,0.0375,0.3108,1.5375,-0.069,classification_miss
9b,instruct,collapsed_q2_edge,tri_equal,medium,1200,0.0883,0.0733,0.3298,0.665,0.3483,0.0542,0.4533,2.4008,-0.1983,cascade
9b,instruct,collapsed_q2_edge,tri_naive_all_fire,extreme,1200,0.03,0.0067,0.196,0.5067,0.5325,0.4025,0.9125,3.1417,-0.4637,cascade
9b,instruct,collapsed_q2_edge,tri_naive_all_fire,high,1200,0.0708,0.0425,0.2769,0.5833,0.4275,0.3133,0.6392,2.5583,-0.3275,cascade
9b,instruct,collapsed_q2_edge,tri_naive_all_fire,low,1200,0.1975,0.1175,0.4959,0.73,0.2083,0.2508,0.3367,1.2883,-0.0865,cascade
9b,instruct,collapsed_q2_edge,tri_naive_all_fire,medium,1200,0.1225,0.08,0.38,0.6408,0.315,0.3033,0.4508,2.0275,-0.2126,cascade
9b,instruct,collapsed_q2_edge,tri_routed_68_20_12,extreme,1200,0.1142,0.0592,0.3729,0.6308,0.405,0.0717,0.7542,2.3733,-0.2557,cascade
9b,instruct,collapsed_q2_edge,tri_routed_68_20_12,high,1200,0.2075,0.1492,0.4541,0.6917,0.3308,0.0408,0.5158,1.8617,-0.0926,cascade
9b,instruct,collapsed_q2_edge,tri_routed_68_20_12,low,1200,0.34,0.26,0.6574,0.7917,0.1642,0.02,0.2608,0.8442,0.1437,none
9b,instruct,collapsed_q2_edge,tri_routed_68_20_12,medium,1200,0.2642,0.2192,0.5425,0.72,0.2558,0.0267,0.3558,1.4533,0.036,cascade
9b,instruct,collapsed_q2_edge,tri_routed_72_18_10,extreme,1200,0.1558,0.0733,0.3991,0.6192,0.3975,0.0592,0.7383,2.2142,-0.2275,cascade
9b,instruct,collapsed_q2_edge,tri_routed_72_18_10,high,1200,0.2158,0.1558,0.4689,0.7025,0.3383,0.0325,0.5058,1.7525,-0.0803,cascade
9b,instruct,collapsed_q2_edge,tri_routed_72_18_10,low,1200,0.395,0.2967,0.6848,0.805,0.1408,0.0175,0.2675,0.7617,0.1914,none
9b,instruct,collapsed_q2_edge,tri_routed_72_18_10,medium,1200,0.32,0.2442,0.5784,0.7233,0.2317,0.0258,0.4025,1.29,0.0728,none
9b,instruct,collapsed_q2_edge,tri_stability_70,extreme,1200,0.1508,0.0742,0.3919,0.6408,0.405,0.06,0.7433,2.2917,-0.2334,cascade
9b,instruct,collapsed_q2_edge,tri_stability_70,high,1200,0.1942,0.145,0.4565,0.6625,0.3258,0.0308,0.4892,1.8192,-0.089,cascade
9b,instruct,collapsed_q2_edge,tri_stability_70,low,1200,0.3558,0.2758,0.6676,0.8042,0.1642,0.0142,0.275,0.8142,0.161,none
9b,instruct,collapsed_q2_edge,tri_stability_70,medium,1200,0.3092,0.2475,0.5681,0.7442,0.2383,0.0183,0.3483,1.3667,0.0761,none
9b,instruct,collapsed_q2_edge,tri_structural_65,extreme,1200,0.1042,0.055,0.3471,0.6192,0.4483,0.075,0.7342,2.4967,-0.2781,cascade
9b,instruct,collapsed_q2_edge,tri_structural_65,high,1200,0.1867,0.1267,0.436,0.6708,0.3567,0.045,0.5092,1.9142,-0.1258,cascade
9b,instruct,collapsed_q2_edge,tri_structural_65,low,1200,0.3175,0.24,0.6442,0.7925,0.1617,0.0217,0.2558,0.8925,0.1221,none
9b,instruct,collapsed_q2_edge,tri_structural_65,medium,1200,0.2808,0.2142,0.5453,0.7217,0.2092,0.0242,0.38,1.5183,0.0403,primitive_gap
9b,instruct,damaged_q2,baseline,extreme,1200,0.0017,0.0008,0.0523,0.355,0.6558,0.0308,0.8167,4.9408,-0.5145,cascade
9b,instruct,damaged_q2,baseline,high,1200,0.0075,0.0075,0.1034,0.3967,0.4908,0.0075,0.5067,3.9458,-0.3791,cascade
9b,instruct,damaged_q2,baseline,low,1200,0.0342,0.025,0.2525,0.4825,0.2708,0.0,0.2825,2.1875,-0.1882,classification_miss
9b,instruct,damaged_q2,baseline,medium,1200,0.0208,0.02,0.1548,0.4242,0.3725,0.0108,0.3867,3.3375,-0.2917,cascade
9b,instruct,damaged_q2,cognitive_25_structural_75,extreme,1200,0.2167,0.1225,0.4796,0.7017,0.3283,0.0408,0.6908,1.9258,-0.1357,cascade
9b,instruct,damaged_q2,cognitive_25_structural_75,high,1200,0.3258,0.2392,0.5605,0.7442,0.2475,0.0133,0.4492,1.4642,0.0531,cascade
9b,instruct,damaged_q2,cognitive_25_structural_75,low,1200,0.4658,0.3667,0.7465,0.8525,0.1125,0.0042,0.2325,0.6175,0.2826,none
9b,instruct,damaged_q2,cognitive_25_structural_75,medium,1200,0.44,0.3583,0.6698,0.8258,0.1717,0.0158,0.3225,1.0475,0.2255,none
9b,instruct,damaged_q2,cognitive_cyber_equal,extreme,1200,0.0142,0.0083,0.1418,0.5017,0.5025,0.1033,0.8142,3.9675,-0.4266,cascade
9b,instruct,damaged_q2,cognitive_cyber_equal,high,1200,0.0408,0.0292,0.2194,0.5842,0.4092,0.07,0.545,3.1708,-0.3097,cascade
9b,instruct,damaged_q2,cognitive_cyber_equal,low,1200,0.0967,0.0758,0.4124,0.7175,0.1825,0.0575,0.2758,1.7125,-0.0981,primitive_gap
9b,instruct,damaged_q2,cognitive_cyber_equal,medium,1200,0.06,0.0483,0.2957,0.6225,0.3233,0.0733,0.3775,2.605,-0.2238,cascade
9b,instruct,damaged_q2,cognitive_only,extreme,1200,0.0075,0.0058,0.0847,0.4442,0.6017,0.0792,0.8158,4.515,-0.4815,cascade
9b,instruct,damaged_q2,cognitive_only,high,1200,0.0233,0.0167,0.1522,0.51,0.4542,0.05,0.5725,3.6167,-0.3562,cascade
9b,instruct,damaged_q2,cognitive_only,low,1200,0.0592,0.0417,0.3257,0.6517,0.2417,0.0333,0.2983,1.98,-0.1604,primitive_gap
9b,instruct,damaged_q2,cognitive_only,medium,1200,0.0283,0.0233,0.2237,0.5617,0.3325,0.0433,0.4008,3.0,-0.2671,cascade
9b,instruct,damaged_q2,cognitive_structural_equal,extreme,1200,0.1058,0.0592,0.347,0.6642,0.3717,0.0642,0.7408,2.6917,-0.259,cascade
9b,instruct,damaged_q2,cognitive_structural_equal,high,1200,0.1608,0.1183,0.4199,0.6983,0.2958,0.0225,0.4908,2.1258,-0.1205,cascade
9b,instruct,damaged_q2,cognitive_structural_equal,low,1200,0.2817,0.2125,0.6169,0.805,0.1458,0.0217,0.265,1.0158,0.0924,none
