model,substrate,quant,stack,trials,pass_rate,clean_pass_rate,mean_score,classified_rate,cascade_rate,echo_rate,avg_distractors,avg_missing_required,stability_score,top_failure
9b,degraded_instruct,collapsed_q2_edge,q3_routed_tri_68,5600,0.3327,0.2295,0.5928,0.7707,0.2462,0.0448,0.4555,1.3066,0.0449,cascade
9b,degraded_instruct,collapsed_q2_edge,q3_stability_tri_72,5600,0.3629,0.2554,0.6101,0.7648,0.243,0.0411,0.4636,1.2164,0.0763,none
9b,degraded_instruct,collapsed_q2_edge,q4_boundary_pair_72_28,5600,0.1766,0.1298,0.4357,0.68,0.3418,0.0327,0.4607,1.9414,-0.1132,cascade
9b,degraded_instruct,collapsed_q2_edge,q4_generalist_pair_72_28,5600,0.1571,0.1139,0.4218,0.6766,0.3291,0.0225,0.4888,2.0325,-0.13,cascade
9b,degraded_instruct,damaged_q2,q2_amplifier_low_echo,5600,0.803,0.3932,0.8765,0.9305,0.1293,0.2977,0.4136,0.0677,0.2584,none
9b,degraded_instruct,damaged_q2,q3_routed_tri_68,5600,0.6666,0.4604,0.8121,0.8807,0.1539,0.0443,0.3861,0.4498,0.3519,none
9b,degraded_instruct,damaged_q2,q3_stability_tri_72,5600,0.6995,0.4859,0.8298,0.8873,0.1495,0.0429,0.378,0.3764,0.3834,none
9b,degraded_instruct,damaged_q2,q4_boundary_pair_72_28,5600,0.452,0.3275,0.6742,0.8029,0.1991,0.0354,0.3823,0.9977,0.1802,none
9b,degraded_instruct,damaged_q2,q4_generalist_pair_72_28,5600,0.4211,0.3105,0.661,0.8271,0.1929,0.0232,0.412,1.103,0.1599,none
9b,degraded_instruct,damaged_q3,q2_amplifier_low_echo,5600,0.8823,0.4695,0.9151,0.9909,0.0871,0.2846,0.3088,0.0473,0.3593,none
9b,degraded_instruct,damaged_q3,q3_routed_tri_68,5600,0.8891,0.6623,0.9412,0.9916,0.0921,0.0443,0.2527,0.05,0.6031,none
9b,degraded_instruct,damaged_q3,q3_stability_tri_72,5600,0.8909,0.6641,0.9406,0.9907,0.0909,0.0436,0.2552,0.0536,0.605,none
9b,degraded_instruct,damaged_q3,q4_boundary_pair_72_28,5600,0.8571,0.6423,0.9223,0.9516,0.0946,0.0393,0.2582,0.0996,0.5804,none
9b,degraded_instruct,damaged_q3,q4_generalist_pair_72_28,5600,0.8804,0.6473,0.9334,0.9818,0.0891,0.0261,0.2825,0.0761,0.589,none
9b,degraded_instruct,damaged_q4,q2_amplifier_low_echo,5600,0.9012,0.5025,0.9243,0.9927,0.0666,0.2952,0.2487,0.0511,0.401,none
9b,degraded_instruct,damaged_q4,q3_routed_tri_68,5600,0.9243,0.7204,0.9537,0.9877,0.0573,0.0473,0.2061,0.0536,0.6745,none
9b,degraded_instruct,damaged_q4,q3_stability_tri_72,5600,0.925,0.7175,0.9541,0.9898,0.057,0.0373,0.2189,0.0491,0.673,none
9b,degraded_instruct,damaged_q4,q4_boundary_pair_72_28,5600,0.912,0.7155,0.9511,0.9898,0.0693,0.0393,0.2046,0.0512,0.668,none
9b,degraded_instruct,damaged_q4,q4_generalist_pair_72_28,5600,0.9161,0.7127,0.951,0.9895,0.0691,0.023,0.2243,0.0457,0.6671,none
9b,degraded_instruct,healthy_q6,q2_amplifier_low_echo,5600,0.9105,0.5298,0.9296,0.9925,0.0596,0.2964,0.2057,0.0504,0.4337,none
9b,degraded_instruct,healthy_q6,q3_routed_tri_68,5600,0.9405,0.7698,0.9632,0.992,0.0439,0.0413,0.1571,0.0491,0.7334,none
9b,degraded_instruct,healthy_q6,q3_stability_tri_72,5600,0.9396,0.7725,0.9634,0.9902,0.0418,0.0443,0.1548,0.0493,0.7363,none
9b,degraded_instruct,healthy_q6,q4_boundary_pair_72_28,5600,0.9364,0.7621,0.9619,0.99,0.0461,0.0359,0.1689,0.0464,0.7253,none
9b,degraded_instruct,healthy_q6,q4_generalist_pair_72_28,5600,0.9391,0.7823,0.9627,0.9921,0.0436,0.0248,0.1584,0.0521,0.749,none
9b,degraded_instruct,healthy_q8,q2_amplifier_low_echo,5600,0.923,0.5479,0.9338,0.9898,0.0489,0.2921,0.193,0.0484,0.4569,none
9b,degraded_instruct,healthy_q8,q3_routed_tri_68,5600,0.9536,0.8046,0.9693,0.9911,0.03,0.0436,0.13,0.0484,0.7741,none
9b,degraded_instruct,healthy_q8,q3_stability_tri_72,5600,0.9514,0.8043,0.9683,0.99,0.0312,0.0423,0.1313,0.0505,0.7734,none
9b,degraded_instruct,healthy_q8,q4_boundary_pair_72_28,5600,0.955,0.8127,0.9685,0.9895,0.028,0.0362,0.1273,0.0559,0.784,none
9b,degraded_instruct,healthy_q8,q4_generalist_pair_72_28,5600,0.9496,0.81,0.9669,0.9884,0.035,0.0241,0.1396,0.0464,0.7812,none
9b,degraded_instruct,q8_k_m,q2_amplifier_low_echo,5600,0.9264,0.5661,0.9376,0.9902,0.0462,0.2809,0.1773,0.0455,0.4796,none
9b,degraded_instruct,q8_k_m,q3_routed_tri_68,5600,0.9618,0.8171,0.9714,0.9886,0.0246,0.0398,0.1255,0.0455,0.7895,none
9b,degraded_instruct,q8_k_m,q3_stability_tri_72,5600,0.9589,0.8113,0.9707,0.9896,0.0243,0.0461,0.123,0.0516,0.7823,none
9b,degraded_instruct,q8_k_m,q4_boundary_pair_72_28,5600,0.9561,0.8116,0.9698,0.9895,0.0275,0.0362,0.1284,0.048,0.7834,none
9b,degraded_instruct,q8_k_m,q4_generalist_pair_72_28,5600,0.9523,0.8182,0.9686,0.9925,0.0309,0.0268,0.1271,0.0543,0.7907,none
9b,instruct,base_f16,q2_amplifier_low_echo,5600,0.9293,0.577,0.9391,0.9923,0.0436,0.2714,0.1736,0.0489,0.4933,none
9b,instruct,base_f16,q3_routed_tri_68,5600,0.9621,0.8302,0.9727,0.9898,0.0223,0.0345,0.1129,0.0488,0.8051,none
9b,instruct,base_f16,q3_stability_tri_72,5600,0.9602,0.8402,0.9718,0.9877,0.0211,0.0332,0.1039,0.0555,0.8161,none
9b,instruct,base_f16,q4_boundary_pair_72_28,5600,0.9654,0.8341,0.9736,0.9893,0.0227,0.0325,0.1132,0.043,0.8096,none
9b,instruct,base_f16,q4_generalist_pair_72_28,5600,0.9659,0.8468,0.9744,0.9921,0.0187,0.0184,0.1123,0.0489,0.826,none
9b,instruct,collapsed_q2_edge,q2_amplifier_low_echo,5600,0.5529,0.2888,0.7363,0.7871,0.1895,0.2718,0.495,0.5202,0.1119,none
9b,instruct,collapsed_q2_edge,q3_routed_tri_68,5600,0.2441,0.1784,0.5094,0.7034,0.2836,0.032,0.4727,1.63,-0.0324,cascade
9b,instruct,collapsed_q2_edge,q3_stability_tri_72,5600,0.272,0.1979,0.5335,0.7105,0.2737,0.033,0.4621,1.5139,-0.0035,cascade
9b,instruct,collapsed_q2_edge,q4_boundary_pair_72_28,5600,0.1305,0.0979,0.38,0.6241,0.3457,0.0264,0.4804,2.1861,-0.1589,cascade
9b,instruct,collapsed_q2_edge,q4_generalist_pair_72_28,5600,0.1148,0.0884,0.3599,0.6311,0.3693,0.0182,0.5127,2.2904,-0.1816,cascade
9b,instruct,damaged_q2,q2_amplifier_low_echo,5600,0.772,0.4016,0.8602,0.8839,0.1348,0.2566,0.4211,0.1066,0.2708,none
9b,instruct,damaged_q2,q3_routed_tri_68,5600,0.5723,0.3975,0.7481,0.8461,0.1737,0.0339,0.4054,0.7096,0.2707,none
9b,instruct,damaged_q2,q3_stability_tri_72,5600,0.6034,0.4245,0.7713,0.8445,0.1527,0.0341,0.3952,0.618,0.3093,none
9b,instruct,damaged_q2,q4_boundary_pair_72_28,5600,0.3602,0.2623,0.6129,0.7677,0.2096,0.0252,0.4014,1.2525,0.0997,none
9b,instruct,damaged_q2,q4_generalist_pair_72_28,5600,0.3325,0.2495,0.593,0.7646,0.2266,0.0184,0.42,1.3405,0.0772,none
9b,instruct,damaged_q3,q2_amplifier_low_echo,5600,0.8716,0.475,0.9114,0.9812,0.0925,0.2716,0.3098,0.0498,0.3657,none
9b,instruct,damaged_q3,q3_routed_tri_68,5600,0.8929,0.6637,0.9402,0.9807,0.0852,0.0354,0.2627,0.0532,0.6074,none
9b,instruct,damaged_q3,q3_stability_tri_72,5600,0.89,0.6657,0.9387,0.9805,0.087,0.0325,0.2632,0.0566,0.6092,none
9b,instruct,damaged_q3,q4_boundary_pair_72_28,5600,0.8187,0.6207,0.8992,0.9221,0.1073,0.0288,0.2573,0.1636,0.554,none
9b,instruct,damaged_q3,q4_generalist_pair_72_28,5600,0.8532,0.638,0.9146,0.9591,0.0918,0.0154,0.2854,0.1448,0.5774,none
9b,instruct,damaged_q4,q2_amplifier_low_echo,5600,0.8834,0.5021,0.9192,0.9898,0.0862,0.2727,0.2637,0.0477,0.3982,none
9b,instruct,damaged_q4,q3_routed_tri_68,5600,0.9166,0.7175,0.9527,0.993,0.0661,0.0352,0.2112,0.0486,0.6713,none
9b,instruct,damaged_q4,q3_stability_tri_72,5600,0.9193,0.7223,0.9527,0.9905,0.063,0.0295,0.2139,0.0511,0.6778,none
9b,instruct,damaged_q4,q4_boundary_pair_72_28,5600,0.9023,0.7139,0.9472,0.9838,0.0754,0.0288,0.2104,0.0545,0.666,none
9b,instruct,damaged_q4,q4_generalist_pair_72_28,5600,0.9104,0.7123,0.9486,0.9888,0.0693,0.0184,0.232,0.0537,0.6666,none
9b,instruct,healthy_q6,q2_amplifier_low_echo,5600,0.9148,0.5523,0.9322,0.99,0.0584,0.2696,0.2079,0.0479,0.4619,none
9b,instruct,healthy_q6,q3_routed_tri_68,5600,0.9407,0.7691,0.9632,0.9914,0.0436,0.0329,0.1673,0.0448,0.7338,none
9b,instruct,healthy_q6,q3_stability_tri_72,5600,0.9459,0.7807,0.9652,0.9946,0.0384,0.0323,0.1571,0.0512,0.7476,none
9b,instruct,healthy_q6,q4_boundary_pair_72_28,5600,0.9373,0.7773,0.9609,0.988,0.0464,0.0279,0.1604,0.052,0.7424,none
9b,instruct,healthy_q6,q4_generalist_pair_72_28,5600,0.9352,0.7766,0.9608,0.9902,0.0498,0.0148,0.1705,0.0471,0.7427,none
9b,instruct,healthy_q8,q2_amplifier_low_echo,5600,0.9173,0.5602,0.9347,0.9895,0.0534,0.2662,0.193,0.0489,0.473,none
9b,instruct,healthy_q8,q3_routed_tri_68,5600,0.9452,0.7995,0.9662,0.9888,0.0382,0.0309,0.1386,0.0464,0.7684,none
9b,instruct,healthy_q8,q3_stability_tri_72,5600,0.9514,0.8086,0.968,0.9893,0.0312,0.0305,0.1334,0.0504,0.7799,none
9b,instruct,healthy_q8,q4_boundary_pair_72_28,5600,0.9505,0.8048,0.9675,0.9891,0.0321,0.0288,0.135,0.0512,0.7761,none
9b,instruct,healthy_q8,q4_generalist_pair_72_28,5600,0.947,0.7986,0.9648,0.99,0.0382,0.0202,0.1529,0.0495,0.7684,none
9b,instruct,q8_k_m,q2_amplifier_low_echo,5600,0.925,0.57,0.9379,0.9921,0.0461,0.278,0.1784,0.0464,0.484,none
9b,instruct,q8_k_m,q3_routed_tri_68,5600,0.9546,0.8091,0.9693,0.9912,0.0268,0.0345,0.1314,0.053,0.781,none
9b,instruct,q8_k_m,q3_stability_tri_72,5600,0.9559,0.8093,0.9685,0.9873,0.0295,0.0354,0.1321,0.0495,0.7803,none
9b,instruct,q8_k_m,q4_boundary_pair_72_28,5600,0.9509,0.8161,0.9686,0.9893,0.0302,0.0277,0.1257,0.0507,0.7889,none
9b,instruct,q8_k_m,q4_generalist_pair_72_28,5600,0.9554,0.8241,0.9698,0.9891,0.0307,0.0204,0.1288,0.0446,0.7983,none
