model,substrate,quant,stack,pass_lift,clean_pass_lift,score_lift,cascade_delta,echo_delta,distractor_delta
4b,instruct,damaged_q4,q4_boundary_pair_72_28,0.8846,0.6854,0.9355,0.0807,0.0273,0.2334
4b,instruct,damaged_q4,q4_generalist_pair_72_28,0.8962,0.6793,0.9423,0.0777,0.0161,0.2632
4b,instruct,healthy_q6,q2_amplifier_low_echo,0.9055,0.5373,0.9286,0.0693,0.2671,0.2195
4b,instruct,healthy_q6,q3_routed_tri_68,0.9323,0.7618,0.96,0.05,0.0338,0.1723
4b,instruct,healthy_q6,q3_stability_tri_72,0.9336,0.7643,0.9606,0.0493,0.0323,0.1691
4b,instruct,healthy_q6,q4_boundary_pair_72_28,0.9341,0.7657,0.9603,0.0502,0.0298,0.1668
4b,instruct,healthy_q6,q4_generalist_pair_72_28,0.9287,0.7564,0.9585,0.0527,0.0182,0.1846
4b,instruct,healthy_q8,q2_amplifier_low_echo,0.9191,0.5559,0.9338,0.0568,0.278,0.1907
4b,instruct,healthy_q8,q3_routed_tri_68,0.9498,0.7893,0.9672,0.0343,0.0377,0.1473
4b,instruct,healthy_q8,q3_stability_tri_72,0.9477,0.7952,0.9651,0.0373,0.03,0.1504
4b,instruct,healthy_q8,q4_boundary_pair_72_28,0.9489,0.8039,0.9662,0.0377,0.0245,0.1414
4b,instruct,healthy_q8,q4_generalist_pair_72_28,0.9454,0.807,0.9654,0.0393,0.0173,0.1429
4b,instruct,q8_k_m,q2_amplifier_low_echo,0.915,0.5568,0.9332,0.0543,0.2732,0.1964
4b,instruct,q8_k_m,q3_routed_tri_68,0.9521,0.8025,0.9688,0.0318,0.0352,0.1345
4b,instruct,q8_k_m,q3_stability_tri_72,0.9543,0.8086,0.9682,0.0318,0.0311,0.1363
4b,instruct,q8_k_m,q4_boundary_pair_72_28,0.9543,0.8068,0.9686,0.0295,0.0289,0.1402
4b,instruct,q8_k_m,q4_generalist_pair_72_28,0.9527,0.8071,0.966,0.0321,0.018,0.1486
9b,base,base_f16,q2_amplifier_low_echo,0.9298,0.5807,0.939,0.0443,0.2868,0.1573
9b,base,base_f16,q3_routed_tri_68,0.9657,0.8366,0.9753,0.0202,0.0411,0.1037
9b,base,base_f16,q3_stability_tri_72,0.9675,0.838,0.9741,0.017,0.0384,0.1079
9b,base,base_f16,q4_boundary_pair_72_28,0.9655,0.8504,0.9751,0.0161,0.0323,0.0963
9b,base,base_f16,q4_generalist_pair_72_28,0.9646,0.8575,0.9742,0.0204,0.0195,0.1014
9b,base,collapsed_q2_edge,q2_amplifier_low_echo,0.6632,0.3404,0.8037,0.1618,0.2959,0.4468
9b,base,collapsed_q2_edge,q3_routed_tri_68,0.3648,0.2555,0.6156,0.2484,0.0405,0.4368
9b,base,collapsed_q2_edge,q3_stability_tri_72,0.3945,0.2804,0.6305,0.2302,0.0348,0.4523
9b,base,collapsed_q2_edge,q4_boundary_pair_72_28,0.2021,0.1489,0.4546,0.3204,0.0373,0.452
9b,base,collapsed_q2_edge,q4_generalist_pair_72_28,0.1645,0.1191,0.4314,0.3152,0.0255,0.4991
9b,base,damaged_q2,q2_amplifier_low_echo,0.823,0.4073,0.8869,0.1184,0.2807,0.402
9b,base,damaged_q2,q3_routed_tri_68,0.7141,0.4955,0.8358,0.1402,0.0387,0.3816
9b,base,damaged_q2,q3_stability_tri_72,0.7327,0.5107,0.8482,0.142,0.0382,0.3673
9b,base,damaged_q2,q4_boundary_pair_72_28,0.4857,0.347,0.694,0.1804,0.0321,0.3955
9b,base,damaged_q2,q4_generalist_pair_72_28,0.4496,0.3286,0.6779,0.1879,0.0257,0.41
9b,base,damaged_q3,q2_amplifier_low_echo,0.8786,0.4775,0.9153,0.0898,0.2882,0.2848
9b,base,damaged_q3,q3_routed_tri_68,0.8964,0.6689,0.943,0.0862,0.0396,0.2552
9b,base,damaged_q3,q3_stability_tri_72,0.9,0.6736,0.9432,0.0807,0.0398,0.2539
9b,base,damaged_q3,q4_boundary_pair_72_28,0.8602,0.6511,0.9239,0.0959,0.032,0.2575
9b,base,damaged_q3,q4_generalist_pair_72_28,0.8807,0.6534,0.9354,0.0909,0.0213,0.2786
9b,base,damaged_q4,q2_amplifier_low_echo,0.9005,0.5193,0.9251,0.0698,0.2787,0.2446
9b,base,damaged_q4,q3_routed_tri_68,0.9257,0.7341,0.9559,0.0577,0.0366,0.1989
9b,base,damaged_q4,q3_stability_tri_72,0.9243,0.7273,0.9553,0.0584,0.037,0.2036
9b,base,damaged_q4,q4_boundary_pair_72_28,0.9161,0.7171,0.9524,0.0657,0.0321,0.2098
9b,base,damaged_q4,q4_generalist_pair_72_28,0.9102,0.7109,0.9487,0.0693,0.0214,0.2248
9b,base,healthy_q6,q2_amplifier_low_echo,0.9177,0.5502,0.9314,0.0582,0.275,0.2084
9b,base,healthy_q6,q3_routed_tri_68,0.9439,0.7889,0.9647,0.0386,0.0361,0.1439
9b,base,healthy_q6,q3_stability_tri_72,0.9448,0.782,0.9642,0.0386,0.0352,0.155
9b,base,healthy_q6,q4_boundary_pair_72_28,0.9375,0.7861,0.9629,0.0464,0.0336,0.1418
9b,base,healthy_q6,q4_generalist_pair_72_28,0.9464,0.7814,0.9637,0.0396,0.0202,0.1705
9b,base,healthy_q8,q2_amplifier_low_echo,0.9237,0.5682,0.9366,0.0493,0.2714,0.1875
9b,base,healthy_q8,q3_routed_tri_68,0.9586,0.8057,0.9711,0.0286,0.0398,0.1339
9b,base,healthy_q8,q3_stability_tri_72,0.9521,0.798,0.9681,0.0307,0.0389,0.1379
9b,base,healthy_q8,q4_boundary_pair_72_28,0.9554,0.8102,0.97,0.0262,0.033,0.1348
9b,base,healthy_q8,q4_generalist_pair_72_28,0.957,0.8113,0.9694,0.0271,0.025,0.1407
9b,base,q8_k_m,q2_amplifier_low_echo,0.9279,0.5763,0.9379,0.0434,0.2802,0.1698
9b,base,q8_k_m,q3_routed_tri_68,0.9596,0.8154,0.9705,0.0255,0.037,0.127
9b,base,q8_k_m,q3_stability_tri_72,0.955,0.8145,0.9703,0.0257,0.0421,0.1202
9b,base,q8_k_m,q4_boundary_pair_72_28,0.9598,0.8314,0.9724,0.0243,0.0325,0.1146
9b,base,q8_k_m,q4_generalist_pair_72_28,0.9586,0.8284,0.9704,0.0238,0.022,0.1271
9b,degraded_instruct,base_f16,q2_amplifier_low_echo,0.9261,0.5613,0.9363,0.043,0.2929,0.168
9b,degraded_instruct,base_f16,q3_routed_tri_68,0.9648,0.8229,0.9737,0.0216,0.0454,0.1104
9b,degraded_instruct,base_f16,q3_stability_tri_72,0.9646,0.8261,0.9736,0.0195,0.0427,0.1139
9b,degraded_instruct,base_f16,q4_boundary_pair_72_28,0.9609,0.8375,0.9731,0.0246,0.0366,0.1055
9b,degraded_instruct,base_f16,q4_generalist_pair_72_28,0.965,0.8468,0.9745,0.0204,0.0236,0.1068
9b,degraded_instruct,collapsed_q2_edge,q2_amplifier_low_echo,0.6532,0.3275,0.7942,0.1673,0.2884,0.463
9b,degraded_instruct,collapsed_q2_edge,q3_routed_tri_68,0.3327,0.2295,0.5928,0.2462,0.0448,0.4555
9b,degraded_instruct,collapsed_q2_edge,q3_stability_tri_72,0.3629,0.2554,0.6101,0.243,0.0411,0.4636
9b,degraded_instruct,collapsed_q2_edge,q4_boundary_pair_72_28,0.1766,0.1298,0.4357,0.3418,0.0327,0.4607
9b,degraded_instruct,collapsed_q2_edge,q4_generalist_pair_72_28,0.1571,0.1139,0.4218,0.3291,0.0225,0.4888
9b,degraded_instruct,damaged_q2,q2_amplifier_low_echo,0.803,0.3932,0.8765,0.1293,0.2977,0.4136
9b,degraded_instruct,damaged_q2,q3_routed_tri_68,0.6666,0.4604,0.8121,0.1539,0.0443,0.3861
9b,degraded_instruct,damaged_q2,q3_stability_tri_72,0.6995,0.4859,0.8298,0.1495,0.0429,0.378
9b,degraded_instruct,damaged_q2,q4_boundary_pair_72_28,0.452,0.3275,0.6742,0.1991,0.0354,0.3823
9b,degraded_instruct,damaged_q2,q4_generalist_pair_72_28,0.4211,0.3105,0.661,0.1929,0.0232,0.412
9b,degraded_instruct,damaged_q3,q2_amplifier_low_echo,0.8823,0.4695,0.9151,0.0871,0.2846,0.3088
9b,degraded_instruct,damaged_q3,q3_routed_tri_68,0.8891,0.6623,0.9412,0.0921,0.0443,0.2527
9b,degraded_instruct,damaged_q3,q3_stability_tri_72,0.8909,0.6641,0.9406,0.0909,0.0436,0.2552
9b,degraded_instruct,damaged_q3,q4_boundary_pair_72_28,0.8571,0.6423,0.9223,0.0946,0.0393,0.2582
9b,degraded_instruct,damaged_q3,q4_generalist_pair_72_28,0.8804,0.6473,0.9334,0.0891,0.0261,0.2825
9b,degraded_instruct,damaged_q4,q2_amplifier_low_echo,0.9012,0.5025,0.9243,0.0666,0.2952,0.2487
9b,degraded_instruct,damaged_q4,q3_routed_tri_68,0.9243,0.7204,0.9537,0.0573,0.0473,0.2061
9b,degraded_instruct,damaged_q4,q3_stability_tri_72,0.925,0.7175,0.9541,0.057,0.0373,0.2189
9b,degraded_instruct,damaged_q4,q4_boundary_pair_72_28,0.912,0.7155,0.9511,0.0693,0.0393,0.2046
9b,degraded_instruct,damaged_q4,q4_generalist_pair_72_28,0.9161,0.7127,0.951,0.0691,0.023,0.2243
9b,degraded_instruct,healthy_q6,q2_amplifier_low_echo,0.9105,0.5298,0.9296,0.0596,0.2964,0.2057
9b,degraded_instruct,healthy_q6,q3_routed_tri_68,0.9405,0.7698,0.9632,0.0439,0.0413,0.1571
9b,degraded_instruct,healthy_q6,q3_stability_tri_72,0.9396,0.7725,0.9634,0.0418,0.0443,0.1548
9b,degraded_instruct,healthy_q6,q4_boundary_pair_72_28,0.9364,0.7621,0.9619,0.0461,0.0359,0.1689
9b,degraded_instruct,healthy_q6,q4_generalist_pair_72_28,0.9391,0.7823,0.9627,0.0436,0.0248,0.1584
9b,degraded_instruct,healthy_q8,q2_amplifier_low_echo,0.923,0.5479,0.9338,0.0489,0.2921,0.193
9b,degraded_instruct,healthy_q8,q3_routed_tri_68,0.9536,0.8046,0.9693,0.03,0.0436,0.13
9b,degraded_instruct,healthy_q8,q3_stability_tri_72,0.9514,0.8043,0.9683,0.0312,0.0423,0.1313
9b,degraded_instruct,healthy_q8,q4_boundary_pair_72_28,0.955,0.8127,0.9685,0.028,0.0362,0.1273
9b,degraded_instruct,healthy_q8,q4_generalist_pair_72_28,0.9496,0.81,0.9669,0.035,0.0241,0.1396
9b,degraded_instruct,q8_k_m,q2_amplifier_low_echo,0.9264,0.5661,0.9376,0.0462,0.2809,0.1773
9b,degraded_instruct,q8_k_m,q3_routed_tri_68,0.9618,0.8171,0.9714,0.0246,0.0398,0.1255
9b,degraded_instruct,q8_k_m,q3_stability_tri_72,0.9589,0.8113,0.9707,0.0243,0.0461,0.123
9b,degraded_instruct,q8_k_m,q4_boundary_pair_72_28,0.9561,0.8116,0.9698,0.0275,0.0362,0.1284
9b,degraded_instruct,q8_k_m,q4_generalist_pair_72_28,0.9523,0.8182,0.9686,0.0309,0.0268,0.1271
9b,instruct,base_f16,q2_amplifier_low_echo,0.9293,0.577,0.9391,0.0436,0.2714,0.1736
9b,instruct,base_f16,q3_routed_tri_68,0.9621,0.8302,0.9727,0.0223,0.0345,0.1129
9b,instruct,base_f16,q3_stability_tri_72,0.9602,0.8402,0.9718,0.0211,0.0332,0.1039
9b,instruct,base_f16,q4_boundary_pair_72_28,0.9654,0.8341,0.9736,0.0227,0.0325,0.1132
9b,instruct,base_f16,q4_generalist_pair_72_28,0.9659,0.8468,0.9744,0.0187,0.0184,0.1123
9b,instruct,collapsed_q2_edge,q2_amplifier_low_echo,0.5529,0.2888,0.7363,0.1895,0.2718,0.495
9b,instruct,collapsed_q2_edge,q3_routed_tri_68,0.2441,0.1784,0.5094,0.2836,0.032,0.4727
9b,instruct,collapsed_q2_edge,q3_stability_tri_72,0.272,0.1979,0.5335,0.2737,0.033,0.4621
9b,instruct,collapsed_q2_edge,q4_boundary_pair_72_28,0.1305,0.0979,0.38,0.3457,0.0264,0.4804
9b,instruct,collapsed_q2_edge,q4_generalist_pair_72_28,0.1148,0.0884,0.3599,0.3693,0.0182,0.5127
9b,instruct,damaged_q2,q2_amplifier_low_echo,0.772,0.4016,0.8602,0.1348,0.2566,0.4211
9b,instruct,damaged_q2,q3_routed_tri_68,0.5723,0.3975,0.7481,0.1737,0.0339,0.4054
9b,instruct,damaged_q2,q3_stability_tri_72,0.6034,0.4245,0.7713,0.1527,0.0341,0.3952
9b,instruct,damaged_q2,q4_boundary_pair_72_28,0.3602,0.2623,0.6129,0.2096,0.0252,0.4014
9b,instruct,damaged_q2,q4_generalist_pair_72_28,0.3325,0.2495,0.593,0.2266,0.0184,0.42
9b,instruct,damaged_q3,q2_amplifier_low_echo,0.8716,0.475,0.9114,0.0925,0.2716,0.3098
9b,instruct,damaged_q3,q3_routed_tri_68,0.8929,0.6637,0.9402,0.0852,0.0354,0.2627
9b,instruct,damaged_q3,q3_stability_tri_72,0.89,0.6657,0.9387,0.087,0.0325,0.2632
9b,instruct,damaged_q3,q4_boundary_pair_72_28,0.8187,0.6207,0.8992,0.1073,0.0288,0.2573
9b,instruct,damaged_q3,q4_generalist_pair_72_28,0.8532,0.638,0.9146,0.0918,0.0154,0.2854
9b,instruct,damaged_q4,q2_amplifier_low_echo,0.8834,0.5021,0.9192,0.0862,0.2727,0.2637
9b,instruct,damaged_q4,q3_routed_tri_68,0.9166,0.7175,0.9527,0.0661,0.0352,0.2112
9b,instruct,damaged_q4,q3_stability_tri_72,0.9193,0.7223,0.9527,0.063,0.0295,0.2139
9b,instruct,damaged_q4,q4_boundary_pair_72_28,0.9023,0.7139,0.9472,0.0754,0.0288,0.2104
9b,instruct,damaged_q4,q4_generalist_pair_72_28,0.9104,0.7123,0.9486,0.0693,0.0184,0.232
9b,instruct,healthy_q6,q2_amplifier_low_echo,0.9148,0.5523,0.9322,0.0584,0.2696,0.2079
9b,instruct,healthy_q6,q3_routed_tri_68,0.9407,0.7691,0.9632,0.0436,0.0329,0.1673
9b,instruct,healthy_q6,q3_stability_tri_72,0.9459,0.7807,0.9652,0.0384,0.0323,0.1571
9b,instruct,healthy_q6,q4_boundary_pair_72_28,0.9373,0.7773,0.9609,0.0464,0.0279,0.1604
9b,instruct,healthy_q6,q4_generalist_pair_72_28,0.9352,0.7766,0.9608,0.0498,0.0148,0.1705
9b,instruct,healthy_q8,q2_amplifier_low_echo,0.9173,0.5602,0.9347,0.0534,0.2662,0.193
9b,instruct,healthy_q8,q3_routed_tri_68,0.9452,0.7995,0.9662,0.0382,0.0309,0.1386
9b,instruct,healthy_q8,q3_stability_tri_72,0.9514,0.8086,0.968,0.0312,0.0305,0.1334
9b,instruct,healthy_q8,q4_boundary_pair_72_28,0.9505,0.8048,0.9675,0.0321,0.0288,0.135
9b,instruct,healthy_q8,q4_generalist_pair_72_28,0.947,0.7986,0.9648,0.0382,0.0202,0.1529
9b,instruct,q8_k_m,q2_amplifier_low_echo,0.925,0.57,0.9379,0.0461,0.278,0.1784
9b,instruct,q8_k_m,q3_routed_tri_68,0.9546,0.8091,0.9693,0.0268,0.0345,0.1314
9b,instruct,q8_k_m,q3_stability_tri_72,0.9559,0.8093,0.9685,0.0295,0.0354,0.1321
9b,instruct,q8_k_m,q4_boundary_pair_72_28,0.9509,0.8161,0.9686,0.0302,0.0277,0.1257
9b,instruct,q8_k_m,q4_generalist_pair_72_28,0.9554,0.8241,0.9698,0.0307,0.0204,0.1288
