substrate,quant,stack,primary_failure,count,rate
degraded_instruct,collapsed_q2_edge,cog_75_str_25,cascade,4437,0.6933
degraded_instruct,collapsed_q2_edge,cog_75_str_25,classification_miss,841,0.1314
degraded_instruct,collapsed_q2_edge,cog_75_str_25,distractor_capture,96,0.015
degraded_instruct,collapsed_q2_edge,cog_75_str_25,echo_or_framing,1,0.0002
degraded_instruct,collapsed_q2_edge,cog_75_str_25,low_score,108,0.0169
degraded_instruct,collapsed_q2_edge,cog_75_str_25,none,48,0.0075
degraded_instruct,collapsed_q2_edge,cog_75_str_25,primitive_gap,869,0.1358
degraded_instruct,collapsed_q2_edge,cognitive_only,cascade,5087,0.7948
degraded_instruct,collapsed_q2_edge,cognitive_only,classification_miss,686,0.1072
degraded_instruct,collapsed_q2_edge,cognitive_only,distractor_capture,44,0.0069
degraded_instruct,collapsed_q2_edge,cognitive_only,echo_or_framing,1,0.0002
degraded_instruct,collapsed_q2_edge,cognitive_only,low_score,36,0.0056
degraded_instruct,collapsed_q2_edge,cognitive_only,none,7,0.0011
degraded_instruct,collapsed_q2_edge,cognitive_only,primitive_gap,539,0.0842
degraded_instruct,collapsed_q2_edge,cyb_25_str_75,cascade,3118,0.4872
degraded_instruct,collapsed_q2_edge,cyb_25_str_75,classification_miss,1300,0.2031
degraded_instruct,collapsed_q2_edge,cyb_25_str_75,distractor_capture,332,0.0519
degraded_instruct,collapsed_q2_edge,cyb_25_str_75,echo_or_framing,12,0.0019
degraded_instruct,collapsed_q2_edge,cyb_25_str_75,low_score,248,0.0387
degraded_instruct,collapsed_q2_edge,cyb_25_str_75,none,342,0.0534
degraded_instruct,collapsed_q2_edge,cyb_25_str_75,primitive_gap,1048,0.1638
degraded_instruct,collapsed_q2_edge,cyb_40_str_60,cascade,3480,0.5437
degraded_instruct,collapsed_q2_edge,cyb_40_str_60,classification_miss,1122,0.1753
degraded_instruct,collapsed_q2_edge,cyb_40_str_60,distractor_capture,242,0.0378
degraded_instruct,collapsed_q2_edge,cyb_40_str_60,echo_or_framing,23,0.0036
degraded_instruct,collapsed_q2_edge,cyb_40_str_60,low_score,235,0.0367
degraded_instruct,collapsed_q2_edge,cyb_40_str_60,none,211,0.033
degraded_instruct,collapsed_q2_edge,cyb_40_str_60,primitive_gap,1087,0.1698
degraded_instruct,collapsed_q2_edge,cyb_50_str_50,cascade,3667,0.573
degraded_instruct,collapsed_q2_edge,cyb_50_str_50,classification_miss,1134,0.1772
degraded_instruct,collapsed_q2_edge,cyb_50_str_50,distractor_capture,186,0.0291
degraded_instruct,collapsed_q2_edge,cyb_50_str_50,echo_or_framing,20,0.0031
degraded_instruct,collapsed_q2_edge,cyb_50_str_50,low_score,184,0.0288
degraded_instruct,collapsed_q2_edge,cyb_50_str_50,none,166,0.0259
degraded_instruct,collapsed_q2_edge,cyb_50_str_50,primitive_gap,1043,0.163
degraded_instruct,collapsed_q2_edge,cyb_60_str_40,cascade,3873,0.6052
degraded_instruct,collapsed_q2_edge,cyb_60_str_40,classification_miss,1009,0.1577
degraded_instruct,collapsed_q2_edge,cyb_60_str_40,distractor_capture,173,0.027
degraded_instruct,collapsed_q2_edge,cyb_60_str_40,echo_or_framing,19,0.003
degraded_instruct,collapsed_q2_edge,cyb_60_str_40,low_score,179,0.028
degraded_instruct,collapsed_q2_edge,cyb_60_str_40,none,125,0.0195
degraded_instruct,collapsed_q2_edge,cyb_60_str_40,primitive_gap,1022,0.1597
degraded_instruct,collapsed_q2_edge,cyb_75_str_25,cascade,4198,0.6559
degraded_instruct,collapsed_q2_edge,cyb_75_str_25,classification_miss,877,0.137
degraded_instruct,collapsed_q2_edge,cyb_75_str_25,distractor_capture,138,0.0216
degraded_instruct,collapsed_q2_edge,cyb_75_str_25,echo_or_framing,13,0.002
degraded_instruct,collapsed_q2_edge,cyb_75_str_25,low_score,129,0.0202
degraded_instruct,collapsed_q2_edge,cyb_75_str_25,none,92,0.0144
degraded_instruct,collapsed_q2_edge,cyb_75_str_25,primitive_gap,953,0.1489
degraded_instruct,collapsed_q2_edge,cyber_only,cascade,4849,0.7577
degraded_instruct,collapsed_q2_edge,cyber_only,classification_miss,827,0.1292
degraded_instruct,collapsed_q2_edge,cyber_only,distractor_capture,34,0.0053
degraded_instruct,collapsed_q2_edge,cyber_only,echo_or_framing,5,0.0008
degraded_instruct,collapsed_q2_edge,cyber_only,low_score,42,0.0066
degraded_instruct,collapsed_q2_edge,cyber_only,none,23,0.0036
degraded_instruct,collapsed_q2_edge,cyber_only,primitive_gap,620,0.0969
degraded_instruct,collapsed_q2_edge,structural_only,cascade,3490,0.5453
degraded_instruct,collapsed_q2_edge,structural_only,classification_miss,1312,0.205
degraded_instruct,collapsed_q2_edge,structural_only,distractor_capture,225,0.0352
degraded_instruct,collapsed_q2_edge,structural_only,echo_or_framing,4,0.0006
degraded_instruct,collapsed_q2_edge,structural_only,low_score,211,0.033
degraded_instruct,collapsed_q2_edge,structural_only,none,237,0.037
degraded_instruct,collapsed_q2_edge,structural_only,primitive_gap,921,0.1439
degraded_instruct,collapsed_q2_edge,tri_boundary_heavy,cascade,3157,0.4933
degraded_instruct,collapsed_q2_edge,tri_boundary_heavy,classification_miss,1126,0.1759
degraded_instruct,collapsed_q2_edge,tri_boundary_heavy,distractor_capture,331,0.0517
degraded_instruct,collapsed_q2_edge,tri_boundary_heavy,echo_or_framing,21,0.0033
degraded_instruct,collapsed_q2_edge,tri_boundary_heavy,low_score,253,0.0395
degraded_instruct,collapsed_q2_edge,tri_boundary_heavy,none,326,0.0509
degraded_instruct,collapsed_q2_edge,tri_boundary_heavy,primitive_gap,1186,0.1853
degraded_instruct,collapsed_q2_edge,tri_cognitive_bridge,cascade,3185,0.4977
degraded_instruct,collapsed_q2_edge,tri_cognitive_bridge,classification_miss,1108,0.1731
degraded_instruct,collapsed_q2_edge,tri_cognitive_bridge,distractor_capture,306,0.0478
degraded_instruct,collapsed_q2_edge,tri_cognitive_bridge,echo_or_framing,28,0.0044
degraded_instruct,collapsed_q2_edge,tri_cognitive_bridge,low_score,245,0.0383
degraded_instruct,collapsed_q2_edge,tri_cognitive_bridge,none,297,0.0464
degraded_instruct,collapsed_q2_edge,tri_cognitive_bridge,primitive_gap,1231,0.1923
degraded_instruct,collapsed_q2_edge,tri_cognitive_heavy,cascade,3644,0.5694
degraded_instruct,collapsed_q2_edge,tri_cognitive_heavy,classification_miss,1079,0.1686
degraded_instruct,collapsed_q2_edge,tri_cognitive_heavy,distractor_capture,196,0.0306
degraded_instruct,collapsed_q2_edge,tri_cognitive_heavy,echo_or_framing,8,0.0013
degraded_instruct,collapsed_q2_edge,tri_cognitive_heavy,low_score,201,0.0314
degraded_instruct,collapsed_q2_edge,tri_cognitive_heavy,none,153,0.0239
degraded_instruct,collapsed_q2_edge,tri_cognitive_heavy,primitive_gap,1119,0.1748
degraded_instruct,collapsed_q2_edge,tri_cyber_heavy,cascade,3395,0.5305
degraded_instruct,collapsed_q2_edge,tri_cyber_heavy,classification_miss,1100,0.1719
degraded_instruct,collapsed_q2_edge,tri_cyber_heavy,distractor_capture,259,0.0405
degraded_instruct,collapsed_q2_edge,tri_cyber_heavy,echo_or_framing,36,0.0056
degraded_instruct,collapsed_q2_edge,tri_cyber_heavy,low_score,212,0.0331
degraded_instruct,collapsed_q2_edge,tri_cyber_heavy,none,269,0.042
degraded_instruct,collapsed_q2_edge,tri_cyber_heavy,primitive_gap,1129,0.1764
degraded_instruct,collapsed_q2_edge,tri_equal_routed,cascade,3491,0.5455
degraded_instruct,collapsed_q2_edge,tri_equal_routed,classification_miss,1042,0.1628
degraded_instruct,collapsed_q2_edge,tri_equal_routed,distractor_capture,228,0.0356
degraded_instruct,collapsed_q2_edge,tri_equal_routed,echo_or_framing,31,0.0048
degraded_instruct,collapsed_q2_edge,tri_equal_routed,low_score,189,0.0295
degraded_instruct,collapsed_q2_edge,tri_equal_routed,none,179,0.028
degraded_instruct,collapsed_q2_edge,tri_equal_routed,primitive_gap,1240,0.1938
degraded_instruct,collapsed_q2_edge,tri_naive_equal_all_fire,cascade,2881,0.4502
degraded_instruct,collapsed_q2_edge,tri_naive_equal_all_fire,classification_miss,1148,0.1794
degraded_instruct,collapsed_q2_edge,tri_naive_equal_all_fire,distractor_capture,435,0.068
degraded_instruct,collapsed_q2_edge,tri_naive_equal_all_fire,echo_or_framing,184,0.0288
degraded_instruct,collapsed_q2_edge,tri_naive_equal_all_fire,low_score,225,0.0352
degraded_instruct,collapsed_q2_edge,tri_naive_equal_all_fire,none,293,0.0458
degraded_instruct,collapsed_q2_edge,tri_naive_equal_all_fire,primitive_gap,1234,0.1928
degraded_instruct,collapsed_q2_edge,tri_naive_structural_heavy_all_fire,cascade,1868,0.2919
degraded_instruct,collapsed_q2_edge,tri_naive_structural_heavy_all_fire,classification_miss,1166,0.1822
degraded_instruct,collapsed_q2_edge,tri_naive_structural_heavy_all_fire,distractor_capture,1144,0.1787
degraded_instruct,collapsed_q2_edge,tri_naive_structural_heavy_all_fire,echo_or_framing,440,0.0688
degraded_instruct,collapsed_q2_edge,tri_naive_structural_heavy_all_fire,low_score,154,0.0241
degraded_instruct,collapsed_q2_edge,tri_naive_structural_heavy_all_fire,none,1040,0.1625
degraded_instruct,collapsed_q2_edge,tri_naive_structural_heavy_all_fire,primitive_gap,588,0.0919
degraded_instruct,collapsed_q2_edge,tri_structural_heavy_55,cascade,2926,0.4572
degraded_instruct,collapsed_q2_edge,tri_structural_heavy_55,classification_miss,1158,0.1809
degraded_instruct,collapsed_q2_edge,tri_structural_heavy_55,distractor_capture,375,0.0586
degraded_instruct,collapsed_q2_edge,tri_structural_heavy_55,echo_or_framing,30,0.0047
degraded_instruct,collapsed_q2_edge,tri_structural_heavy_55,low_score,264,0.0413
degraded_instruct,collapsed_q2_edge,tri_structural_heavy_55,none,440,0.0688
degraded_instruct,collapsed_q2_edge,tri_structural_heavy_55,primitive_gap,1207,0.1886
degraded_instruct,collapsed_q2_edge,tri_structural_heavy_60,cascade,2748,0.4294
degraded_instruct,collapsed_q2_edge,tri_structural_heavy_60,classification_miss,1155,0.1805
degraded_instruct,collapsed_q2_edge,tri_structural_heavy_60,distractor_capture,495,0.0773
degraded_instruct,collapsed_q2_edge,tri_structural_heavy_60,echo_or_framing,28,0.0044
degraded_instruct,collapsed_q2_edge,tri_structural_heavy_60,low_score,285,0.0445
degraded_instruct,collapsed_q2_edge,tri_structural_heavy_60,none,480,0.075
degraded_instruct,collapsed_q2_edge,tri_structural_heavy_60,primitive_gap,1209,0.1889
degraded_instruct,collapsed_q2_edge,tri_structural_heavy_65,cascade,2610,0.4078
degraded_instruct,collapsed_q2_edge,tri_structural_heavy_65,classification_miss,1217,0.1902
degraded_instruct,collapsed_q2_edge,tri_structural_heavy_65,distractor_capture,515,0.0805
degraded_instruct,collapsed_q2_edge,tri_structural_heavy_65,echo_or_framing,23,0.0036
degraded_instruct,collapsed_q2_edge,tri_structural_heavy_65,low_score,311,0.0486
degraded_instruct,collapsed_q2_edge,tri_structural_heavy_65,none,595,0.093
degraded_instruct,collapsed_q2_edge,tri_structural_heavy_65,primitive_gap,1129,0.1764
degraded_instruct,damaged_q2,baseline,cascade,4225,0.6602
degraded_instruct,damaged_q2,baseline,classification_miss,1327,0.2073
degraded_instruct,damaged_q2,baseline,distractor_capture,35,0.0055
degraded_instruct,damaged_q2,baseline,low_score,63,0.0098
degraded_instruct,damaged_q2,baseline,none,11,0.0017
degraded_instruct,damaged_q2,baseline,primitive_gap,739,0.1155
degraded_instruct,damaged_q2,cog_25_cyb_75,cascade,3079,0.4811
degraded_instruct,damaged_q2,cog_25_cyb_75,classification_miss,1212,0.1894
degraded_instruct,damaged_q2,cog_25_cyb_75,distractor_capture,231,0.0361
degraded_instruct,damaged_q2,cog_25_cyb_75,echo_or_framing,28,0.0044
degraded_instruct,damaged_q2,cog_25_cyb_75,low_score,211,0.033
degraded_instruct,damaged_q2,cog_25_cyb_75,none,188,0.0294
degraded_instruct,damaged_q2,cog_25_cyb_75,primitive_gap,1451,0.2267
degraded_instruct,damaged_q2,cog_25_str_75,cascade,1955,0.3055
degraded_instruct,damaged_q2,cog_25_str_75,classification_miss,1141,0.1783
degraded_instruct,damaged_q2,cog_25_str_75,distractor_capture,687,0.1073
degraded_instruct,damaged_q2,cog_25_str_75,echo_or_framing,17,0.0027
degraded_instruct,damaged_q2,cog_25_str_75,low_score,353,0.0552
degraded_instruct,damaged_q2,cog_25_str_75,none,1032,0.1613
degraded_instruct,damaged_q2,cog_25_str_75,primitive_gap,1215,0.1898
degraded_instruct,damaged_q2,cog_40_cyb_60,cascade,3231,0.5048
degraded_instruct,damaged_q2,cog_40_cyb_60,classification_miss,1154,0.1803
degraded_instruct,damaged_q2,cog_40_cyb_60,distractor_capture,176,0.0275
degraded_instruct,damaged_q2,cog_40_cyb_60,echo_or_framing,23,0.0036
degraded_instruct,damaged_q2,cog_40_cyb_60,low_score,199,0.0311
degraded_instruct,damaged_q2,cog_40_cyb_60,none,148,0.0231
degraded_instruct,damaged_q2,cog_40_cyb_60,primitive_gap,1469,0.2295
degraded_instruct,damaged_q2,cog_40_str_60,cascade,2235,0.3492
degraded_instruct,damaged_q2,cog_40_str_60,classification_miss,1147,0.1792
degraded_instruct,damaged_q2,cog_40_str_60,distractor_capture,539,0.0842
degraded_instruct,damaged_q2,cog_40_str_60,echo_or_framing,18,0.0028
degraded_instruct,damaged_q2,cog_40_str_60,low_score,349,0.0545
degraded_instruct,damaged_q2,cog_40_str_60,none,716,0.1119
degraded_instruct,damaged_q2,cog_40_str_60,primitive_gap,1396,0.2181
degraded_instruct,damaged_q2,cog_50_cyb_50,cascade,3180,0.4969
degraded_instruct,damaged_q2,cog_50_cyb_50,classification_miss,1192,0.1862
degraded_instruct,damaged_q2,cog_50_cyb_50,distractor_capture,165,0.0258
degraded_instruct,damaged_q2,cog_50_cyb_50,echo_or_framing,20,0.0031
degraded_instruct,damaged_q2,cog_50_cyb_50,low_score,187,0.0292
degraded_instruct,damaged_q2,cog_50_cyb_50,none,158,0.0247
degraded_instruct,damaged_q2,cog_50_cyb_50,primitive_gap,1498,0.2341
degraded_instruct,damaged_q2,cog_50_str_50,cascade,2357,0.3683
degraded_instruct,damaged_q2,cog_50_str_50,classification_miss,1190,0.1859
degraded_instruct,damaged_q2,cog_50_str_50,distractor_capture,443,0.0692
degraded_instruct,damaged_q2,cog_50_str_50,echo_or_framing,17,0.0027
degraded_instruct,damaged_q2,cog_50_str_50,low_score,319,0.0498
degraded_instruct,damaged_q2,cog_50_str_50,none,567,0.0886
degraded_instruct,damaged_q2,cog_50_str_50,primitive_gap,1507,0.2355
degraded_instruct,damaged_q2,cog_60_cyb_40,cascade,3170,0.4953
degraded_instruct,damaged_q2,cog_60_cyb_40,classification_miss,1119,0.1748
degraded_instruct,damaged_q2,cog_60_cyb_40,distractor_capture,177,0.0277
degraded_instruct,damaged_q2,cog_60_cyb_40,echo_or_framing,15,0.0023
degraded_instruct,damaged_q2,cog_60_cyb_40,low_score,209,0.0327
degraded_instruct,damaged_q2,cog_60_cyb_40,none,140,0.0219
degraded_instruct,damaged_q2,cog_60_cyb_40,primitive_gap,1570,0.2453
degraded_instruct,damaged_q2,cog_60_str_40,cascade,2491,0.3892
degraded_instruct,damaged_q2,cog_60_str_40,classification_miss,1181,0.1845
degraded_instruct,damaged_q2,cog_60_str_40,distractor_capture,376,0.0587
degraded_instruct,damaged_q2,cog_60_str_40,echo_or_framing,24,0.0037
degraded_instruct,damaged_q2,cog_60_str_40,low_score,342,0.0534
degraded_instruct,damaged_q2,cog_60_str_40,none,422,0.0659
degraded_instruct,damaged_q2,cog_60_str_40,primitive_gap,1564,0.2444
degraded_instruct,damaged_q2,cog_75_cyb_25,cascade,3290,0.5141
degraded_instruct,damaged_q2,cog_75_cyb_25,classification_miss,1091,0.1705
degraded_instruct,damaged_q2,cog_75_cyb_25,distractor_capture,170,0.0266
degraded_instruct,damaged_q2,cog_75_cyb_25,echo_or_framing,23,0.0036
degraded_instruct,damaged_q2,cog_75_cyb_25,low_score,208,0.0325
degraded_instruct,damaged_q2,cog_75_cyb_25,none,130,0.0203
degraded_instruct,damaged_q2,cog_75_cyb_25,primitive_gap,1488,0.2325
degraded_instruct,damaged_q2,cog_75_str_25,cascade,2894,0.4522
degraded_instruct,damaged_q2,cog_75_str_25,classification_miss,1098,0.1716
degraded_instruct,damaged_q2,cog_75_str_25,distractor_capture,271,0.0423
degraded_instruct,damaged_q2,cog_75_str_25,echo_or_framing,16,0.0025
degraded_instruct,damaged_q2,cog_75_str_25,low_score,294,0.0459
degraded_instruct,damaged_q2,cog_75_str_25,none,245,0.0383
degraded_instruct,damaged_q2,cog_75_str_25,primitive_gap,1582,0.2472
degraded_instruct,damaged_q2,cognitive_only,cascade,3668,0.5731
degraded_instruct,damaged_q2,cognitive_only,classification_miss,1187,0.1855
degraded_instruct,damaged_q2,cognitive_only,distractor_capture,115,0.018
degraded_instruct,damaged_q2,cognitive_only,echo_or_framing,15,0.0023
degraded_instruct,damaged_q2,cognitive_only,low_score,148,0.0231
degraded_instruct,damaged_q2,cognitive_only,none,84,0.0131
degraded_instruct,damaged_q2,cognitive_only,primitive_gap,1183,0.1848
degraded_instruct,damaged_q2,cyb_25_str_75,cascade,1913,0.2989
degraded_instruct,damaged_q2,cyb_25_str_75,classification_miss,1218,0.1903
degraded_instruct,damaged_q2,cyb_25_str_75,distractor_capture,698,0.1091
degraded_instruct,damaged_q2,cyb_25_str_75,echo_or_framing,28,0.0044
degraded_instruct,damaged_q2,cyb_25_str_75,low_score,341,0.0533
degraded_instruct,damaged_q2,cyb_25_str_75,none,1091,0.1705
degraded_instruct,damaged_q2,cyb_25_str_75,primitive_gap,1111,0.1736
degraded_instruct,damaged_q2,cyb_40_str_60,cascade,2101,0.3283
degraded_instruct,damaged_q2,cyb_40_str_60,classification_miss,1245,0.1945
degraded_instruct,damaged_q2,cyb_40_str_60,distractor_capture,655,0.1023
degraded_instruct,damaged_q2,cyb_40_str_60,echo_or_framing,57,0.0089
degraded_instruct,damaged_q2,cyb_40_str_60,low_score,309,0.0483
degraded_instruct,damaged_q2,cyb_40_str_60,none,851,0.133
degraded_instruct,damaged_q2,cyb_40_str_60,primitive_gap,1182,0.1847
degraded_instruct,damaged_q2,cyb_50_str_50,cascade,2224,0.3475
degraded_instruct,damaged_q2,cyb_50_str_50,classification_miss,1244,0.1944
degraded_instruct,damaged_q2,cyb_50_str_50,distractor_capture,523,0.0817
degraded_instruct,damaged_q2,cyb_50_str_50,echo_or_framing,56,0.0088
degraded_instruct,damaged_q2,cyb_50_str_50,low_score,333,0.052
degraded_instruct,damaged_q2,cyb_50_str_50,none,719,0.1123
degraded_instruct,damaged_q2,cyb_50_str_50,primitive_gap,1301,0.2033
degraded_instruct,damaged_q2,cyb_60_str_40,cascade,2376,0.3713
degraded_instruct,damaged_q2,cyb_60_str_40,classification_miss,1226,0.1916
degraded_instruct,damaged_q2,cyb_60_str_40,distractor_capture,471,0.0736
degraded_instruct,damaged_q2,cyb_60_str_40,echo_or_framing,48,0.0075
degraded_instruct,damaged_q2,cyb_60_str_40,low_score,290,0.0453
degraded_instruct,damaged_q2,cyb_60_str_40,none,565,0.0883
degraded_instruct,damaged_q2,cyb_60_str_40,primitive_gap,1424,0.2225
degraded_instruct,damaged_q2,cyb_75_str_25,cascade,2666,0.4166
degraded_instruct,damaged_q2,cyb_75_str_25,classification_miss,1245,0.1945
degraded_instruct,damaged_q2,cyb_75_str_25,distractor_capture,311,0.0486
degraded_instruct,damaged_q2,cyb_75_str_25,echo_or_framing,47,0.0073
degraded_instruct,damaged_q2,cyb_75_str_25,low_score,279,0.0436
degraded_instruct,damaged_q2,cyb_75_str_25,none,406,0.0634
degraded_instruct,damaged_q2,cyb_75_str_25,primitive_gap,1446,0.2259
degraded_instruct,damaged_q2,cyber_only,cascade,3328,0.52
degraded_instruct,damaged_q2,cyber_only,classification_miss,1347,0.2105
degraded_instruct,damaged_q2,cyber_only,distractor_capture,133,0.0208
degraded_instruct,damaged_q2,cyber_only,echo_or_framing,23,0.0036
degraded_instruct,damaged_q2,cyber_only,low_score,159,0.0248
degraded_instruct,damaged_q2,cyber_only,none,122,0.0191
degraded_instruct,damaged_q2,cyber_only,primitive_gap,1288,0.2013
degraded_instruct,damaged_q2,structural_only,cascade,2161,0.3377
degraded_instruct,damaged_q2,structural_only,classification_miss,1460,0.2281
degraded_instruct,damaged_q2,structural_only,distractor_capture,542,0.0847
degraded_instruct,damaged_q2,structural_only,echo_or_framing,9,0.0014
degraded_instruct,damaged_q2,structural_only,low_score,349,0.0545
degraded_instruct,damaged_q2,structural_only,none,774,0.1209
degraded_instruct,damaged_q2,structural_only,primitive_gap,1105,0.1727
degraded_instruct,damaged_q2,tri_boundary_heavy,cascade,1939,0.303
degraded_instruct,damaged_q2,tri_boundary_heavy,classification_miss,1036,0.1619
degraded_instruct,damaged_q2,tri_boundary_heavy,distractor_capture,726,0.1134
degraded_instruct,damaged_q2,tri_boundary_heavy,echo_or_framing,99,0.0155
degraded_instruct,damaged_q2,tri_boundary_heavy,low_score,342,0.0534
degraded_instruct,damaged_q2,tri_boundary_heavy,none,1095,0.1711
degraded_instruct,damaged_q2,tri_boundary_heavy,primitive_gap,1163,0.1817
degraded_instruct,damaged_q2,tri_cognitive_bridge,cascade,1974,0.3084
degraded_instruct,damaged_q2,tri_cognitive_bridge,classification_miss,1000,0.1562
degraded_instruct,damaged_q2,tri_cognitive_bridge,distractor_capture,755,0.118
