substrate,quant,stack,primary_failure,count,rate
degraded_instruct,damaged_q3,tri_naive_structural_heavy_all_fire,echo_or_framing,1138,0.1778
degraded_instruct,damaged_q3,tri_naive_structural_heavy_all_fire,low_score,30,0.0047
degraded_instruct,damaged_q3,tri_naive_structural_heavy_all_fire,none,2721,0.4252
degraded_instruct,damaged_q3,tri_naive_structural_heavy_all_fire,primitive_gap,7,0.0011
degraded_instruct,damaged_q3,tri_structural_heavy_55,cascade,816,0.1275
degraded_instruct,damaged_q3,tri_structural_heavy_55,classification_miss,247,0.0386
degraded_instruct,damaged_q3,tri_structural_heavy_55,distractor_capture,1438,0.2247
degraded_instruct,damaged_q3,tri_structural_heavy_55,echo_or_framing,206,0.0322
degraded_instruct,damaged_q3,tri_structural_heavy_55,low_score,58,0.0091
degraded_instruct,damaged_q3,tri_structural_heavy_55,none,3579,0.5592
degraded_instruct,damaged_q3,tri_structural_heavy_55,primitive_gap,56,0.0088
degraded_instruct,damaged_q3,tri_structural_heavy_60,cascade,738,0.1153
degraded_instruct,damaged_q3,tri_structural_heavy_60,classification_miss,213,0.0333
degraded_instruct,damaged_q3,tri_structural_heavy_60,distractor_capture,1471,0.2298
degraded_instruct,damaged_q3,tri_structural_heavy_60,echo_or_framing,160,0.025
degraded_instruct,damaged_q3,tri_structural_heavy_60,low_score,46,0.0072
degraded_instruct,damaged_q3,tri_structural_heavy_60,none,3737,0.5839
degraded_instruct,damaged_q3,tri_structural_heavy_60,primitive_gap,35,0.0055
degraded_instruct,damaged_q3,tri_structural_heavy_65,cascade,707,0.1105
degraded_instruct,damaged_q3,tri_structural_heavy_65,classification_miss,218,0.0341
degraded_instruct,damaged_q3,tri_structural_heavy_65,distractor_capture,1408,0.22
degraded_instruct,damaged_q3,tri_structural_heavy_65,echo_or_framing,181,0.0283
degraded_instruct,damaged_q3,tri_structural_heavy_65,low_score,41,0.0064
degraded_instruct,damaged_q3,tri_structural_heavy_65,none,3832,0.5988
degraded_instruct,damaged_q3,tri_structural_heavy_65,primitive_gap,13,0.002
degraded_instruct,damaged_q4,baseline,cascade,1212,0.1894
degraded_instruct,damaged_q4,baseline,classification_miss,1670,0.2609
degraded_instruct,damaged_q4,baseline,distractor_capture,348,0.0544
degraded_instruct,damaged_q4,baseline,echo_or_framing,5,0.0008
degraded_instruct,damaged_q4,baseline,low_score,439,0.0686
degraded_instruct,damaged_q4,baseline,none,902,0.1409
degraded_instruct,damaged_q4,baseline,primitive_gap,1824,0.285
degraded_instruct,damaged_q4,cog_25_cyb_75,cascade,866,0.1353
degraded_instruct,damaged_q4,cog_25_cyb_75,classification_miss,586,0.0916
degraded_instruct,damaged_q4,cog_25_cyb_75,distractor_capture,969,0.1514
degraded_instruct,damaged_q4,cog_25_cyb_75,echo_or_framing,270,0.0422
degraded_instruct,damaged_q4,cog_25_cyb_75,low_score,420,0.0656
degraded_instruct,damaged_q4,cog_25_cyb_75,none,2351,0.3673
degraded_instruct,damaged_q4,cog_25_cyb_75,primitive_gap,938,0.1466
degraded_instruct,damaged_q4,cog_25_str_75,cascade,535,0.0836
degraded_instruct,damaged_q4,cog_25_str_75,classification_miss,78,0.0122
degraded_instruct,damaged_q4,cog_25_str_75,distractor_capture,1355,0.2117
degraded_instruct,damaged_q4,cog_25_str_75,echo_or_framing,108,0.0169
degraded_instruct,damaged_q4,cog_25_str_75,low_score,49,0.0077
degraded_instruct,damaged_q4,cog_25_str_75,none,4269,0.667
degraded_instruct,damaged_q4,cog_25_str_75,primitive_gap,6,0.0009
degraded_instruct,damaged_q4,cog_40_cyb_60,cascade,828,0.1294
degraded_instruct,damaged_q4,cog_40_cyb_60,classification_miss,484,0.0756
degraded_instruct,damaged_q4,cog_40_cyb_60,distractor_capture,923,0.1442
degraded_instruct,damaged_q4,cog_40_cyb_60,echo_or_framing,265,0.0414
degraded_instruct,damaged_q4,cog_40_cyb_60,low_score,423,0.0661
degraded_instruct,damaged_q4,cog_40_cyb_60,none,2417,0.3777
degraded_instruct,damaged_q4,cog_40_cyb_60,primitive_gap,1060,0.1656
degraded_instruct,damaged_q4,cog_40_str_60,cascade,525,0.082
degraded_instruct,damaged_q4,cog_40_str_60,classification_miss,63,0.0098
degraded_instruct,damaged_q4,cog_40_str_60,distractor_capture,1297,0.2027
degraded_instruct,damaged_q4,cog_40_str_60,echo_or_framing,129,0.0202
degraded_instruct,damaged_q4,cog_40_str_60,low_score,57,0.0089
degraded_instruct,damaged_q4,cog_40_str_60,none,4312,0.6737
degraded_instruct,damaged_q4,cog_40_str_60,primitive_gap,17,0.0027
degraded_instruct,damaged_q4,cog_50_cyb_50,cascade,894,0.1397
degraded_instruct,damaged_q4,cog_50_cyb_50,classification_miss,451,0.0705
degraded_instruct,damaged_q4,cog_50_cyb_50,distractor_capture,922,0.1441
degraded_instruct,damaged_q4,cog_50_cyb_50,echo_or_framing,230,0.0359
degraded_instruct,damaged_q4,cog_50_cyb_50,low_score,449,0.0702
degraded_instruct,damaged_q4,cog_50_cyb_50,none,2351,0.3673
degraded_instruct,damaged_q4,cog_50_cyb_50,primitive_gap,1103,0.1723
degraded_instruct,damaged_q4,cog_50_str_50,cascade,616,0.0963
degraded_instruct,damaged_q4,cog_50_str_50,classification_miss,80,0.0125
degraded_instruct,damaged_q4,cog_50_str_50,distractor_capture,1337,0.2089
degraded_instruct,damaged_q4,cog_50_str_50,echo_or_framing,157,0.0245
degraded_instruct,damaged_q4,cog_50_str_50,low_score,84,0.0131
degraded_instruct,damaged_q4,cog_50_str_50,none,4014,0.6272
degraded_instruct,damaged_q4,cog_50_str_50,primitive_gap,112,0.0175
degraded_instruct,damaged_q4,cog_60_cyb_40,cascade,908,0.1419
degraded_instruct,damaged_q4,cog_60_cyb_40,classification_miss,401,0.0627
degraded_instruct,damaged_q4,cog_60_cyb_40,distractor_capture,907,0.1417
degraded_instruct,damaged_q4,cog_60_cyb_40,echo_or_framing,236,0.0369
degraded_instruct,damaged_q4,cog_60_cyb_40,low_score,464,0.0725
degraded_instruct,damaged_q4,cog_60_cyb_40,none,2300,0.3594
degraded_instruct,damaged_q4,cog_60_cyb_40,primitive_gap,1184,0.185
degraded_instruct,damaged_q4,cog_60_str_40,cascade,620,0.0969
degraded_instruct,damaged_q4,cog_60_str_40,classification_miss,109,0.017
degraded_instruct,damaged_q4,cog_60_str_40,distractor_capture,1284,0.2006
degraded_instruct,damaged_q4,cog_60_str_40,echo_or_framing,154,0.0241
degraded_instruct,damaged_q4,cog_60_str_40,low_score,164,0.0256
degraded_instruct,damaged_q4,cog_60_str_40,none,3795,0.593
degraded_instruct,damaged_q4,cog_60_str_40,primitive_gap,274,0.0428
degraded_instruct,damaged_q4,cog_75_cyb_25,cascade,995,0.1555
degraded_instruct,damaged_q4,cog_75_cyb_25,classification_miss,350,0.0547
degraded_instruct,damaged_q4,cog_75_cyb_25,distractor_capture,940,0.1469
degraded_instruct,damaged_q4,cog_75_cyb_25,echo_or_framing,213,0.0333
degraded_instruct,damaged_q4,cog_75_cyb_25,low_score,490,0.0766
degraded_instruct,damaged_q4,cog_75_cyb_25,none,2109,0.3295
degraded_instruct,damaged_q4,cog_75_cyb_25,primitive_gap,1303,0.2036
degraded_instruct,damaged_q4,cog_75_str_25,cascade,708,0.1106
degraded_instruct,damaged_q4,cog_75_str_25,classification_miss,164,0.0256
degraded_instruct,damaged_q4,cog_75_str_25,distractor_capture,1184,0.185
degraded_instruct,damaged_q4,cog_75_str_25,echo_or_framing,160,0.025
degraded_instruct,damaged_q4,cog_75_str_25,low_score,313,0.0489
degraded_instruct,damaged_q4,cog_75_str_25,none,3211,0.5017
degraded_instruct,damaged_q4,cog_75_str_25,primitive_gap,660,0.1031
degraded_instruct,damaged_q4,cognitive_only,cascade,1033,0.1614
degraded_instruct,damaged_q4,cognitive_only,classification_miss,699,0.1092
degraded_instruct,damaged_q4,cognitive_only,distractor_capture,752,0.1175
degraded_instruct,damaged_q4,cognitive_only,echo_or_framing,99,0.0155
degraded_instruct,damaged_q4,cognitive_only,low_score,532,0.0831
degraded_instruct,damaged_q4,cognitive_only,none,1663,0.2598
degraded_instruct,damaged_q4,cognitive_only,primitive_gap,1622,0.2534
degraded_instruct,damaged_q4,cyb_25_str_75,cascade,551,0.0861
degraded_instruct,damaged_q4,cyb_25_str_75,classification_miss,171,0.0267
degraded_instruct,damaged_q4,cyb_25_str_75,distractor_capture,1181,0.1845
degraded_instruct,damaged_q4,cyb_25_str_75,echo_or_framing,148,0.0231
degraded_instruct,damaged_q4,cyb_25_str_75,low_score,40,0.0063
degraded_instruct,damaged_q4,cyb_25_str_75,none,4303,0.6723
degraded_instruct,damaged_q4,cyb_25_str_75,primitive_gap,6,0.0009
degraded_instruct,damaged_q4,cyb_40_str_60,cascade,599,0.0936
degraded_instruct,damaged_q4,cyb_40_str_60,classification_miss,237,0.037
degraded_instruct,damaged_q4,cyb_40_str_60,distractor_capture,1133,0.177
degraded_instruct,damaged_q4,cyb_40_str_60,echo_or_framing,184,0.0288
degraded_instruct,damaged_q4,cyb_40_str_60,low_score,59,0.0092
degraded_instruct,damaged_q4,cyb_40_str_60,none,4164,0.6506
degraded_instruct,damaged_q4,cyb_40_str_60,primitive_gap,24,0.0037
degraded_instruct,damaged_q4,cyb_50_str_50,cascade,648,0.1013
degraded_instruct,damaged_q4,cyb_50_str_50,classification_miss,313,0.0489
degraded_instruct,damaged_q4,cyb_50_str_50,distractor_capture,1128,0.1762
degraded_instruct,damaged_q4,cyb_50_str_50,echo_or_framing,233,0.0364
degraded_instruct,damaged_q4,cyb_50_str_50,low_score,80,0.0125
degraded_instruct,damaged_q4,cyb_50_str_50,none,3918,0.6122
degraded_instruct,damaged_q4,cyb_50_str_50,primitive_gap,80,0.0125
degraded_instruct,damaged_q4,cyb_60_str_40,cascade,668,0.1044
degraded_instruct,damaged_q4,cyb_60_str_40,classification_miss,412,0.0644
degraded_instruct,damaged_q4,cyb_60_str_40,distractor_capture,1141,0.1783
degraded_instruct,damaged_q4,cyb_60_str_40,echo_or_framing,255,0.0398
degraded_instruct,damaged_q4,cyb_60_str_40,low_score,136,0.0213
degraded_instruct,damaged_q4,cyb_60_str_40,none,3611,0.5642
degraded_instruct,damaged_q4,cyb_60_str_40,primitive_gap,177,0.0277
degraded_instruct,damaged_q4,cyb_75_str_25,cascade,744,0.1163
degraded_instruct,damaged_q4,cyb_75_str_25,classification_miss,523,0.0817
degraded_instruct,damaged_q4,cyb_75_str_25,distractor_capture,1022,0.1597
degraded_instruct,damaged_q4,cyb_75_str_25,echo_or_framing,266,0.0416
degraded_instruct,damaged_q4,cyb_75_str_25,low_score,251,0.0392
degraded_instruct,damaged_q4,cyb_75_str_25,none,3241,0.5064
degraded_instruct,damaged_q4,cyb_75_str_25,primitive_gap,353,0.0552
degraded_instruct,damaged_q4,cyber_only,cascade,942,0.1472
degraded_instruct,damaged_q4,cyber_only,classification_miss,861,0.1345
degraded_instruct,damaged_q4,cyber_only,distractor_capture,820,0.1281
degraded_instruct,damaged_q4,cyber_only,echo_or_framing,208,0.0325
degraded_instruct,damaged_q4,cyber_only,low_score,464,0.0725
degraded_instruct,damaged_q4,cyber_only,none,1936,0.3025
degraded_instruct,damaged_q4,cyber_only,primitive_gap,1169,0.1827
degraded_instruct,damaged_q4,structural_only,cascade,565,0.0883
degraded_instruct,damaged_q4,structural_only,classification_miss,275,0.043
degraded_instruct,damaged_q4,structural_only,distractor_capture,1187,0.1855
degraded_instruct,damaged_q4,structural_only,echo_or_framing,72,0.0112
degraded_instruct,damaged_q4,structural_only,low_score,52,0.0081
degraded_instruct,damaged_q4,structural_only,none,4237,0.662
degraded_instruct,damaged_q4,structural_only,primitive_gap,12,0.0019
degraded_instruct,damaged_q4,tri_boundary_heavy,cascade,585,0.0914
degraded_instruct,damaged_q4,tri_boundary_heavy,classification_miss,85,0.0133
degraded_instruct,damaged_q4,tri_boundary_heavy,distractor_capture,1256,0.1963
degraded_instruct,damaged_q4,tri_boundary_heavy,echo_or_framing,289,0.0452
degraded_instruct,damaged_q4,tri_boundary_heavy,low_score,49,0.0077
degraded_instruct,damaged_q4,tri_boundary_heavy,none,4127,0.6448
degraded_instruct,damaged_q4,tri_boundary_heavy,primitive_gap,9,0.0014
degraded_instruct,damaged_q4,tri_cognitive_bridge,cascade,540,0.0844
degraded_instruct,damaged_q4,tri_cognitive_bridge,classification_miss,37,0.0058
degraded_instruct,damaged_q4,tri_cognitive_bridge,distractor_capture,1352,0.2112
degraded_instruct,damaged_q4,tri_cognitive_bridge,echo_or_framing,228,0.0356
degraded_instruct,damaged_q4,tri_cognitive_bridge,low_score,47,0.0073
degraded_instruct,damaged_q4,tri_cognitive_bridge,none,4189,0.6545
degraded_instruct,damaged_q4,tri_cognitive_bridge,primitive_gap,7,0.0011
degraded_instruct,damaged_q4,tri_cognitive_heavy,cascade,616,0.0963
degraded_instruct,damaged_q4,tri_cognitive_heavy,classification_miss,45,0.007
degraded_instruct,damaged_q4,tri_cognitive_heavy,distractor_capture,1379,0.2155
degraded_instruct,damaged_q4,tri_cognitive_heavy,echo_or_framing,242,0.0378
degraded_instruct,damaged_q4,tri_cognitive_heavy,low_score,55,0.0086
degraded_instruct,damaged_q4,tri_cognitive_heavy,none,4030,0.6297
degraded_instruct,damaged_q4,tri_cognitive_heavy,primitive_gap,33,0.0052
degraded_instruct,damaged_q4,tri_cyber_heavy,cascade,618,0.0966
degraded_instruct,damaged_q4,tri_cyber_heavy,classification_miss,217,0.0339
degraded_instruct,damaged_q4,tri_cyber_heavy,distractor_capture,1189,0.1858
degraded_instruct,damaged_q4,tri_cyber_heavy,echo_or_framing,373,0.0583
degraded_instruct,damaged_q4,tri_cyber_heavy,low_score,55,0.0086
degraded_instruct,damaged_q4,tri_cyber_heavy,none,3922,0.6128
degraded_instruct,damaged_q4,tri_cyber_heavy,primitive_gap,26,0.0041
degraded_instruct,damaged_q4,tri_equal_routed,cascade,593,0.0927
degraded_instruct,damaged_q4,tri_equal_routed,classification_miss,102,0.0159
degraded_instruct,damaged_q4,tri_equal_routed,distractor_capture,1336,0.2087
degraded_instruct,damaged_q4,tri_equal_routed,echo_or_framing,299,0.0467
degraded_instruct,damaged_q4,tri_equal_routed,low_score,49,0.0077
degraded_instruct,damaged_q4,tri_equal_routed,none,3983,0.6223
degraded_instruct,damaged_q4,tri_equal_routed,primitive_gap,38,0.0059
degraded_instruct,damaged_q4,tri_naive_equal_all_fire,cascade,703,0.1098
degraded_instruct,damaged_q4,tri_naive_equal_all_fire,classification_miss,150,0.0234
degraded_instruct,damaged_q4,tri_naive_equal_all_fire,distractor_capture,1535,0.2398
degraded_instruct,damaged_q4,tri_naive_equal_all_fire,echo_or_framing,1205,0.1883
degraded_instruct,damaged_q4,tri_naive_equal_all_fire,low_score,41,0.0064
degraded_instruct,damaged_q4,tri_naive_equal_all_fire,none,2757,0.4308
degraded_instruct,damaged_q4,tri_naive_equal_all_fire,primitive_gap,9,0.0014
degraded_instruct,damaged_q4,tri_naive_structural_heavy_all_fire,cascade,630,0.0984
degraded_instruct,damaged_q4,tri_naive_structural_heavy_all_fire,classification_miss,31,0.0048
degraded_instruct,damaged_q4,tri_naive_structural_heavy_all_fire,distractor_capture,1457,0.2277
degraded_instruct,damaged_q4,tri_naive_structural_heavy_all_fire,echo_or_framing,1326,0.2072
degraded_instruct,damaged_q4,tri_naive_structural_heavy_all_fire,low_score,40,0.0063
degraded_instruct,damaged_q4,tri_naive_structural_heavy_all_fire,none,2908,0.4544
degraded_instruct,damaged_q4,tri_naive_structural_heavy_all_fire,primitive_gap,8,0.0013
degraded_instruct,damaged_q4,tri_structural_heavy_55,cascade,553,0.0864
degraded_instruct,damaged_q4,tri_structural_heavy_55,classification_miss,30,0.0047
degraded_instruct,damaged_q4,tri_structural_heavy_55,distractor_capture,1338,0.2091
degraded_instruct,damaged_q4,tri_structural_heavy_55,echo_or_framing,226,0.0353
degraded_instruct,damaged_q4,tri_structural_heavy_55,low_score,47,0.0073
degraded_instruct,damaged_q4,tri_structural_heavy_55,none,4202,0.6566
degraded_instruct,damaged_q4,tri_structural_heavy_55,primitive_gap,4,0.0006
degraded_instruct,damaged_q4,tri_structural_heavy_60,cascade,507,0.0792
degraded_instruct,damaged_q4,tri_structural_heavy_60,classification_miss,23,0.0036
degraded_instruct,damaged_q4,tri_structural_heavy_60,distractor_capture,1336,0.2087
degraded_instruct,damaged_q4,tri_structural_heavy_60,echo_or_framing,224,0.035
degraded_instruct,damaged_q4,tri_structural_heavy_60,low_score,49,0.0077
degraded_instruct,damaged_q4,tri_structural_heavy_60,none,4256,0.665
degraded_instruct,damaged_q4,tri_structural_heavy_60,primitive_gap,5,0.0008
degraded_instruct,damaged_q4,tri_structural_heavy_65,cascade,489,0.0764
degraded_instruct,damaged_q4,tri_structural_heavy_65,classification_miss,19,0.003
degraded_instruct,damaged_q4,tri_structural_heavy_65,distractor_capture,1308,0.2044
degraded_instruct,damaged_q4,tri_structural_heavy_65,echo_or_framing,210,0.0328
degraded_instruct,damaged_q4,tri_structural_heavy_65,low_score,52,0.0081
degraded_instruct,damaged_q4,tri_structural_heavy_65,none,4317,0.6745
degraded_instruct,damaged_q4,tri_structural_heavy_65,primitive_gap,5,0.0008
degraded_instruct,healthy_q6,baseline,cascade,589,0.092
degraded_instruct,healthy_q6,baseline,classification_miss,1153,0.1802
degraded_instruct,healthy_q6,baseline,distractor_capture,561,0.0877
degraded_instruct,healthy_q6,baseline,echo_or_framing,30,0.0047
degraded_instruct,healthy_q6,baseline,low_score,502,0.0784
degraded_instruct,healthy_q6,baseline,none,2416,0.3775
degraded_instruct,healthy_q6,baseline,primitive_gap,1149,0.1795
degraded_instruct,healthy_q6,cog_25_cyb_75,cascade,472,0.0737
degraded_instruct,healthy_q6,cog_25_cyb_75,classification_miss,177,0.0277
degraded_instruct,healthy_q6,cog_25_cyb_75,distractor_capture,1090,0.1703
degraded_instruct,healthy_q6,cog_25_cyb_75,echo_or_framing,413,0.0645
degraded_instruct,healthy_q6,cog_25_cyb_75,low_score,143,0.0223
degraded_instruct,healthy_q6,cog_25_cyb_75,none,3945,0.6164
degraded_instruct,healthy_q6,cog_25_cyb_75,primitive_gap,160,0.025
degraded_instruct,healthy_q6,cog_25_str_75,cascade,333,0.052
degraded_instruct,healthy_q6,cog_25_str_75,classification_miss,18,0.0028
degraded_instruct,healthy_q6,cog_25_str_75,distractor_capture,1021,0.1595
degraded_instruct,healthy_q6,cog_25_str_75,echo_or_framing,127,0.0198
degraded_instruct,healthy_q6,cog_25_str_75,low_score,49,0.0077
degraded_instruct,healthy_q6,cog_25_str_75,none,4841,0.7564
degraded_instruct,healthy_q6,cog_25_str_75,primitive_gap,11,0.0017
degraded_instruct,healthy_q6,cog_40_cyb_60,cascade,468,0.0731
degraded_instruct,healthy_q6,cog_40_cyb_60,classification_miss,110,0.0172
degraded_instruct,healthy_q6,cog_40_cyb_60,distractor_capture,1078,0.1684
degraded_instruct,healthy_q6,cog_40_cyb_60,echo_or_framing,371,0.058
degraded_instruct,healthy_q6,cog_40_cyb_60,low_score,142,0.0222
degraded_instruct,healthy_q6,cog_40_cyb_60,none,4053,0.6333
degraded_instruct,healthy_q6,cog_40_cyb_60,primitive_gap,178,0.0278
degraded_instruct,healthy_q6,cog_40_str_60,cascade,366,0.0572
degraded_instruct,healthy_q6,cog_40_str_60,classification_miss,14,0.0022
degraded_instruct,healthy_q6,cog_40_str_60,distractor_capture,1075,0.168
degraded_instruct,healthy_q6,cog_40_str_60,echo_or_framing,166,0.0259
degraded_instruct,healthy_q6,cog_40_str_60,low_score,64,0.01
degraded_instruct,healthy_q6,cog_40_str_60,none,4712,0.7362
degraded_instruct,healthy_q6,cog_40_str_60,primitive_gap,3,0.0005
degraded_instruct,healthy_q6,cog_50_cyb_50,cascade,484,0.0756
degraded_instruct,healthy_q6,cog_50_cyb_50,classification_miss,99,0.0155
degraded_instruct,healthy_q6,cog_50_cyb_50,distractor_capture,1095,0.1711
degraded_instruct,healthy_q6,cog_50_cyb_50,echo_or_framing,343,0.0536
degraded_instruct,healthy_q6,cog_50_cyb_50,low_score,168,0.0262
degraded_instruct,healthy_q6,cog_50_cyb_50,none,4054,0.6334
degraded_instruct,healthy_q6,cog_50_cyb_50,primitive_gap,157,0.0245
degraded_instruct,healthy_q6,cog_50_str_50,cascade,358,0.0559
degraded_instruct,healthy_q6,cog_50_str_50,classification_miss,27,0.0042
degraded_instruct,healthy_q6,cog_50_str_50,distractor_capture,1064,0.1663
degraded_instruct,healthy_q6,cog_50_str_50,echo_or_framing,176,0.0275
degraded_instruct,healthy_q6,cog_50_str_50,low_score,65,0.0102
degraded_instruct,healthy_q6,cog_50_str_50,none,4705,0.7352
degraded_instruct,healthy_q6,cog_50_str_50,primitive_gap,5,0.0008
degraded_instruct,healthy_q6,cog_60_cyb_40,cascade,455,0.0711
degraded_instruct,healthy_q6,cog_60_cyb_40,classification_miss,57,0.0089
degraded_instruct,healthy_q6,cog_60_cyb_40,distractor_capture,1023,0.1598
degraded_instruct,healthy_q6,cog_60_cyb_40,echo_or_framing,373,0.0583
degraded_instruct,healthy_q6,cog_60_cyb_40,low_score,161,0.0252
degraded_instruct,healthy_q6,cog_60_cyb_40,none,4154,0.6491
degraded_instruct,healthy_q6,cog_60_cyb_40,primitive_gap,177,0.0277
degraded_instruct,healthy_q6,cog_60_str_40,cascade,358,0.0559
degraded_instruct,healthy_q6,cog_60_str_40,classification_miss,37,0.0058
degraded_instruct,healthy_q6,cog_60_str_40,distractor_capture,1168,0.1825
degraded_instruct,healthy_q6,cog_60_str_40,echo_or_framing,217,0.0339
degraded_instruct,healthy_q6,cog_60_str_40,low_score,52,0.0081
degraded_instruct,healthy_q6,cog_60_str_40,none,4561,0.7127
degraded_instruct,healthy_q6,cog_60_str_40,primitive_gap,7,0.0011
degraded_instruct,healthy_q6,cog_75_cyb_25,cascade,513,0.0802
degraded_instruct,healthy_q6,cog_75_cyb_25,classification_miss,68,0.0106
degraded_instruct,healthy_q6,cog_75_cyb_25,distractor_capture,1033,0.1614
degraded_instruct,healthy_q6,cog_75_cyb_25,echo_or_framing,323,0.0505
degraded_instruct,healthy_q6,cog_75_cyb_25,low_score,168,0.0262
degraded_instruct,healthy_q6,cog_75_cyb_25,none,4107,0.6417
degraded_instruct,healthy_q6,cog_75_cyb_25,primitive_gap,188,0.0294
degraded_instruct,healthy_q6,cog_75_str_25,cascade,388,0.0606
degraded_instruct,healthy_q6,cog_75_str_25,classification_miss,44,0.0069
degraded_instruct,healthy_q6,cog_75_str_25,distractor_capture,1132,0.1769
degraded_instruct,healthy_q6,cog_75_str_25,echo_or_framing,230,0.0359
degraded_instruct,healthy_q6,cog_75_str_25,low_score,55,0.0086
degraded_instruct,healthy_q6,cog_75_str_25,none,4538,0.7091
degraded_instruct,healthy_q6,cog_75_str_25,primitive_gap,13,0.002
degraded_instruct,healthy_q6,cognitive_only,cascade,537,0.0839
degraded_instruct,healthy_q6,cognitive_only,classification_miss,172,0.0269
degraded_instruct,healthy_q6,cognitive_only,distractor_capture,985,0.1539
degraded_instruct,healthy_q6,cognitive_only,echo_or_framing,214,0.0334
degraded_instruct,healthy_q6,cognitive_only,low_score,303,0.0473
degraded_instruct,healthy_q6,cognitive_only,none,3611,0.5642
degraded_instruct,healthy_q6,cognitive_only,primitive_gap,578,0.0903
degraded_instruct,healthy_q6,cyb_25_str_75,cascade,370,0.0578
degraded_instruct,healthy_q6,cyb_25_str_75,classification_miss,17,0.0027
degraded_instruct,healthy_q6,cyb_25_str_75,distractor_capture,987,0.1542
degraded_instruct,healthy_q6,cyb_25_str_75,echo_or_framing,155,0.0242
degraded_instruct,healthy_q6,cyb_25_str_75,low_score,63,0.0098
degraded_instruct,healthy_q6,cyb_25_str_75,none,4798,0.7497
degraded_instruct,healthy_q6,cyb_25_str_75,primitive_gap,10,0.0016
degraded_instruct,healthy_q6,cyb_40_str_60,cascade,380,0.0594
degraded_instruct,healthy_q6,cyb_40_str_60,classification_miss,34,0.0053
degraded_instruct,healthy_q6,cyb_40_str_60,distractor_capture,987,0.1542
degraded_instruct,healthy_q6,cyb_40_str_60,echo_or_framing,250,0.0391
degraded_instruct,healthy_q6,cyb_40_str_60,low_score,47,0.0073
degraded_instruct,healthy_q6,cyb_40_str_60,none,4698,0.7341
degraded_instruct,healthy_q6,cyb_40_str_60,primitive_gap,4,0.0006
degraded_instruct,healthy_q6,cyb_50_str_50,cascade,377,0.0589
degraded_instruct,healthy_q6,cyb_50_str_50,classification_miss,28,0.0044
degraded_instruct,healthy_q6,cyb_50_str_50,distractor_capture,997,0.1558
degraded_instruct,healthy_q6,cyb_50_str_50,echo_or_framing,285,0.0445
degraded_instruct,healthy_q6,cyb_50_str_50,low_score,58,0.0091
degraded_instruct,healthy_q6,cyb_50_str_50,none,4646,0.7259
degraded_instruct,healthy_q6,cyb_50_str_50,primitive_gap,9,0.0014
degraded_instruct,healthy_q6,cyb_60_str_40,cascade,363,0.0567
degraded_instruct,healthy_q6,cyb_60_str_40,classification_miss,72,0.0112
degraded_instruct,healthy_q6,cyb_60_str_40,distractor_capture,971,0.1517
degraded_instruct,healthy_q6,cyb_60_str_40,echo_or_framing,314,0.0491
degraded_instruct,healthy_q6,cyb_60_str_40,low_score,57,0.0089
degraded_instruct,healthy_q6,cyb_60_str_40,none,4615,0.7211
degraded_instruct,healthy_q6,cyb_60_str_40,primitive_gap,8,0.0013
degraded_instruct,healthy_q6,cyb_75_str_25,cascade,393,0.0614
degraded_instruct,healthy_q6,cyb_75_str_25,classification_miss,144,0.0225
degraded_instruct,healthy_q6,cyb_75_str_25,distractor_capture,1007,0.1573
degraded_instruct,healthy_q6,cyb_75_str_25,echo_or_framing,394,0.0616
degraded_instruct,healthy_q6,cyb_75_str_25,low_score,57,0.0089
degraded_instruct,healthy_q6,cyb_75_str_25,none,4396,0.6869
degraded_instruct,healthy_q6,cyb_75_str_25,primitive_gap,9,0.0014
degraded_instruct,healthy_q6,cyber_only,cascade,541,0.0845
degraded_instruct,healthy_q6,cyber_only,classification_miss,439,0.0686
degraded_instruct,healthy_q6,cyber_only,distractor_capture,960,0.15
degraded_instruct,healthy_q6,cyber_only,echo_or_framing,343,0.0536
degraded_instruct,healthy_q6,cyber_only,low_score,247,0.0386
degraded_instruct,healthy_q6,cyber_only,none,3548,0.5544
degraded_instruct,healthy_q6,cyber_only,primitive_gap,322,0.0503
degraded_instruct,healthy_q6,structural_only,cascade,385,0.0602
degraded_instruct,healthy_q6,structural_only,classification_miss,12,0.0019
degraded_instruct,healthy_q6,structural_only,distractor_capture,1015,0.1586
degraded_instruct,healthy_q6,structural_only,echo_or_framing,70,0.0109
degraded_instruct,healthy_q6,structural_only,low_score,59,0.0092
degraded_instruct,healthy_q6,structural_only,none,4853,0.7583
degraded_instruct,healthy_q6,structural_only,primitive_gap,6,0.0009
degraded_instruct,healthy_q6,tri_boundary_heavy,cascade,404,0.0631
degraded_instruct,healthy_q6,tri_boundary_heavy,classification_miss,29,0.0045
degraded_instruct,healthy_q6,tri_boundary_heavy,distractor_capture,1011,0.158
degraded_instruct,healthy_q6,tri_boundary_heavy,echo_or_framing,329,0.0514
degraded_instruct,healthy_q6,tri_boundary_heavy,low_score,54,0.0084
degraded_instruct,healthy_q6,tri_boundary_heavy,none,4569,0.7139
degraded_instruct,healthy_q6,tri_boundary_heavy,primitive_gap,4,0.0006
degraded_instruct,healthy_q6,tri_cognitive_bridge,cascade,392,0.0612
degraded_instruct,healthy_q6,tri_cognitive_bridge,classification_miss,15,0.0023
degraded_instruct,healthy_q6,tri_cognitive_bridge,distractor_capture,1012,0.1581
