substrate,quant,stack,pressure_band,trials,pass_rate,clean_pass_rate,mean_score,classified_rate,cascade_rate,echo_rate,avg_distractors,avg_missing_required,stability_score,top_failure
degraded_instruct,damaged_q3,cyb_25_str_75,extreme,1600,0.6494,0.3894,0.7832,0.845,0.1794,0.0712,0.4575,0.5675,0.2563,none
degraded_instruct,damaged_q3,cyb_25_str_75,high,1600,0.6656,0.4856,0.8003,0.8688,0.1688,0.0394,0.3056,0.4894,0.3782,none
degraded_instruct,damaged_q3,cyb_25_str_75,low,1600,0.8187,0.6781,0.9108,0.915,0.0831,0.0206,0.1744,0.12,0.6291,none
degraded_instruct,damaged_q3,cyb_25_str_75,medium,1600,0.75,0.5825,0.8591,0.88,0.1025,0.0281,0.2556,0.3119,0.5101,none
degraded_instruct,damaged_q3,cyb_40_str_60,extreme,1600,0.5463,0.3194,0.7255,0.8181,0.2238,0.0856,0.4688,0.7913,0.1581,none
degraded_instruct,damaged_q3,cyb_40_str_60,high,1600,0.5744,0.4188,0.7381,0.8419,0.1731,0.0581,0.3337,0.7675,0.2901,none
degraded_instruct,damaged_q3,cyb_40_str_60,low,1600,0.7013,0.56,0.8612,0.8919,0.0956,0.0288,0.1819,0.2656,0.4977,none
degraded_instruct,damaged_q3,cyb_40_str_60,medium,1600,0.66,0.5138,0.807,0.8669,0.1294,0.0406,0.2562,0.5125,0.4207,none
degraded_instruct,damaged_q3,cyb_50_str_50,extreme,1600,0.4913,0.2806,0.6844,0.7856,0.2181,0.0894,0.4938,1.0025,0.1077,none
degraded_instruct,damaged_q3,cyb_50_str_50,high,1600,0.5181,0.3744,0.6978,0.8231,0.18,0.0519,0.3394,0.9431,0.2357,none
degraded_instruct,damaged_q3,cyb_50_str_50,low,1600,0.6412,0.5238,0.8354,0.8756,0.08,0.0387,0.1681,0.3644,0.4603,none
degraded_instruct,damaged_q3,cyb_50_str_50,medium,1600,0.6044,0.4806,0.7748,0.8531,0.1325,0.0488,0.2281,0.6556,0.3801,none
degraded_instruct,damaged_q3,cyb_60_str_40,extreme,1600,0.4325,0.2487,0.6443,0.7756,0.2188,0.0906,0.4838,1.2425,0.0642,none
degraded_instruct,damaged_q3,cyb_60_str_40,high,1600,0.4519,0.3269,0.666,0.8144,0.1925,0.0669,0.3438,1.0788,0.1743,none
degraded_instruct,damaged_q3,cyb_60_str_40,low,1600,0.5725,0.4487,0.8006,0.8806,0.0931,0.0344,0.195,0.4725,0.3747,none
degraded_instruct,damaged_q3,cyb_60_str_40,medium,1600,0.54,0.4206,0.7364,0.8394,0.1575,0.0631,0.2537,0.7837,0.3013,none
degraded_instruct,damaged_q3,cyb_75_str_25,extreme,1600,0.3256,0.1825,0.5666,0.75,0.2675,0.1263,0.5012,1.5981,-0.043,cascade
degraded_instruct,damaged_q3,cyb_75_str_25,high,1600,0.3831,0.2737,0.5919,0.7875,0.2238,0.0875,0.3463,1.3944,0.0917,none
degraded_instruct,damaged_q3,cyb_75_str_25,low,1600,0.4594,0.365,0.7298,0.85,0.11,0.0581,0.1819,0.6913,0.2713,none
degraded_instruct,damaged_q3,cyb_75_str_25,medium,1600,0.4494,0.3469,0.6733,0.8069,0.1625,0.0769,0.2469,1.0588,0.2101,none
degraded_instruct,damaged_q3,cyber_only,extreme,1600,0.1344,0.0731,0.3736,0.6737,0.3494,0.1313,0.5806,2.6081,-0.2348,cascade
degraded_instruct,damaged_q3,cyber_only,high,1600,0.1888,0.1356,0.4172,0.7037,0.295,0.0956,0.3756,2.2019,-0.1121,cascade
degraded_instruct,damaged_q3,cyber_only,low,1600,0.2362,0.1862,0.5824,0.7913,0.1388,0.065,0.1931,1.1594,0.0582,low_score
degraded_instruct,damaged_q3,cyber_only,medium,1600,0.2456,0.2,0.5042,0.7381,0.2194,0.0769,0.3006,1.7469,0.0074,primitive_gap
degraded_instruct,damaged_q3,structural_only,extreme,1600,0.4981,0.3031,0.6905,0.7669,0.2269,0.0356,0.5369,0.9137,0.1393,none
degraded_instruct,damaged_q3,structural_only,high,1600,0.6025,0.465,0.7543,0.7981,0.1562,0.0119,0.3419,0.665,0.3552,none
degraded_instruct,damaged_q3,structural_only,low,1600,0.7769,0.6394,0.8919,0.8888,0.0744,0.0031,0.1963,0.17,0.5922,none
degraded_instruct,damaged_q3,structural_only,medium,1600,0.6687,0.53,0.8163,0.8406,0.1225,0.0131,0.2594,0.445,0.4476,none
degraded_instruct,damaged_q3,tri_boundary_heavy,extreme,1600,0.6625,0.38,0.7849,0.8625,0.1769,0.1,0.4925,0.5656,0.2393,none
degraded_instruct,damaged_q3,tri_boundary_heavy,high,1600,0.68,0.4831,0.8103,0.8938,0.1569,0.0669,0.3406,0.475,0.3717,none
degraded_instruct,damaged_q3,tri_boundary_heavy,low,1600,0.8287,0.6494,0.922,0.9456,0.0762,0.0475,0.1913,0.1062,0.5964,none
degraded_instruct,damaged_q3,tri_boundary_heavy,medium,1600,0.7506,0.5556,0.8611,0.915,0.1263,0.0619,0.2562,0.3019,0.4698,none
degraded_instruct,damaged_q3,tri_cognitive_bridge,extreme,1600,0.6319,0.3387,0.7759,0.8875,0.185,0.0894,0.5256,0.6206,0.1923,none
degraded_instruct,damaged_q3,tri_cognitive_bridge,high,1600,0.6775,0.4794,0.8088,0.9244,0.1487,0.0569,0.3669,0.5238,0.3678,none
degraded_instruct,damaged_q3,tri_cognitive_bridge,low,1600,0.8294,0.64,0.9279,0.9794,0.0744,0.0419,0.205,0.11,0.5874,none
degraded_instruct,damaged_q3,tri_cognitive_bridge,medium,1600,0.7969,0.5844,0.8825,0.9437,0.0975,0.0475,0.2762,0.2687,0.5101,none
degraded_instruct,damaged_q3,tri_cognitive_heavy,extreme,1600,0.465,0.2462,0.6716,0.8569,0.2394,0.1081,0.5456,1.1138,0.0535,none
degraded_instruct,damaged_q3,tri_cognitive_heavy,high,1600,0.5663,0.3969,0.7354,0.9187,0.1944,0.0688,0.3887,0.8269,0.2524,none
degraded_instruct,damaged_q3,tri_cognitive_heavy,low,1600,0.73,0.5687,0.8902,0.9775,0.09,0.0375,0.2056,0.2269,0.5065,none
degraded_instruct,damaged_q3,tri_cognitive_heavy,medium,1600,0.6763,0.5125,0.8189,0.9425,0.1281,0.0481,0.28,0.53,0.4155,none
degraded_instruct,damaged_q3,tri_cyber_heavy,extreme,1600,0.5663,0.32,0.7309,0.8325,0.2144,0.1494,0.4825,0.7812,0.1482,none
degraded_instruct,damaged_q3,tri_cyber_heavy,high,1600,0.5863,0.3981,0.7356,0.8519,0.1713,0.1081,0.3356,0.795,0.2585,none
degraded_instruct,damaged_q3,tri_cyber_heavy,low,1600,0.7044,0.535,0.8648,0.9094,0.08,0.0544,0.1956,0.2775,0.4706,none
degraded_instruct,damaged_q3,tri_cyber_heavy,medium,1600,0.6644,0.505,0.8138,0.8819,0.1244,0.0663,0.2381,0.5094,0.4099,none
degraded_instruct,damaged_q3,tri_equal_routed,extreme,1600,0.5306,0.2919,0.7118,0.8519,0.2225,0.1125,0.5106,0.9113,0.1162,none
degraded_instruct,damaged_q3,tri_equal_routed,high,1600,0.5613,0.3919,0.7354,0.8812,0.1844,0.0819,0.375,0.79,0.2507,none
degraded_instruct,damaged_q3,tri_equal_routed,low,1600,0.7144,0.5669,0.8774,0.9394,0.0825,0.0506,0.1787,0.2581,0.5048,none
degraded_instruct,damaged_q3,tri_equal_routed,medium,1600,0.6656,0.5069,0.8156,0.9137,0.1294,0.0706,0.2369,0.5231,0.4088,none
degraded_instruct,damaged_q3,tri_naive_equal_all_fire,extreme,1600,0.5587,0.22,0.7336,0.8456,0.2019,0.405,0.5725,0.5463,0.0053,distractor_capture
degraded_instruct,damaged_q3,tri_naive_equal_all_fire,high,1600,0.6225,0.2981,0.7791,0.8906,0.1569,0.3419,0.4294,0.4612,0.1253,none
degraded_instruct,damaged_q3,tri_naive_equal_all_fire,low,1600,0.8106,0.4975,0.8981,0.9569,0.1031,0.2369,0.2225,0.0956,0.3966,none
degraded_instruct,damaged_q3,tri_naive_equal_all_fire,medium,1600,0.7356,0.4037,0.8421,0.9181,0.1294,0.2925,0.3156,0.265,0.2679,none
degraded_instruct,damaged_q3,tri_naive_structural_heavy_all_fire,extreme,1600,0.7512,0.2819,0.8404,0.9069,0.1575,0.3975,0.5194,0.0856,0.1093,distractor_capture
degraded_instruct,damaged_q3,tri_naive_structural_heavy_all_fire,high,1600,0.8,0.395,0.8784,0.94,0.1406,0.3262,0.3538,0.0719,0.2557,none
degraded_instruct,damaged_q3,tri_naive_structural_heavy_all_fire,low,1600,0.8994,0.5619,0.9329,0.9881,0.0694,0.23,0.2069,0.0369,0.4767,none
degraded_instruct,damaged_q3,tri_naive_structural_heavy_all_fire,medium,1600,0.8456,0.4619,0.9046,0.9725,0.12,0.2869,0.2756,0.0475,0.3441,none
degraded_instruct,damaged_q3,tri_structural_heavy_55,extreme,1600,0.7212,0.3912,0.8317,0.9019,0.1837,0.0912,0.4888,0.3219,0.2627,none
degraded_instruct,damaged_q3,tri_structural_heavy_55,high,1600,0.7394,0.5169,0.8591,0.9237,0.1475,0.0675,0.3356,0.2756,0.4185,none
degraded_instruct,damaged_q3,tri_structural_heavy_55,low,1600,0.8969,0.7163,0.9512,0.9831,0.0663,0.0362,0.1812,0.0425,0.6725,none
degraded_instruct,damaged_q3,tri_structural_heavy_55,medium,1600,0.8144,0.6125,0.905,0.9587,0.1125,0.0469,0.2519,0.1613,0.5412,none
degraded_instruct,damaged_q3,tri_structural_heavy_60,extreme,1600,0.7606,0.4319,0.855,0.9163,0.155,0.0712,0.4988,0.2537,0.3185,none
degraded_instruct,damaged_q3,tri_structural_heavy_60,high,1600,0.7856,0.5575,0.8804,0.9287,0.135,0.0444,0.3256,0.1994,0.4721,none
degraded_instruct,damaged_q3,tri_structural_heavy_60,low,1600,0.8906,0.71,0.9486,0.9788,0.0706,0.0312,0.1819,0.0425,0.6659,none
degraded_instruct,damaged_q3,tri_structural_heavy_60,medium,1600,0.8544,0.6362,0.9202,0.9519,0.1006,0.0519,0.2494,0.1006,0.5707,none
degraded_instruct,damaged_q3,tri_structural_heavy_65,extreme,1600,0.7712,0.4519,0.8639,0.895,0.1506,0.0744,0.4644,0.1963,0.3448,none
degraded_instruct,damaged_q3,tri_structural_heavy_65,high,1600,0.815,0.5725,0.8934,0.9256,0.1212,0.0469,0.305,0.16,0.4943,none
degraded_instruct,damaged_q3,tri_structural_heavy_65,low,1600,0.8925,0.7219,0.9496,0.9806,0.0719,0.0281,0.1762,0.0413,0.6785,none
degraded_instruct,damaged_q3,tri_structural_heavy_65,medium,1600,0.8706,0.6488,0.9303,0.9569,0.0981,0.0406,0.24,0.0631,0.5888,none
degraded_instruct,damaged_q4,baseline,extreme,1600,0.1,0.0675,0.3627,0.6269,0.2819,0.0381,0.4775,2.785,-0.2021,primitive_gap
degraded_instruct,damaged_q4,baseline,high,1600,0.1613,0.1388,0.4165,0.6381,0.2213,0.0106,0.3113,2.2681,-0.0681,primitive_gap
degraded_instruct,damaged_q4,baseline,low,1600,0.2144,0.1831,0.5633,0.7294,0.0963,0.0,0.1494,1.2431,0.0801,low_score
degraded_instruct,damaged_q4,baseline,medium,1600,0.1894,0.1744,0.4696,0.6369,0.1581,0.0019,0.2344,1.9062,0.0125,classification_miss
degraded_instruct,damaged_q4,cog_25_cyb_75,extreme,1600,0.4487,0.2619,0.6513,0.8369,0.1944,0.1288,0.4363,1.33,0.0764,none
degraded_instruct,damaged_q4,cog_25_cyb_75,high,1600,0.4869,0.3663,0.6754,0.8725,0.165,0.0881,0.3056,1.1538,0.217,none
degraded_instruct,damaged_q4,cog_25_cyb_75,low,1600,0.5156,0.4019,0.7887,0.9187,0.0744,0.0775,0.16,0.5744,0.3225,none
degraded_instruct,damaged_q4,cog_25_cyb_75,medium,1600,0.57,0.4394,0.7532,0.9,0.1075,0.0838,0.2219,0.8494,0.3302,none
degraded_instruct,damaged_q4,cog_25_str_75,extreme,1600,0.8356,0.525,0.9059,0.9575,0.1281,0.0431,0.4081,0.0944,0.4406,none
degraded_instruct,damaged_q4,cog_25_str_75,high,1600,0.885,0.6431,0.9331,0.9794,0.0956,0.02,0.2988,0.0612,0.5835,none
degraded_instruct,damaged_q4,cog_25_str_75,low,1600,0.9231,0.765,0.9621,0.9888,0.0394,0.0094,0.1669,0.0419,0.7359,none
degraded_instruct,damaged_q4,cog_25_str_75,medium,1600,0.9144,0.735,0.9509,0.99,0.0712,0.0219,0.1913,0.0563,0.6911,none
degraded_instruct,damaged_q4,cog_40_cyb_60,extreme,1600,0.4406,0.2675,0.6546,0.8619,0.195,0.1294,0.4306,1.3619,0.0806,none
degraded_instruct,damaged_q4,cog_40_cyb_60,high,1600,0.5,0.3656,0.6904,0.89,0.15,0.09,0.2975,1.1244,0.2226,none
degraded_instruct,damaged_q4,cog_40_cyb_60,low,1600,0.5281,0.4294,0.7926,0.9325,0.0719,0.0544,0.1675,0.5737,0.3548,none
degraded_instruct,damaged_q4,cog_40_cyb_60,medium,1600,0.5544,0.4481,0.7501,0.9137,0.1006,0.085,0.2019,0.8981,0.3399,none
degraded_instruct,damaged_q4,cog_40_str_60,extreme,1600,0.8406,0.5406,0.8962,0.9575,0.1194,0.0525,0.3831,0.1781,0.4548,none
degraded_instruct,damaged_q4,cog_40_str_60,high,1600,0.87,0.6556,0.9222,0.9862,0.0938,0.0269,0.2662,0.1369,0.594,none
degraded_instruct,damaged_q4,cog_40_str_60,low,1600,0.9287,0.7837,0.9658,0.9888,0.0419,0.0131,0.1462,0.0306,0.7553,none
degraded_instruct,damaged_q4,cog_40_str_60,medium,1600,0.9012,0.715,0.9467,0.9869,0.0731,0.0262,0.2037,0.0638,0.6683,none
degraded_instruct,damaged_q4,cog_50_cyb_50,extreme,1600,0.415,0.2619,0.6453,0.865,0.19,0.1056,0.4338,1.4212,0.078,none
degraded_instruct,damaged_q4,cog_50_cyb_50,high,1600,0.4856,0.3663,0.6803,0.9038,0.1581,0.075,0.3088,1.1756,0.2203,none
degraded_instruct,damaged_q4,cog_50_cyb_50,low,1600,0.5181,0.405,0.7982,0.9525,0.08,0.0675,0.1575,0.5606,0.3269,none
degraded_instruct,damaged_q4,cog_50_cyb_50,medium,1600,0.5419,0.4363,0.7386,0.9175,0.1306,0.075,0.2181,0.91,0.3191,none
degraded_instruct,damaged_q4,cog_50_str_50,extreme,1600,0.7706,0.4988,0.8565,0.9656,0.1369,0.0656,0.3912,0.395,0.3935,none
degraded_instruct,damaged_q4,cog_50_str_50,high,1600,0.8269,0.5962,0.8894,0.9819,0.1031,0.0369,0.3156,0.2687,0.5192,none
degraded_instruct,damaged_q4,cog_50_str_50,low,1600,0.8931,0.7381,0.9535,0.9912,0.0575,0.025,0.1606,0.0544,0.7003,none
degraded_instruct,damaged_q4,cog_50_str_50,medium,1600,0.8631,0.6756,0.9228,0.9881,0.0875,0.0262,0.225,0.1537,0.6184,none
degraded_instruct,damaged_q4,cog_60_cyb_40,extreme,1600,0.3837,0.2419,0.625,0.8812,0.2056,0.1062,0.4825,1.5169,0.0445,primitive_gap
degraded_instruct,damaged_q4,cog_60_cyb_40,high,1600,0.4781,0.3625,0.6803,0.9113,0.1638,0.0956,0.2906,1.1863,0.2117,none
degraded_instruct,damaged_q4,cog_60_cyb_40,low,1600,0.4975,0.3969,0.7877,0.9631,0.0731,0.05,0.1731,0.6081,0.3207,none
degraded_instruct,damaged_q4,cog_60_cyb_40,medium,1600,0.54,0.4363,0.7414,0.9263,0.125,0.07,0.2188,0.9056,0.322,none
degraded_instruct,damaged_q4,cog_60_str_40,extreme,1600,0.7094,0.4363,0.8119,0.9525,0.1331,0.0638,0.4225,0.6438,0.3176,none
degraded_instruct,damaged_q4,cog_60_str_40,high,1600,0.7494,0.5737,0.8488,0.9744,0.1163,0.04,0.2819,0.4662,0.485,none
degraded_instruct,damaged_q4,cog_60_str_40,low,1600,0.8319,0.6944,0.9345,0.9856,0.0644,0.0238,0.1462,0.1156,0.6528,none
degraded_instruct,damaged_q4,cog_60_str_40,medium,1600,0.8438,0.6675,0.9039,0.9881,0.0737,0.0338,0.2137,0.2706,0.608,none
degraded_instruct,damaged_q4,cog_75_cyb_25,extreme,1600,0.3613,0.2044,0.6078,0.8694,0.2256,0.1263,0.445,1.5881,-0.0036,primitive_gap
degraded_instruct,damaged_q4,cog_75_cyb_25,high,1600,0.4338,0.32,0.6639,0.92,0.17,0.0756,0.3438,1.2625,0.1633,none
degraded_instruct,damaged_q4,cog_75_cyb_25,low,1600,0.4788,0.3806,0.7847,0.97,0.0963,0.0569,0.1669,0.6075,0.2967,none
degraded_instruct,damaged_q4,cog_75_cyb_25,medium,1600,0.5075,0.4131,0.7291,0.945,0.13,0.0644,0.2338,0.9762,0.2937,none
degraded_instruct,damaged_q4,cog_75_str_25,extreme,1600,0.5719,0.3581,0.7379,0.9337,0.1519,0.0719,0.4644,1.0131,0.2104,none
degraded_instruct,damaged_q4,cog_75_str_25,high,1600,0.65,0.4938,0.7849,0.9669,0.1212,0.0488,0.3094,0.7744,0.3842,none
degraded_instruct,damaged_q4,cog_75_str_25,low,1600,0.7175,0.5881,0.8944,0.9881,0.0656,0.0344,0.1556,0.2606,0.5361,none
degraded_instruct,damaged_q4,cog_75_str_25,medium,1600,0.6981,0.5669,0.8308,0.9788,0.1037,0.0413,0.2238,0.5663,0.4813,none
degraded_instruct,damaged_q4,cognitive_only,extreme,1600,0.2475,0.145,0.5209,0.8187,0.2325,0.0806,0.4913,2.0569,-0.083,primitive_gap
degraded_instruct,damaged_q4,cognitive_only,high,1600,0.3206,0.2556,0.5778,0.8356,0.1981,0.0537,0.335,1.6131,0.078,primitive_gap
degraded_instruct,damaged_q4,cognitive_only,low,1600,0.3762,0.3088,0.723,0.9044,0.0844,0.04,0.1594,0.805,0.2224,none
degraded_instruct,damaged_q4,cognitive_only,medium,1600,0.3931,0.33,0.6482,0.8556,0.1306,0.0494,0.2419,1.2775,0.1977,none
degraded_instruct,damaged_q4,cyb_25_str_75,extreme,1600,0.8381,0.5606,0.9034,0.9263,0.1094,0.0544,0.345,0.1269,0.483,none
degraded_instruct,damaged_q4,cyb_25_str_75,high,1600,0.8688,0.655,0.9248,0.9437,0.1019,0.0356,0.2456,0.0719,0.5941,none
degraded_instruct,damaged_q4,cyb_25_str_75,low,1600,0.9094,0.7656,0.9555,0.9762,0.0531,0.0213,0.1506,0.0444,0.7312,none
degraded_instruct,damaged_q4,cyb_25_str_75,medium,1600,0.8831,0.7081,0.9393,0.9581,0.08,0.0306,0.1906,0.0644,0.6595,none
degraded_instruct,damaged_q4,cyb_40_str_60,extreme,1600,0.8056,0.5156,0.8792,0.9075,0.1263,0.0675,0.3769,0.2019,0.424,none
degraded_instruct,damaged_q4,cyb_40_str_60,high,1600,0.8187,0.6175,0.8901,0.9181,0.105,0.0475,0.2644,0.2069,0.545,none
degraded_instruct,damaged_q4,cyb_40_str_60,low,1600,0.9031,0.7631,0.9519,0.9619,0.055,0.0338,0.135,0.0475,0.7267,none
degraded_instruct,damaged_q4,cyb_40_str_60,medium,1600,0.8581,0.7063,0.9231,0.9337,0.0881,0.0369,0.1619,0.1131,0.6538,none
degraded_instruct,damaged_q4,cyb_50_str_50,extreme,1600,0.7356,0.4719,0.8419,0.8906,0.1531,0.0906,0.3825,0.3456,0.3599,none
degraded_instruct,damaged_q4,cyb_50_str_50,high,1600,0.775,0.5719,0.861,0.9075,0.1131,0.0556,0.2806,0.3244,0.4881,none
degraded_instruct,damaged_q4,cyb_50_str_50,low,1600,0.8769,0.7225,0.9421,0.9575,0.0531,0.04,0.1469,0.0781,0.6829,none
degraded_instruct,damaged_q4,cyb_50_str_50,medium,1600,0.835,0.6825,0.9075,0.9381,0.0856,0.0506,0.175,0.1931,0.623,none
degraded_instruct,damaged_q4,cyb_60_str_40,extreme,1600,0.6937,0.4288,0.8161,0.8606,0.1437,0.0881,0.3969,0.4744,0.3125,none
degraded_instruct,damaged_q4,cyb_60_str_40,high,1600,0.71,0.5206,0.8289,0.8988,0.12,0.0737,0.2856,0.4631,0.4239,none
degraded_instruct,damaged_q4,cyb_60_str_40,low,1600,0.83,0.6856,0.9224,0.94,0.0619,0.0481,0.1469,0.1275,0.6393,none
degraded_instruct,damaged_q4,cyb_60_str_40,medium,1600,0.7863,0.6219,0.8782,0.9263,0.0919,0.0506,0.2013,0.3,0.5531,none
degraded_instruct,damaged_q4,cyb_75_str_25,extreme,1600,0.6375,0.3987,0.7655,0.8506,0.1594,0.1031,0.3994,0.7444,0.2611,none
degraded_instruct,damaged_q4,cyb_75_str_25,high,1600,0.6356,0.4731,0.7679,0.8688,0.1406,0.0844,0.2637,0.7175,0.3571,none
degraded_instruct,damaged_q4,cyb_75_str_25,low,1600,0.7219,0.5906,0.8775,0.9225,0.0563,0.0525,0.1613,0.275,0.5366,none
degraded_instruct,damaged_q4,cyb_75_str_25,medium,1600,0.7019,0.5631,0.826,0.8881,0.1087,0.0725,0.1931,0.4925,0.4759,none
degraded_instruct,damaged_q4,cyber_only,extreme,1600,0.3369,0.195,0.5846,0.7706,0.2169,0.13,0.4475,1.6262,-0.0132,primitive_gap
degraded_instruct,damaged_q4,cyber_only,high,1600,0.4125,0.2988,0.615,0.8006,0.1644,0.0869,0.3063,1.3981,0.1377,none
degraded_instruct,damaged_q4,cyber_only,low,1600,0.4338,0.3425,0.7396,0.8756,0.0819,0.0619,0.1756,0.7081,0.2561,none
degraded_instruct,damaged_q4,cyber_only,medium,1600,0.4625,0.3738,0.6758,0.8281,0.1256,0.0712,0.2256,1.1281,0.2474,none
degraded_instruct,damaged_q4,structural_only,extreme,1600,0.7987,0.5212,0.8815,0.89,0.1219,0.0444,0.3688,0.1762,0.4375,none
degraded_instruct,damaged_q4,structural_only,high,1600,0.8313,0.6362,0.9048,0.9156,0.1087,0.0131,0.2675,0.1237,0.5734,none
degraded_instruct,damaged_q4,structural_only,low,1600,0.9125,0.7681,0.9543,0.9637,0.0444,0.0044,0.16,0.045,0.7389,none
degraded_instruct,damaged_q4,structural_only,medium,1600,0.8662,0.7225,0.9287,0.9306,0.0781,0.0112,0.1844,0.0912,0.6775,none
degraded_instruct,damaged_q4,tri_boundary_heavy,extreme,1600,0.8313,0.4975,0.9015,0.9563,0.1313,0.1119,0.3856,0.1163,0.3991,none
degraded_instruct,damaged_q4,tri_boundary_heavy,high,1600,0.8706,0.6275,0.9279,0.9712,0.1044,0.0581,0.2637,0.0769,0.5596,none
degraded_instruct,damaged_q4,tri_boundary_heavy,low,1600,0.9144,0.7569,0.9618,0.9906,0.0512,0.0475,0.1381,0.0387,0.719,none
degraded_instruct,damaged_q4,tri_boundary_heavy,medium,1600,0.9038,0.6975,0.9475,0.9831,0.0788,0.0569,0.1975,0.0512,0.6441,none
degraded_instruct,damaged_q4,tri_cognitive_bridge,extreme,1600,0.8712,0.5363,0.9168,0.9894,0.1138,0.0838,0.4,0.0963,0.4486,none
degraded_instruct,damaged_q4,tri_cognitive_bridge,high,1600,0.8944,0.6331,0.9387,0.9931,0.0925,0.0531,0.285,0.0581,0.569,none
degraded_instruct,damaged_q4,tri_cognitive_bridge,low,1600,0.905,0.7569,0.9578,0.985,0.0569,0.0344,0.1437,0.0394,0.7195,none
degraded_instruct,damaged_q4,tri_cognitive_bridge,medium,1600,0.9094,0.6919,0.9503,0.9912,0.0744,0.05,0.2075,0.0494,0.6405,none
degraded_instruct,damaged_q4,tri_cognitive_heavy,extreme,1600,0.8319,0.505,0.8951,0.98,0.1256,0.0781,0.43,0.1831,0.4081,none
degraded_instruct,damaged_q4,tri_cognitive_heavy,high,1600,0.855,0.6056,0.9155,0.9875,0.1138,0.0569,0.2869,0.1344,0.5305,none
degraded_instruct,damaged_q4,tri_cognitive_heavy,low,1600,0.8969,0.7225,0.9545,0.9925,0.0669,0.0387,0.1706,0.0387,0.6791,none
degraded_instruct,damaged_q4,tri_cognitive_heavy,medium,1600,0.8931,0.6856,0.942,0.9912,0.0788,0.0537,0.2094,0.0825,0.6304,none
degraded_instruct,damaged_q4,tri_cyber_heavy,extreme,1600,0.8025,0.4831,0.8723,0.9113,0.1288,0.1256,0.3656,0.2425,0.378,none
degraded_instruct,damaged_q4,tri_cyber_heavy,high,1600,0.8375,0.5981,0.9015,0.9419,0.0981,0.0956,0.2587,0.1881,0.5195,none
degraded_instruct,damaged_q4,tri_cyber_heavy,low,1600,0.8881,0.7194,0.9486,0.9663,0.0669,0.0644,0.1319,0.05,0.6734,none
degraded_instruct,damaged_q4,tri_cyber_heavy,medium,1600,0.86,0.6506,0.9216,0.9519,0.0925,0.0712,0.205,0.12,0.5862,none
degraded_instruct,damaged_q4,tri_equal_routed,extreme,1600,0.815,0.4625,0.8831,0.95,0.1225,0.1194,0.4238,0.2188,0.357,none
degraded_instruct,damaged_q4,tri_equal_routed,high,1600,0.8431,0.5988,0.9048,0.9731,0.115,0.0694,0.275,0.175,0.5196,none
degraded_instruct,damaged_q4,tri_equal_routed,low,1600,0.9131,0.7362,0.9606,0.9938,0.0506,0.0531,0.1581,0.0406,0.6958,none
degraded_instruct,damaged_q4,tri_equal_routed,medium,1600,0.8881,0.6919,0.9378,0.9888,0.0825,0.0606,0.2037,0.0969,0.6339,none
degraded_instruct,damaged_q4,tri_naive_equal_all_fire,extreme,1600,0.7531,0.2994,0.8381,0.9269,0.1475,0.4169,0.4788,0.1494,0.126,distractor_capture
degraded_instruct,damaged_q4,tri_naive_equal_all_fire,high,1600,0.835,0.3994,0.8895,0.9637,0.1163,0.3394,0.3469,0.0769,0.265,none
degraded_instruct,damaged_q4,tri_naive_equal_all_fire,low,1600,0.8956,0.5394,0.9317,0.9875,0.0737,0.2387,0.2069,0.0325,0.4513,none
degraded_instruct,damaged_q4,tri_naive_equal_all_fire,medium,1600,0.8638,0.485,0.9118,0.9831,0.1019,0.2737,0.25,0.0644,0.3765,none
degraded_instruct,damaged_q4,tri_naive_structural_heavy_all_fire,extreme,1600,0.8175,0.3,0.87,0.9825,0.1388,0.4244,0.4263,0.0631,0.1362,distractor_capture
degraded_instruct,damaged_q4,tri_naive_structural_heavy_all_fire,high,1600,0.8725,0.435,0.9079,0.99,0.1025,0.3262,0.3119,0.0531,0.3114,none
degraded_instruct,damaged_q4,tri_naive_structural_heavy_all_fire,low,1600,0.9031,0.5737,0.9387,0.9962,0.0594,0.2512,0.1619,0.0381,0.4908,none
degraded_instruct,damaged_q4,tri_naive_structural_heavy_all_fire,medium,1600,0.8812,0.5088,0.9214,0.9938,0.0931,0.2619,0.2387,0.0512,0.4068,none
degraded_instruct,damaged_q4,tri_structural_heavy_55,extreme,1600,0.8706,0.5319,0.9216,0.9875,0.1187,0.0894,0.3794,0.0619,0.4449,none
degraded_instruct,damaged_q4,tri_structural_heavy_55,high,1600,0.8875,0.6219,0.938,0.99,0.0944,0.0544,0.2869,0.0544,0.557,none
degraded_instruct,damaged_q4,tri_structural_heavy_55,low,1600,0.9119,0.7725,0.9618,0.9881,0.0569,0.0281,0.1325,0.0312,0.7376,none
degraded_instruct,damaged_q4,tri_structural_heavy_55,medium,1600,0.9087,0.7,0.9497,0.99,0.0756,0.0488,0.2037,0.05,0.6488,none
degraded_instruct,damaged_q4,tri_structural_heavy_60,extreme,1600,0.8694,0.5244,0.9211,0.9888,0.1181,0.09,0.3887,0.0644,0.4366,none
degraded_instruct,damaged_q4,tri_structural_heavy_60,high,1600,0.8931,0.6306,0.9361,0.9875,0.0963,0.055,0.2731,0.0625,0.5658,none
degraded_instruct,damaged_q4,tri_structural_heavy_60,low,1600,0.9244,0.7744,0.9659,0.9919,0.0419,0.035,0.1462,0.0338,0.7414,none
