substrate,quant,stack,pressure_band,trials,pass_rate,clean_pass_rate,mean_score,classified_rate,cascade_rate,echo_rate,avg_distractors,avg_missing_required,stability_score,top_failure
base,healthy_q8,tri_boundary_heavy,low,1600,0.9331,0.8219,0.9706,0.9869,0.0312,0.0338,0.0919,0.0381,0.7965,none
base,healthy_q8,tri_boundary_heavy,medium,1600,0.95,0.8056,0.9691,0.9862,0.0331,0.0556,0.1113,0.0469,0.7733,none
base,healthy_q8,tri_cognitive_bridge,extreme,1600,0.9363,0.6656,0.9518,0.9912,0.0544,0.0887,0.2437,0.0606,0.609,none
base,healthy_q8,tri_cognitive_bridge,high,1600,0.9463,0.7775,0.9616,0.9875,0.0506,0.055,0.1431,0.0512,0.7373,none
base,healthy_q8,tri_cognitive_bridge,low,1600,0.9413,0.8331,0.9735,0.9862,0.0244,0.0306,0.0919,0.0344,0.8106,none
base,healthy_q8,tri_cognitive_bridge,medium,1600,0.9519,0.795,0.9662,0.9844,0.0356,0.0437,0.1344,0.0481,0.7624,none
base,healthy_q8,tri_cognitive_heavy,extreme,1600,0.9287,0.6594,0.95,0.995,0.0656,0.0887,0.2412,0.0575,0.5998,none
base,healthy_q8,tri_cognitive_heavy,high,1600,0.9513,0.7656,0.9635,0.9894,0.0413,0.0456,0.1675,0.05,0.7282,none
base,healthy_q8,tri_cognitive_heavy,low,1600,0.9413,0.8325,0.9744,0.9888,0.0244,0.0369,0.0831,0.0356,0.8094,none
base,healthy_q8,tri_cognitive_heavy,medium,1600,0.95,0.7963,0.9682,0.9906,0.0387,0.0481,0.1269,0.0425,0.7627,none
base,healthy_q8,tri_cyber_heavy,extreme,1600,0.9294,0.6725,0.9515,0.99,0.0619,0.1125,0.2031,0.0606,0.6122,none
base,healthy_q8,tri_cyber_heavy,high,1600,0.9525,0.7406,0.9615,0.9825,0.04,0.0762,0.1719,0.0537,0.6969,none
base,healthy_q8,tri_cyber_heavy,low,1600,0.9425,0.7931,0.973,0.9906,0.0256,0.0656,0.1075,0.0338,0.762,none
base,healthy_q8,tri_cyber_heavy,medium,1600,0.9506,0.7806,0.9679,0.9912,0.0362,0.0756,0.1194,0.0512,0.7425,none
base,healthy_q8,tri_equal_routed,extreme,1600,0.9375,0.6656,0.9517,0.99,0.0563,0.0894,0.2419,0.06,0.6085,none
base,healthy_q8,tri_equal_routed,high,1600,0.9456,0.7538,0.9602,0.9881,0.0444,0.065,0.1562,0.0656,0.7117,none
base,healthy_q8,tri_equal_routed,low,1600,0.9337,0.8037,0.9716,0.9888,0.0238,0.0425,0.1013,0.0425,0.7779,none
base,healthy_q8,tri_equal_routed,medium,1600,0.9494,0.7863,0.9674,0.9881,0.0325,0.0675,0.1206,0.055,0.7506,none
base,healthy_q8,tri_naive_equal_all_fire,extreme,1600,0.8925,0.4,0.9011,0.9894,0.0794,0.4081,0.3094,0.0525,0.2672,none
base,healthy_q8,tri_naive_equal_all_fire,high,1600,0.9056,0.4713,0.9214,0.99,0.0688,0.3631,0.2288,0.0525,0.3571,none
base,healthy_q8,tri_naive_equal_all_fire,low,1600,0.9163,0.6188,0.9458,0.9894,0.0387,0.2313,0.1281,0.0444,0.5484,none
base,healthy_q8,tri_naive_equal_all_fire,medium,1600,0.9213,0.5556,0.9368,0.9925,0.05,0.2875,0.1737,0.0512,0.4667,none
base,healthy_q8,tri_naive_structural_heavy_all_fire,extreme,1600,0.9044,0.4319,0.9091,0.9894,0.0644,0.3719,0.3056,0.0575,0.3109,none
base,healthy_q8,tri_naive_structural_heavy_all_fire,high,1600,0.925,0.5238,0.9324,0.9925,0.0519,0.3088,0.2181,0.0512,0.4264,none
base,healthy_q8,tri_naive_structural_heavy_all_fire,low,1600,0.925,0.6019,0.9471,0.9912,0.0381,0.2437,0.1338,0.0362,0.5292,none
base,healthy_q8,tri_naive_structural_heavy_all_fire,medium,1600,0.9231,0.5781,0.9391,0.9894,0.0444,0.2631,0.1775,0.0531,0.4953,none
base,healthy_q8,tri_structural_heavy_55,extreme,1600,0.9494,0.7069,0.9556,0.9894,0.0444,0.0731,0.22,0.0663,0.658,none
base,healthy_q8,tri_structural_heavy_55,high,1600,0.9525,0.7731,0.9648,0.9925,0.0406,0.0519,0.1562,0.0525,0.7354,none
base,healthy_q8,tri_structural_heavy_55,low,1600,0.9331,0.8175,0.9715,0.9912,0.0231,0.0306,0.1,0.0444,0.7942,none
base,healthy_q8,tri_structural_heavy_55,medium,1600,0.9644,0.8169,0.9731,0.9875,0.0262,0.0419,0.1244,0.035,0.7889,none
base,healthy_q8,tri_structural_heavy_60,extreme,1600,0.9319,0.685,0.9515,0.9906,0.0581,0.08,0.22,0.0694,0.6305,none
base,healthy_q8,tri_structural_heavy_60,high,1600,0.9481,0.7781,0.9651,0.9869,0.04,0.0462,0.1525,0.0469,0.7423,none
base,healthy_q8,tri_structural_heavy_60,low,1600,0.94,0.84,0.9741,0.99,0.025,0.0294,0.0838,0.0375,0.8181,none
base,healthy_q8,tri_structural_heavy_60,medium,1600,0.9556,0.8256,0.9718,0.9919,0.0275,0.0325,0.1163,0.0469,0.7992,none
base,healthy_q8,tri_structural_heavy_65,extreme,1600,0.9437,0.7137,0.9542,0.9894,0.05,0.0656,0.2162,0.0675,0.6649,none
base,healthy_q8,tri_structural_heavy_65,high,1600,0.9494,0.7775,0.9635,0.9844,0.04,0.0444,0.165,0.0469,0.7411,none
base,healthy_q8,tri_structural_heavy_65,low,1600,0.9487,0.8519,0.9778,0.9931,0.0119,0.0288,0.0806,0.04,0.8341,none
base,healthy_q8,tri_structural_heavy_65,medium,1600,0.9613,0.8287,0.9725,0.9944,0.0288,0.0331,0.1212,0.0431,0.8016,none
degraded_instruct,collapsed_q2_edge,baseline,extreme,1600,0.0,0.0,0.0,0.0,0.99,0.0306,1.2069,6.0,-0.6997,cascade
degraded_instruct,collapsed_q2_edge,baseline,high,1600,0.0,0.0,0.0,0.0425,0.9906,0.0075,0.7825,5.2,-0.6213,cascade
degraded_instruct,collapsed_q2_edge,baseline,low,1600,0.0013,0.0006,0.03,0.2681,0.5669,0.0,0.375,3.3719,-0.368,cascade
degraded_instruct,collapsed_q2_edge,baseline,medium,1600,0.0,0.0,0.0041,0.1425,0.8281,0.0063,0.575,4.7425,-0.5328,cascade
degraded_instruct,collapsed_q2_edge,cog_25_cyb_75,extreme,1600,0.0,0.0,0.0055,0.2812,0.9781,0.1256,0.9775,5.6181,-0.6777,cascade
degraded_instruct,collapsed_q2_edge,cog_25_cyb_75,high,1600,0.0019,0.0,0.0252,0.3663,0.8981,0.115,0.6825,4.705,-0.5823,cascade
degraded_instruct,collapsed_q2_edge,cog_25_cyb_75,low,1600,0.0131,0.0106,0.1666,0.545,0.4181,0.0719,0.3844,2.535,-0.2867,cascade
degraded_instruct,collapsed_q2_edge,cog_25_cyb_75,medium,1600,0.0037,0.0037,0.0784,0.4575,0.6562,0.0731,0.5238,3.895,-0.4444,cascade
degraded_instruct,collapsed_q2_edge,cog_25_str_75,extreme,1600,0.0119,0.0069,0.1093,0.4412,0.7344,0.0537,0.9331,3.9469,-0.4962,cascade
degraded_instruct,collapsed_q2_edge,cog_25_str_75,high,1600,0.0269,0.02,0.1845,0.5156,0.5781,0.0181,0.6331,3.1063,-0.363,cascade
degraded_instruct,collapsed_q2_edge,cog_25_str_75,low,1600,0.1288,0.09,0.4203,0.65,0.2825,0.0106,0.3344,1.54,-0.1006,cascade
degraded_instruct,collapsed_q2_edge,cog_25_str_75,medium,1600,0.0587,0.0437,0.2713,0.5681,0.4481,0.0225,0.4625,2.5281,-0.2586,cascade
degraded_instruct,collapsed_q2_edge,cog_40_cyb_60,extreme,1600,0.0,0.0,0.0038,0.2831,0.9812,0.1244,1.095,5.7138,-0.6925,cascade
degraded_instruct,collapsed_q2_edge,cog_40_cyb_60,high,1600,0.0006,0.0006,0.0188,0.3744,0.9137,0.08,0.695,4.7462,-0.5824,cascade
degraded_instruct,collapsed_q2_edge,cog_40_cyb_60,low,1600,0.015,0.0094,0.1718,0.5537,0.4219,0.0656,0.3625,2.5406,-0.2863,cascade
degraded_instruct,collapsed_q2_edge,cog_40_cyb_60,medium,1600,0.0044,0.0031,0.0708,0.4419,0.6519,0.0688,0.53,3.9337,-0.4453,cascade
degraded_instruct,collapsed_q2_edge,cog_40_str_60,extreme,1600,0.0037,0.0019,0.0704,0.4219,0.8069,0.07,0.9556,4.3788,-0.5496,cascade
degraded_instruct,collapsed_q2_edge,cog_40_str_60,high,1600,0.0175,0.0131,0.1333,0.4906,0.6575,0.0269,0.6713,3.4606,-0.4162,cascade
degraded_instruct,collapsed_q2_edge,cog_40_str_60,low,1600,0.0881,0.0644,0.3686,0.6394,0.2844,0.0119,0.3225,1.7563,-0.1369,cascade
degraded_instruct,collapsed_q2_edge,cog_40_str_60,medium,1600,0.0506,0.0419,0.2441,0.5581,0.4537,0.0244,0.45,2.7425,-0.2722,cascade
degraded_instruct,collapsed_q2_edge,cog_50_cyb_50,extreme,1600,0.0,0.0,0.0018,0.2794,0.9838,0.1187,1.0375,5.7944,-0.6916,cascade
degraded_instruct,collapsed_q2_edge,cog_50_cyb_50,high,1600,0.0,0.0,0.0164,0.3481,0.9156,0.0831,0.6987,4.8106,-0.5877,cascade
degraded_instruct,collapsed_q2_edge,cog_50_cyb_50,low,1600,0.0112,0.0063,0.1665,0.5594,0.4069,0.0494,0.3794,2.6088,-0.2865,cascade
degraded_instruct,collapsed_q2_edge,cog_50_cyb_50,medium,1600,0.0013,0.0013,0.06,0.4213,0.6881,0.0706,0.5188,4.02,-0.4618,cascade
degraded_instruct,collapsed_q2_edge,cog_50_str_50,extreme,1600,0.0025,0.0025,0.0396,0.3894,0.8731,0.0587,1.0381,4.7575,-0.5921,cascade
degraded_instruct,collapsed_q2_edge,cog_50_str_50,high,1600,0.0112,0.0069,0.1001,0.4794,0.6787,0.035,0.6825,3.715,-0.4441,cascade
degraded_instruct,collapsed_q2_edge,cog_50_str_50,low,1600,0.0581,0.04,0.3056,0.6156,0.3225,0.0219,0.3481,1.965,-0.1872,cascade
degraded_instruct,collapsed_q2_edge,cog_50_str_50,medium,1600,0.0306,0.0269,0.1929,0.5244,0.4856,0.0338,0.4794,3.0106,-0.3144,cascade
degraded_instruct,collapsed_q2_edge,cog_60_cyb_40,extreme,1600,0.0,0.0,0.0017,0.2612,0.985,0.1212,1.11,5.8419,-0.7006,cascade
degraded_instruct,collapsed_q2_edge,cog_60_cyb_40,high,1600,0.0,0.0,0.0142,0.3444,0.92,0.0669,0.7031,4.8487,-0.5881,cascade
degraded_instruct,collapsed_q2_edge,cog_60_cyb_40,low,1600,0.0138,0.0088,0.1584,0.545,0.4325,0.0569,0.3894,2.6125,-0.2942,cascade
degraded_instruct,collapsed_q2_edge,cog_60_cyb_40,medium,1600,0.0031,0.0019,0.0607,0.4363,0.6844,0.0663,0.5144,4.0012,-0.4579,cascade
degraded_instruct,collapsed_q2_edge,cog_60_str_40,extreme,1600,0.0006,0.0,0.0306,0.3669,0.8969,0.0625,1.0581,5.0175,-0.6171,cascade
degraded_instruct,collapsed_q2_edge,cog_60_str_40,high,1600,0.0056,0.0031,0.0784,0.4431,0.7444,0.0419,0.6856,3.9219,-0.4795,cascade
degraded_instruct,collapsed_q2_edge,cog_60_str_40,low,1600,0.0544,0.0406,0.2926,0.6219,0.3438,0.0269,0.3362,2.0131,-0.1954,cascade
degraded_instruct,collapsed_q2_edge,cog_60_str_40,medium,1600,0.0256,0.02,0.1601,0.5,0.5256,0.0387,0.5119,3.2262,-0.3477,cascade
degraded_instruct,collapsed_q2_edge,cog_75_cyb_25,extreme,1600,0.0,0.0,0.0025,0.2681,0.9856,0.1062,1.135,5.8569,-0.7006,cascade
degraded_instruct,collapsed_q2_edge,cog_75_cyb_25,high,1600,0.0,0.0,0.0143,0.3544,0.9344,0.055,0.74,4.8788,-0.5945,cascade
degraded_instruct,collapsed_q2_edge,cog_75_cyb_25,low,1600,0.015,0.0112,0.1483,0.545,0.4462,0.0419,0.3919,2.6587,-0.2953,cascade
degraded_instruct,collapsed_q2_edge,cog_75_cyb_25,medium,1600,0.0044,0.0019,0.0607,0.4738,0.6775,0.0656,0.5406,4.0163,-0.4586,cascade
degraded_instruct,collapsed_q2_edge,cog_75_str_25,extreme,1600,0.0,0.0,0.0112,0.3331,0.9606,0.0719,1.085,5.4994,-0.6643,cascade
degraded_instruct,collapsed_q2_edge,cog_75_str_25,high,1600,0.0031,0.0019,0.0416,0.4213,0.835,0.0469,0.7425,4.3875,-0.5368,cascade
degraded_instruct,collapsed_q2_edge,cog_75_str_25,low,1600,0.0362,0.0213,0.2249,0.5806,0.3931,0.0338,0.3613,2.2844,-0.2466,cascade
degraded_instruct,collapsed_q2_edge,cog_75_str_25,medium,1600,0.0075,0.0069,0.1117,0.48,0.5844,0.04,0.5162,3.5438,-0.3949,cascade
degraded_instruct,collapsed_q2_edge,cognitive_only,extreme,1600,0.0,0.0,0.0001,0.1875,0.99,0.0712,1.1719,5.9631,-0.7032,cascade
degraded_instruct,collapsed_q2_edge,cognitive_only,high,1600,0.0,0.0,0.0049,0.2744,0.97,0.0537,0.7656,5.045,-0.6153,cascade
degraded_instruct,collapsed_q2_edge,cognitive_only,low,1600,0.0088,0.0044,0.1068,0.4456,0.4656,0.0288,0.3987,2.8712,-0.3165,cascade
degraded_instruct,collapsed_q2_edge,cognitive_only,medium,1600,0.0,0.0,0.0321,0.3475,0.7538,0.0425,0.5581,4.3856,-0.4986,cascade
degraded_instruct,collapsed_q2_edge,cyb_25_str_75,extreme,1600,0.0187,0.0131,0.131,0.4363,0.7025,0.06,0.8606,3.7444,-0.4657,cascade
degraded_instruct,collapsed_q2_edge,cyb_25_str_75,high,1600,0.0419,0.0256,0.1968,0.4775,0.595,0.0331,0.5725,2.9663,-0.3536,cascade
degraded_instruct,collapsed_q2_edge,cyb_25_str_75,low,1600,0.1388,0.0981,0.441,0.6613,0.255,0.0175,0.315,1.4806,-0.0811,cascade
degraded_instruct,collapsed_q2_edge,cyb_25_str_75,medium,1600,0.0956,0.0769,0.3214,0.5563,0.3962,0.03,0.4512,2.3112,-0.1997,cascade
degraded_instruct,collapsed_q2_edge,cyb_40_str_60,extreme,1600,0.0106,0.0044,0.0924,0.3925,0.7956,0.0762,0.8981,4.0656,-0.5247,cascade
degraded_instruct,collapsed_q2_edge,cyb_40_str_60,high,1600,0.0175,0.0112,0.149,0.4706,0.6269,0.0481,0.5944,3.3606,-0.402,cascade
degraded_instruct,collapsed_q2_edge,cyb_40_str_60,low,1600,0.0969,0.0663,0.3917,0.6606,0.2981,0.0262,0.2981,1.655,-0.135,cascade
degraded_instruct,collapsed_q2_edge,cyb_40_str_60,medium,1600,0.0675,0.05,0.2592,0.5319,0.4544,0.0369,0.4363,2.6488,-0.261,cascade
degraded_instruct,collapsed_q2_edge,cyb_50_str_50,extreme,1600,0.0063,0.0037,0.0726,0.3719,0.8219,0.095,0.8869,4.3312,-0.5493,cascade
degraded_instruct,collapsed_q2_edge,cyb_50_str_50,high,1600,0.0175,0.01,0.1243,0.445,0.6806,0.0606,0.5956,3.5456,-0.4312,cascade
degraded_instruct,collapsed_q2_edge,cyb_50_str_50,low,1600,0.0712,0.05,0.3365,0.6125,0.3038,0.0413,0.3169,1.8456,-0.167,cascade
degraded_instruct,collapsed_q2_edge,cyb_50_str_50,medium,1600,0.0469,0.04,0.2319,0.5506,0.4856,0.0456,0.44,2.7819,-0.2891,cascade
degraded_instruct,collapsed_q2_edge,cyb_60_str_40,extreme,1600,0.0019,0.0,0.0436,0.3344,0.8825,0.1031,0.9194,4.6481,-0.5913,cascade
degraded_instruct,collapsed_q2_edge,cyb_60_str_40,high,1600,0.0138,0.0081,0.096,0.4494,0.7331,0.0725,0.5988,3.7869,-0.4636,cascade
degraded_instruct,collapsed_q2_edge,cyb_60_str_40,low,1600,0.0544,0.0356,0.3145,0.62,0.3106,0.0512,0.3137,1.9425,-0.19,cascade
degraded_instruct,collapsed_q2_edge,cyb_60_str_40,medium,1600,0.045,0.0344,0.2033,0.5363,0.4944,0.0675,0.4512,3.0,-0.3135,cascade
degraded_instruct,collapsed_q2_edge,cyb_75_str_25,extreme,1600,0.0019,0.0006,0.0319,0.3256,0.9231,0.1381,0.9431,5.0,-0.6294,cascade
degraded_instruct,collapsed_q2_edge,cyb_75_str_25,high,1600,0.0094,0.0031,0.0752,0.4194,0.7806,0.075,0.6238,4.085,-0.5002,cascade
degraded_instruct,collapsed_q2_edge,cyb_75_str_25,low,1600,0.0462,0.0331,0.26,0.6169,0.3625,0.0512,0.3237,2.1875,-0.2211,cascade
degraded_instruct,collapsed_q2_edge,cyb_75_str_25,medium,1600,0.0262,0.0206,0.1528,0.5025,0.5575,0.0813,0.4781,3.2738,-0.3648,cascade
degraded_instruct,collapsed_q2_edge,cyber_only,extreme,1600,0.0,0.0,0.001,0.19,0.9925,0.1231,1.04,5.8225,-0.6967,cascade
degraded_instruct,collapsed_q2_edge,cyber_only,high,1600,0.0,0.0,0.0156,0.29,0.9306,0.08,0.69,4.8288,-0.5918,cascade
degraded_instruct,collapsed_q2_edge,cyber_only,low,1600,0.0112,0.0088,0.1258,0.4662,0.4425,0.0537,0.3581,2.7575,-0.3013,cascade
degraded_instruct,collapsed_q2_edge,cyber_only,medium,1600,0.0081,0.0056,0.0561,0.3887,0.665,0.0825,0.5044,4.1419,-0.4578,cascade
degraded_instruct,collapsed_q2_edge,structural_only,extreme,1600,0.005,0.0031,0.0786,0.335,0.8013,0.0425,0.9181,4.1844,-0.5284,cascade
degraded_instruct,collapsed_q2_edge,structural_only,high,1600,0.0238,0.0156,0.1389,0.4081,0.6362,0.0138,0.6094,3.3525,-0.3944,cascade
degraded_instruct,collapsed_q2_edge,structural_only,low,1600,0.1056,0.0794,0.3825,0.5619,0.2925,0.0063,0.32,1.6194,-0.1162,cascade
degraded_instruct,collapsed_q2_edge,structural_only,medium,1600,0.0606,0.05,0.2492,0.4925,0.4512,0.0187,0.445,2.6288,-0.2562,cascade
degraded_instruct,collapsed_q2_edge,tri_boundary_heavy,extreme,1600,0.0112,0.0037,0.1224,0.4512,0.7219,0.0944,0.9006,3.7419,-0.4908,cascade
degraded_instruct,collapsed_q2_edge,tri_boundary_heavy,high,1600,0.04,0.0275,0.1931,0.5437,0.5637,0.0781,0.605,3.1125,-0.3613,cascade
degraded_instruct,collapsed_q2_edge,tri_boundary_heavy,low,1600,0.1412,0.1006,0.4455,0.7131,0.2681,0.0431,0.3094,1.4781,-0.0871,cascade
degraded_instruct,collapsed_q2_edge,tri_boundary_heavy,medium,1600,0.0938,0.0719,0.3159,0.6288,0.4194,0.0563,0.44,2.3875,-0.2198,cascade
degraded_instruct,collapsed_q2_edge,tri_cognitive_bridge,extreme,1600,0.01,0.0063,0.1124,0.4713,0.7244,0.0925,0.9637,3.9487,-0.5041,cascade
degraded_instruct,collapsed_q2_edge,tri_cognitive_bridge,high,1600,0.0406,0.0262,0.1892,0.5563,0.5931,0.0456,0.6344,3.11,-0.3671,cascade
degraded_instruct,collapsed_q2_edge,tri_cognitive_bridge,low,1600,0.1369,0.0869,0.4296,0.6994,0.2525,0.0444,0.3425,1.5675,-0.1035,cascade
degraded_instruct,collapsed_q2_edge,tri_cognitive_bridge,medium,1600,0.0831,0.0663,0.2995,0.6056,0.4206,0.0462,0.475,2.4162,-0.228,cascade
degraded_instruct,collapsed_q2_edge,tri_cognitive_heavy,extreme,1600,0.0031,0.0013,0.062,0.4206,0.8319,0.0862,1.0112,4.4538,-0.5692,cascade
degraded_instruct,collapsed_q2_edge,tri_cognitive_heavy,high,1600,0.0138,0.0112,0.1253,0.5088,0.6606,0.0619,0.6831,3.5594,-0.4319,cascade
degraded_instruct,collapsed_q2_edge,tri_cognitive_heavy,low,1600,0.0737,0.05,0.3414,0.6325,0.3156,0.0413,0.3519,1.8069,-0.1714,cascade
degraded_instruct,collapsed_q2_edge,tri_cognitive_heavy,medium,1600,0.0381,0.0331,0.2316,0.5819,0.4694,0.055,0.4925,2.7806,-0.2971,cascade
degraded_instruct,collapsed_q2_edge,tri_cyber_heavy,extreme,1600,0.0112,0.0044,0.0937,0.4156,0.7612,0.1181,0.8912,4.0675,-0.5223,cascade
degraded_instruct,collapsed_q2_edge,tri_cyber_heavy,high,1600,0.0356,0.0213,0.1665,0.5387,0.6188,0.0894,0.6031,3.2625,-0.3936,cascade
degraded_instruct,collapsed_q2_edge,tri_cyber_heavy,low,1600,0.1106,0.0813,0.3984,0.6637,0.2913,0.0612,0.3144,1.6231,-0.1247,cascade
degraded_instruct,collapsed_q2_edge,tri_cyber_heavy,medium,1600,0.0762,0.0612,0.2732,0.5969,0.4506,0.0775,0.4344,2.6231,-0.2553,cascade
degraded_instruct,collapsed_q2_edge,tri_equal_routed,extreme,1600,0.0063,0.0031,0.0706,0.4056,0.8094,0.1081,0.9194,4.3256,-0.5511,cascade
degraded_instruct,collapsed_q2_edge,tri_equal_routed,high,1600,0.0175,0.0125,0.1417,0.5212,0.6344,0.075,0.6462,3.4481,-0.4169,cascade
degraded_instruct,collapsed_q2_edge,tri_equal_routed,low,1600,0.0938,0.0625,0.3768,0.6863,0.285,0.05,0.3281,1.735,-0.146,cascade
degraded_instruct,collapsed_q2_edge,tri_equal_routed,medium,1600,0.0469,0.0338,0.2452,0.5919,0.4531,0.0631,0.4831,2.7181,-0.2894,cascade
degraded_instruct,collapsed_q2_edge,tri_naive_equal_all_fire,extreme,1600,0.0156,0.0056,0.1391,0.5,0.6656,0.4331,0.9962,3.5488,-0.5378,cascade
degraded_instruct,collapsed_q2_edge,tri_naive_equal_all_fire,high,1600,0.0512,0.0238,0.2214,0.5763,0.525,0.3412,0.6956,2.8237,-0.3988,cascade
degraded_instruct,collapsed_q2_edge,tri_naive_equal_all_fire,low,1600,0.1656,0.0925,0.4705,0.7194,0.25,0.2225,0.3669,1.3288,-0.1228,cascade
degraded_instruct,collapsed_q2_edge,tri_naive_equal_all_fire,medium,1600,0.0906,0.0612,0.3414,0.65,0.36,0.31,0.48,2.2012,-0.2572,cascade
degraded_instruct,collapsed_q2_edge,tri_naive_structural_heavy_all_fire,extreme,1600,0.1512,0.055,0.4104,0.6025,0.4138,0.39,0.9125,1.78,-0.3091,cascade
degraded_instruct,collapsed_q2_edge,tri_naive_structural_heavy_all_fire,high,1600,0.2288,0.12,0.4823,0.6781,0.3575,0.295,0.5913,1.4812,-0.1676,cascade
degraded_instruct,collapsed_q2_edge,tri_naive_structural_heavy_all_fire,low,1600,0.4981,0.2719,0.7278,0.7931,0.1675,0.2375,0.335,0.4913,0.1228,none
degraded_instruct,collapsed_q2_edge,tri_naive_structural_heavy_all_fire,medium,1600,0.3744,0.2031,0.6135,0.7188,0.2288,0.2831,0.4719,0.9812,-0.0089,cascade
degraded_instruct,collapsed_q2_edge,tri_structural_heavy_55,extreme,1600,0.0256,0.01,0.1703,0.5094,0.655,0.0938,0.8694,3.5038,-0.45,cascade
degraded_instruct,collapsed_q2_edge,tri_structural_heavy_55,high,1600,0.065,0.045,0.2435,0.5606,0.5312,0.05,0.6262,2.795,-0.3142,cascade
degraded_instruct,collapsed_q2_edge,tri_structural_heavy_55,low,1600,0.1675,0.1288,0.4907,0.7125,0.2481,0.0425,0.3244,1.3137,-0.0458,cascade
degraded_instruct,collapsed_q2_edge,tri_structural_heavy_55,medium,1600,0.1106,0.0912,0.3546,0.6281,0.3944,0.05,0.4381,2.1637,-0.1803,cascade
degraded_instruct,collapsed_q2_edge,tri_structural_heavy_60,extreme,1600,0.0406,0.015,0.1932,0.4969,0.6225,0.0887,0.8994,3.2938,-0.4261,cascade
degraded_instruct,collapsed_q2_edge,tri_structural_heavy_60,high,1600,0.0719,0.0488,0.2752,0.5906,0.5175,0.05,0.5731,2.6237,-0.2935,cascade
degraded_instruct,collapsed_q2_edge,tri_structural_heavy_60,low,1600,0.1844,0.1269,0.5225,0.73,0.2137,0.0256,0.3219,1.2412,-0.0302,cascade
degraded_instruct,collapsed_q2_edge,tri_structural_heavy_60,medium,1600,0.1338,0.1094,0.3827,0.6362,0.3638,0.0462,0.45,2.0481,-0.1474,cascade
degraded_instruct,collapsed_q2_edge,tri_structural_heavy_65,extreme,1600,0.0462,0.0288,0.2193,0.5312,0.6075,0.0681,0.8662,3.0888,-0.3909,cascade
degraded_instruct,collapsed_q2_edge,tri_structural_heavy_65,high,1600,0.0781,0.0525,0.2948,0.5806,0.4819,0.0525,0.5863,2.5131,-0.2751,cascade
degraded_instruct,collapsed_q2_edge,tri_structural_heavy_65,low,1600,0.2244,0.155,0.5503,0.7325,0.2,0.0275,0.3013,1.1462,0.0081,cascade
degraded_instruct,collapsed_q2_edge,tri_structural_heavy_65,medium,1600,0.1694,0.1356,0.4315,0.6619,0.3419,0.0381,0.415,1.8575,-0.1006,cascade
degraded_instruct,damaged_q2,baseline,extreme,1600,0.0,0.0,0.0037,0.1544,0.9487,0.0269,0.9788,5.8812,-0.6624,cascade
degraded_instruct,damaged_q2,baseline,high,1600,0.0,0.0,0.0185,0.2481,0.7544,0.0094,0.6419,4.86,-0.5225,cascade
degraded_instruct,damaged_q2,baseline,low,1600,0.0081,0.005,0.1379,0.4094,0.355,0.0,0.3244,2.6919,-0.262,classification_miss
degraded_instruct,damaged_q2,baseline,medium,1600,0.0019,0.0019,0.061,0.3244,0.5825,0.0063,0.4731,4.0163,-0.4128,cascade
degraded_instruct,damaged_q2,cog_25_cyb_75,extreme,1600,0.0075,0.005,0.0928,0.4781,0.6994,0.1275,0.83,4.3356,-0.5135,cascade
degraded_instruct,damaged_q2,cog_25_cyb_75,high,1600,0.0213,0.015,0.1454,0.5294,0.5463,0.0862,0.6,3.5756,-0.3929,cascade
degraded_instruct,damaged_q2,cog_25_cyb_75,low,1600,0.0806,0.0525,0.364,0.7006,0.2612,0.0663,0.3056,1.8362,-0.1554,cascade
degraded_instruct,damaged_q2,cog_25_cyb_75,medium,1600,0.0581,0.045,0.2402,0.6156,0.4175,0.0737,0.4169,2.8813,-0.2724,cascade
degraded_instruct,damaged_q2,cog_25_str_75,extreme,1600,0.1113,0.0587,0.3404,0.6181,0.4288,0.0462,0.7981,2.5562,-0.2708,cascade
degraded_instruct,damaged_q2,cog_25_str_75,high,1600,0.1619,0.1175,0.4137,0.6562,0.3513,0.0206,0.5331,2.0244,-0.1359,cascade
degraded_instruct,damaged_q2,cog_25_str_75,low,1600,0.3306,0.2556,0.639,0.7837,0.1725,0.0056,0.28,0.8919,0.1358,none
degraded_instruct,damaged_q2,cog_25_str_75,medium,1600,0.2619,0.2131,0.5244,0.7331,0.2694,0.0175,0.3837,1.53,0.0216,cascade
degraded_instruct,damaged_q2,cog_40_cyb_60,extreme,1600,0.0056,0.0025,0.0789,0.47,0.73,0.1025,0.8938,4.4262,-0.5298,cascade
degraded_instruct,damaged_q2,cog_40_cyb_60,high,1600,0.0131,0.0063,0.1336,0.5481,0.5938,0.0881,0.5956,3.5688,-0.4156,cascade
degraded_instruct,damaged_q2,cog_40_cyb_60,low,1600,0.0663,0.0469,0.3436,0.685,0.2656,0.055,0.3019,1.9131,-0.1636,primitive_gap
degraded_instruct,damaged_q2,cog_40_cyb_60,medium,1600,0.0456,0.0369,0.2215,0.5962,0.43,0.0769,0.4288,2.9419,-0.2889,cascade
degraded_instruct,damaged_q2,cog_40_str_60,extreme,1600,0.0587,0.0331,0.2578,0.5931,0.5181,0.0494,0.8263,2.9994,-0.3483,cascade
degraded_instruct,damaged_q2,cog_40_str_60,high,1600,0.1019,0.0806,0.3431,0.6438,0.4056,0.03,0.5487,2.36,-0.209,cascade
