signal,signal_strength,bundle_size,bundle,pass_rate,mean_score,classified_rate,cascade_rate,avg_distractors,worst_task_rate
saturated,0.95,3,MAP_RELATION+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0354,0.262,0.5007,0.2979,0.4799,0.0111
standard,0.24,4,EXTRACT_GIVENS+SOURCE_BOUNDARY+VERIFY_RESULT+COMPARE_AXES,0.0354,0.2489,0.5417,0.3479,0.4201,0.0111
standard,0.24,5,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+STEP_COMPUTE+COMPARE_AXES,0.0354,0.2232,0.4861,0.3569,0.4792,0.0111
standard,0.24,4,VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0354,0.2645,0.5708,0.2979,0.4354,0.0056
very_strong,0.7,5,SOURCE_BOUNDARY+MAP_RELATION+STEP_COMPUTE+COMPARE_AXES+ORIGINAL_TASK_RETURN,0.0354,0.2604,0.4437,0.3201,0.7167,0.0056
standard,0.24,7,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0354,0.2388,0.491,0.3208,0.5764,0.0056
strong,0.46,5,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+COMPARE_AXES+ORIGINAL_TASK_RETURN,0.0354,0.2254,0.4806,0.3861,0.625,0.0056
strong,0.46,4,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+COMPARE_AXES,0.0354,0.2767,0.5167,0.3458,0.4979,0.0
very_strong,0.7,6,SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0354,0.2494,0.4278,0.3729,0.8472,0.0
standard,0.24,6,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0354,0.2353,0.5319,0.3431,0.5111,0.0
very_strong,0.7,4,MAP_RELATION+UNIT_TRACK+COMPARE_AXES+UNCERTAINTY_BOUND,0.0354,0.2317,0.416,0.3785,0.6389,0.0
saturated,0.95,3,UNIT_TRACK+STEP_COMPUTE+UNCERTAINTY_BOUND,0.0354,0.2173,0.4111,0.3882,0.6604,0.0
standard,0.24,4,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+VERIFY_RESULT,0.0354,0.2164,0.4785,0.3681,0.4701,0.0
standard,0.24,5,MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+UNCERTAINTY_BOUND+DANGER_CHECK,0.0354,0.2044,0.4465,0.3507,0.509,0.0
standard,0.24,5,UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+ORIGINAL_TASK_RETURN,0.0354,0.1912,0.4549,0.384,0.5694,0.0
standard,0.24,5,EXTRACT_GIVENS+UNIT_TRACK+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0347,0.2396,0.5285,0.3208,0.4993,0.0167
very_strong,0.7,3,VERIFY_RESULT+COMPARE_AXES+ORIGINAL_TASK_RETURN,0.0347,0.2616,0.5097,0.3222,0.5264,0.0111
standard,0.24,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+STEP_COMPUTE+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0347,0.2497,0.5507,0.3014,0.5708,0.0111
standard,0.24,4,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+DANGER_CHECK,0.0347,0.2484,0.5611,0.3569,0.4354,0.0111
very_strong,0.7,3,SOURCE_BOUNDARY+MAP_RELATION+DANGER_CHECK,0.0347,0.2573,0.4729,0.3333,0.5278,0.0056
very_strong,0.7,3,EXTRACT_GIVENS+SOURCE_BOUNDARY+COMPARE_AXES,0.0347,0.2501,0.4903,0.3486,0.5597,0.0056
very_strong,0.7,3,EXTRACT_GIVENS+COMPARE_AXES+ORIGINAL_TASK_RETURN,0.0347,0.2457,0.5354,0.3417,0.5604,0.0056
standard,0.24,6,MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0347,0.233,0.5146,0.3312,0.541,0.0056
standard,0.24,4,EXTRACT_GIVENS+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0347,0.2546,0.5813,0.3319,0.4549,0.0
standard,0.24,3,EXTRACT_GIVENS+VERIFY_RESULT+COMPARE_AXES,0.0347,0.2489,0.5451,0.3215,0.4035,0.0
very_strong,0.7,4,SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+DANGER_CHECK,0.0347,0.2435,0.4861,0.3514,0.6806,0.0
strong,0.46,2,EXTRACT_GIVENS+DANGER_CHECK,0.0347,0.2433,0.5097,0.3431,0.4215,0.0
saturated,0.95,5,UNIT_TRACK+STEP_COMPUTE+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0347,0.2398,0.4208,0.3479,0.8271,0.0
standard,0.24,5,MAP_RELATION+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0347,0.2349,0.4903,0.3264,0.5035,0.0
strong,0.46,6,SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.0347,0.234,0.4354,0.3528,0.6889,0.0
strong,0.46,4,MAP_RELATION+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0347,0.2273,0.4972,0.3389,0.5778,0.0
standard,0.24,3,SOURCE_BOUNDARY+MAP_RELATION+VERIFY_RESULT,0.0347,0.2244,0.5021,0.3451,0.3972,0.0
standard,0.24,3,STEP_COMPUTE+VERIFY_RESULT+UNCERTAINTY_BOUND,0.0347,0.2237,0.5056,0.3444,0.4271,0.0
saturated,0.95,4,SOURCE_BOUNDARY+UNIT_TRACK+COMPARE_AXES+DANGER_CHECK,0.0347,0.219,0.4361,0.3757,0.8236,0.0
standard,0.24,3,MAP_RELATION+UNIT_TRACK+VERIFY_RESULT,0.0347,0.2149,0.4785,0.3743,0.4076,0.0
standard,0.24,5,SOURCE_BOUNDARY+MAP_RELATION+STEP_COMPUTE+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0347,0.2095,0.4868,0.3438,0.5312,0.0
very_strong,0.7,4,MAP_RELATION+UNIT_TRACK+COMPARE_AXES+ORIGINAL_TASK_RETURN,0.0347,0.2025,0.4285,0.384,0.6826,0.0
strong,0.46,3,SOURCE_BOUNDARY+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0347,0.1958,0.4736,0.3896,0.5472,0.0
saturated,0.95,3,SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE,0.0347,0.1915,0.4368,0.4056,0.7403,0.0
standard,0.24,3,MAP_RELATION+UNIT_TRACK+STEP_COMPUTE,0.0347,0.1537,0.3694,0.4264,0.4931,0.0
standard,0.24,3,VERIFY_RESULT+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.034,0.2324,0.5472,0.3194,0.4368,0.0167
standard,0.24,4,EXTRACT_GIVENS+UNIT_TRACK+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.034,0.2207,0.5479,0.3583,0.5042,0.0111
saturated,0.95,3,EXTRACT_GIVENS+SOURCE_BOUNDARY+COMPARE_AXES,0.034,0.2631,0.4778,0.3312,0.6312,0.0056
saturated,0.95,3,STEP_COMPUTE+UNCERTAINTY_BOUND+DANGER_CHECK,0.034,0.2617,0.4701,0.3257,0.541,0.0056
standard,0.24,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.034,0.2512,0.5431,0.3139,0.5465,0.0056
very_strong,0.7,4,SOURCE_BOUNDARY+UNIT_TRACK+UNCERTAINTY_BOUND+DANGER_CHECK,0.034,0.2397,0.4451,0.3444,0.6604,0.0056
strong,0.46,5,UNIT_TRACK+STEP_COMPUTE+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.034,0.2373,0.4799,0.3444,0.634,0.0056
standard,0.24,5,EXTRACT_GIVENS+MAP_RELATION+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.034,0.2249,0.5118,0.3528,0.4806,0.0056
standard,0.24,6,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+STEP_COMPUTE+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.034,0.2161,0.4931,0.3549,0.5493,0.0056
strong,0.46,4,EXTRACT_GIVENS+SOURCE_BOUNDARY+STEP_COMPUTE+COMPARE_AXES,0.034,0.245,0.4826,0.3625,0.5764,0.0
very_strong,0.7,4,UNIT_TRACK+STEP_COMPUTE+COMPARE_AXES+DANGER_CHECK,0.034,0.2314,0.4451,0.375,0.7507,0.0
strong,0.46,2,SOURCE_BOUNDARY+VERIFY_RESULT,0.034,0.2172,0.4618,0.3465,0.4368,0.0
strong,0.46,4,UNIT_TRACK+STEP_COMPUTE+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.034,0.2129,0.4646,0.3465,0.5917,0.0
standard,0.24,5,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+COMPARE_AXES,0.034,0.2117,0.4688,0.3667,0.5375,0.0
standard,0.24,3,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK,0.034,0.199,0.4792,0.366,0.425,0.0
strong,0.46,3,COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.034,0.1833,0.4201,0.3868,0.5382,0.0
standard,0.24,4,EXTRACT_GIVENS+UNIT_TRACK+STEP_COMPUTE+COMPARE_AXES,0.034,0.1829,0.441,0.4201,0.5285,0.0
standard,0.24,6,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND,0.0333,0.2388,0.4785,0.3236,0.516,0.0167
saturated,0.95,3,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK,0.0333,0.2643,0.5,0.3333,0.6285,0.0111
standard,0.24,5,UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+DANGER_CHECK,0.0333,0.231,0.5153,0.3375,0.5285,0.0111
very_strong,0.7,4,SOURCE_BOUNDARY+UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES,0.0333,0.266,0.4792,0.3361,0.6771,0.0056
saturated,0.95,3,SOURCE_BOUNDARY+MAP_RELATION+UNCERTAINTY_BOUND,0.0333,0.252,0.4611,0.3174,0.5424,0.0056
standard,0.24,3,STEP_COMPUTE+VERIFY_RESULT+DANGER_CHECK,0.0333,0.2416,0.5139,0.2938,0.4139,0.0056
standard,0.24,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.0333,0.2228,0.4826,0.3528,0.5521,0.0056
saturated,0.95,5,SOURCE_BOUNDARY+STEP_COMPUTE+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0333,0.2517,0.4576,0.3465,0.8354,0.0
strong,0.46,2,EXTRACT_GIVENS+UNCERTAINTY_BOUND,0.0333,0.233,0.5028,0.3618,0.3924,0.0
standard,0.24,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+COMPARE_AXES+UNCERTAINTY_BOUND,0.0333,0.232,0.4743,0.3625,0.5042,0.0
saturated,0.95,4,UNIT_TRACK+STEP_COMPUTE+COMPARE_AXES+DANGER_CHECK,0.0333,0.2289,0.441,0.3632,0.8139,0.0
strong,0.46,2,EXTRACT_GIVENS+STEP_COMPUTE,0.0333,0.2272,0.4625,0.3764,0.4271,0.0
strong,0.46,4,SOURCE_BOUNDARY+MAP_RELATION+STEP_COMPUTE+ORIGINAL_TASK_RETURN,0.0333,0.2265,0.484,0.3667,0.5618,0.0
saturated,0.95,4,SOURCE_BOUNDARY+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0333,0.2135,0.4347,0.3958,0.7326,0.0
strong,0.46,3,MAP_RELATION+UNIT_TRACK+DANGER_CHECK,0.0333,0.2074,0.4382,0.3632,0.5222,0.0
standard,0.24,4,EXTRACT_GIVENS+STEP_COMPUTE+COMPARE_AXES+UNCERTAINTY_BOUND,0.0333,0.2053,0.4632,0.3736,0.4653,0.0
strong,0.46,2,UNIT_TRACK+VERIFY_RESULT,0.0333,0.2048,0.4639,0.3799,0.4444,0.0
very_strong,0.7,4,UNIT_TRACK+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0333,0.2009,0.4493,0.3875,0.7153,0.0
strong,0.46,5,SOURCE_BOUNDARY+UNIT_TRACK+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0333,0.1868,0.4313,0.4118,0.7507,0.0
very_strong,0.7,2,MAP_RELATION+DANGER_CHECK,0.0326,0.2311,0.4354,0.341,0.4417,0.0111
standard,0.24,4,MAP_RELATION+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND,0.0326,0.2251,0.4813,0.35,0.4361,0.0111
saturated,0.95,3,SOURCE_BOUNDARY+VERIFY_RESULT+COMPARE_AXES,0.0326,0.2734,0.5028,0.316,0.6056,0.0056
strong,0.46,3,VERIFY_RESULT+COMPARE_AXES+DANGER_CHECK,0.0326,0.2575,0.5229,0.334,0.4951,0.0056
very_strong,0.7,4,MAP_RELATION+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0326,0.2399,0.45,0.3319,0.6014,0.0056
standard,0.24,3,SOURCE_BOUNDARY+VERIFY_RESULT+DANGER_CHECK,0.0326,0.2327,0.5424,0.3354,0.4222,0.0056
standard,0.24,5,SOURCE_BOUNDARY+MAP_RELATION+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0326,0.2305,0.5292,0.3083,0.4729,0.0056
strong,0.46,4,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+ORIGINAL_TASK_RETURN,0.0326,0.2282,0.4993,0.3604,0.559,0.0056
standard,0.24,4,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+ORIGINAL_TASK_RETURN,0.0326,0.2221,0.5306,0.3417,0.4722,0.0056
saturated,0.95,3,EXTRACT_GIVENS+COMPARE_AXES+ORIGINAL_TASK_RETURN,0.0326,0.2587,0.5326,0.3174,0.5951,0.0
saturated,0.95,4,MAP_RELATION+UNIT_TRACK+COMPARE_AXES+UNCERTAINTY_BOUND,0.0326,0.2415,0.4229,0.3757,0.6868,0.0
saturated,0.95,4,SOURCE_BOUNDARY+STEP_COMPUTE+COMPARE_AXES+DANGER_CHECK,0.0326,0.2325,0.45,0.3583,0.7882,0.0
standard,0.24,5,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK+COMPARE_AXES+DANGER_CHECK,0.0326,0.2318,0.4972,0.3465,0.5062,0.0
standard,0.24,6,UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0326,0.2287,0.5014,0.3486,0.5694,0.0
standard,0.24,6,EXTRACT_GIVENS+UNIT_TRACK+STEP_COMPUTE+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0326,0.221,0.4979,0.3639,0.525,0.0
standard,0.24,5,SOURCE_BOUNDARY+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+ORIGINAL_TASK_RETURN,0.0326,0.2206,0.5,0.3319,0.5681,0.0
saturated,0.95,5,SOURCE_BOUNDARY+UNIT_TRACK+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0326,0.2187,0.4229,0.3681,0.8979,0.0
standard,0.24,4,EXTRACT_GIVENS+STEP_COMPUTE+COMPARE_AXES+DANGER_CHECK,0.0326,0.2162,0.5285,0.3563,0.491,0.0
standard,0.24,5,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+ORIGINAL_TASK_RETURN,0.0326,0.2077,0.4958,0.3743,0.5354,0.0
standard,0.24,4,MAP_RELATION+STEP_COMPUTE+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0326,0.2073,0.4785,0.3396,0.4778,0.0
standard,0.24,5,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+UNCERTAINTY_BOUND,0.0326,0.2071,0.4792,0.3799,0.5319,0.0
strong,0.46,5,UNIT_TRACK+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0326,0.2052,0.4597,0.3611,0.6875,0.0
standard,0.24,4,EXTRACT_GIVENS+MAP_RELATION+UNIT_TRACK+COMPARE_AXES,0.0326,0.1916,0.4667,0.3979,0.4625,0.0
very_strong,0.7,2,UNIT_TRACK+STEP_COMPUTE,0.0326,0.1665,0.3854,0.4326,0.5785,0.0
strong,0.46,5,SOURCE_BOUNDARY+MAP_RELATION+STEP_COMPUTE+COMPARE_AXES+DANGER_CHECK,0.0319,0.2579,0.4542,0.3424,0.6042,0.0111
standard,0.24,5,EXTRACT_GIVENS+SOURCE_BOUNDARY+STEP_COMPUTE+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0319,0.2386,0.5333,0.3243,0.4951,0.0111
standard,0.24,3,VERIFY_RESULT+UNCERTAINTY_BOUND+DANGER_CHECK,0.0319,0.2345,0.5299,0.3229,0.4222,0.0111
standard,0.24,4,UNIT_TRACK+VERIFY_RESULT+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0319,0.2183,0.5035,0.3396,0.466,0.0111
strong,0.46,5,SOURCE_BOUNDARY+MAP_RELATION+STEP_COMPUTE+COMPARE_AXES+ORIGINAL_TASK_RETURN,0.0319,0.2149,0.4556,0.3903,0.6514,0.0111
very_strong,0.7,2,VERIFY_RESULT+ORIGINAL_TASK_RETURN,0.0319,0.2498,0.5264,0.3354,0.4535,0.0056
standard,0.24,5,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+UNCERTAINTY_BOUND+DANGER_CHECK,0.0319,0.2414,0.5222,0.3424,0.4722,0.0056
standard,0.24,4,SOURCE_BOUNDARY+MAP_RELATION+VERIFY_RESULT+ORIGINAL_TASK_RETURN,0.0319,0.241,0.534,0.3312,0.4535,0.0056
standard,0.24,6,SOURCE_BOUNDARY+UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0319,0.2081,0.5021,0.3833,0.5938,0.0056
standard,0.24,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0319,0.2454,0.5208,0.3333,0.5111,0.0
very_strong,0.7,2,EXTRACT_GIVENS+SOURCE_BOUNDARY,0.0319,0.2436,0.5028,0.3514,0.4604,0.0
very_strong,0.7,4,STEP_COMPUTE+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0319,0.242,0.4771,0.3354,0.6813,0.0
strong,0.46,3,EXTRACT_GIVENS+STEP_COMPUTE+COMPARE_AXES,0.0319,0.2289,0.4611,0.3951,0.5285,0.0
standard,0.24,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+STEP_COMPUTE+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0319,0.2239,0.5097,0.3438,0.5375,0.0
standard,0.24,5,SOURCE_BOUNDARY+MAP_RELATION+STEP_COMPUTE+UNCERTAINTY_BOUND+DANGER_CHECK,0.0319,0.2164,0.4562,0.3403,0.5062,0.0
saturated,0.95,3,STEP_COMPUTE+COMPARE_AXES+UNCERTAINTY_BOUND,0.0319,0.2111,0.4424,0.3889,0.6778,0.0
strong,0.46,4,MAP_RELATION+STEP_COMPUTE+COMPARE_AXES+ORIGINAL_TASK_RETURN,0.0319,0.2083,0.441,0.3743,0.5854,0.0
strong,0.46,4,MAP_RELATION+UNIT_TRACK+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0319,0.2078,0.4576,0.3514,0.5743,0.0
saturated,0.95,3,COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0319,0.2067,0.4785,0.3833,0.6438,0.0
standard,0.24,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+COMPARE_AXES+UNCERTAINTY_BOUND,0.0319,0.2059,0.4521,0.3729,0.5889,0.0
standard,0.24,4,EXTRACT_GIVENS+MAP_RELATION+COMPARE_AXES+UNCERTAINTY_BOUND,0.0319,0.2037,0.459,0.3917,0.4549,0.0
standard,0.24,4,UNIT_TRACK+STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES,0.0319,0.1808,0.4417,0.4181,0.5215,0.0
saturated,0.95,2,UNIT_TRACK+STEP_COMPUTE,0.0319,0.1732,0.4014,0.4236,0.6347,0.0
strong,0.46,2,VERIFY_RESULT+UNCERTAINTY_BOUND,0.0312,0.2392,0.4688,0.3201,0.3764,0.0167
standard,0.24,6,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES+ORIGINAL_TASK_RETURN,0.0312,0.2302,0.4715,0.3333,0.5778,0.0056
standard,0.24,5,STEP_COMPUTE+VERIFY_RESULT+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0312,0.2285,0.4993,0.3271,0.5306,0.0056
saturated,0.95,4,STEP_COMPUTE+COMPARE_AXES+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0312,0.2283,0.4424,0.3444,0.7076,0.0056
standard,0.24,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0312,0.2235,0.4972,0.3458,0.5458,0.0056
standard,0.24,6,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+COMPARE_AXES+ORIGINAL_TASK_RETURN,0.0312,0.2204,0.5062,0.3576,0.5632,0.0056
strong,0.46,4,SOURCE_BOUNDARY+MAP_RELATION+UNIT_TRACK+ORIGINAL_TASK_RETURN,0.0312,0.1945,0.4229,0.3861,0.575,0.0056
saturated,0.95,4,SOURCE_BOUNDARY+MAP_RELATION+COMPARE_AXES+UNCERTAINTY_BOUND,0.0312,0.2559,0.4292,0.3326,0.6604,0.0
saturated,0.95,4,STEP_COMPUTE+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0312,0.2435,0.5215,0.334,0.7632,0.0
saturated,0.95,4,UNIT_TRACK+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0312,0.2134,0.4854,0.3868,0.7646,0.0
strong,0.46,5,UNIT_TRACK+STEP_COMPUTE+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0312,0.2086,0.4667,0.3556,0.7069,0.0
standard,0.24,5,EXTRACT_GIVENS+UNIT_TRACK+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0312,0.207,0.534,0.3771,0.5556,0.0
very_strong,0.7,3,STEP_COMPUTE+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0312,0.1981,0.4292,0.3688,0.5771,0.0
very_strong,0.7,3,STEP_COMPUTE+COMPARE_AXES+UNCERTAINTY_BOUND,0.0312,0.1928,0.4014,0.3951,0.5979,0.0
very_strong,0.7,3,SOURCE_BOUNDARY+MAP_RELATION+UNCERTAINTY_BOUND,0.0306,0.2263,0.4097,0.359,0.4917,0.0056
standard,0.24,5,SOURCE_BOUNDARY+UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES+DANGER_CHECK,0.0306,0.2207,0.4972,0.3563,0.575,0.0056
saturated,0.95,4,SOURCE_BOUNDARY+UNIT_TRACK+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0306,0.2112,0.4472,0.3785,0.7396,0.0056
saturated,0.95,3,UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES,0.0306,0.2418,0.5035,0.3424,0.6542,0.0
standard,0.24,5,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+COMPARE_AXES+UNCERTAINTY_BOUND,0.0306,0.2378,0.5,0.3368,0.4868,0.0
very_strong,0.7,5,SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+COMPARE_AXES+UNCERTAINTY_BOUND,0.0306,0.2372,0.4146,0.3708,0.7799,0.0
saturated,0.95,4,SOURCE_BOUNDARY+STEP_COMPUTE+COMPARE_AXES+UNCERTAINTY_BOUND,0.0306,0.2341,0.4375,0.3646,0.7743,0.0
standard,0.24,3,EXTRACT_GIVENS+MAP_RELATION+DANGER_CHECK,0.0306,0.2324,0.5361,0.3403,0.3868,0.0
standard,0.24,6,SOURCE_BOUNDARY+UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0306,0.2319,0.5292,0.3396,0.6368,0.0
standard,0.24,4,EXTRACT_GIVENS+COMPARE_AXES+UNCERTAINTY_BOUND+DANGER_CHECK,0.0306,0.2317,0.5076,0.3396,0.4611,0.0
standard,0.24,4,EXTRACT_GIVENS+SOURCE_BOUNDARY+MAP_RELATION+UNCERTAINTY_BOUND,0.0306,0.2308,0.5125,0.3389,0.4194,0.0
very_strong,0.7,3,UNIT_TRACK+VERIFY_RESULT+COMPARE_AXES,0.0306,0.2304,0.4465,0.3521,0.566,0.0
strong,0.46,5,SOURCE_BOUNDARY+UNIT_TRACK+STEP_COMPUTE+ORIGINAL_TASK_RETURN+DANGER_CHECK,0.0306,0.2197,0.4924,0.3674,0.6674,0.0
strong,0.46,4,SOURCE_BOUNDARY+MAP_RELATION+COMPARE_AXES+DANGER_CHECK,0.0306,0.2175,0.4604,0.3556,0.5868,0.0
very_strong,0.7,3,SOURCE_BOUNDARY+MAP_RELATION+ORIGINAL_TASK_RETURN,0.0306,0.2147,0.4625,0.3653,0.5653,0.0
saturated,0.95,3,SOURCE_BOUNDARY+UNCERTAINTY_BOUND+ORIGINAL_TASK_RETURN,0.0306,0.2111,0.4528,0.3729,0.5903,0.0
saturated,0.95,3,SOURCE_BOUNDARY+COMPARE_AXES+DANGER_CHECK,0.0306,0.2104,0.4583,0.391,0.6965,0.0
very_strong,0.7,2,MAP_RELATION+UNCERTAINTY_BOUND,0.0306,0.2102,0.4139,0.3729,0.4271,0.0
standard,0.24,3,UNIT_TRACK+VERIFY_RESULT+DANGER_CHECK,0.0306,0.2098,0.5014,0.3458,0.434,0.0
strong,0.46,4,EXTRACT_GIVENS+SOURCE_BOUNDARY+UNIT_TRACK+COMPARE_AXES,0.0306,0.2045,0.4229,0.4021,0.5993,0.0
strong,0.46,4,MAP_RELATION+UNIT_TRACK+COMPARE_AXES+DANGER_CHECK,0.0306,0.2034,0.4382,0.3868,0.5993,0.0
