model,substrate,quant,stack,pass_lift,clean_pass_lift,score_lift,cascade_delta,echo_delta,distractor_delta
9b,degraded_instruct,damaged_q2,stability_first_tri_70,0.6984,0.4964,0.8273,0.1429,0.0466,0.3604
9b,degraded_instruct,damaged_q3,cognitive_structural_25_75,0.8757,0.653,0.9321,0.0966,0.0257,0.2746
9b,degraded_instruct,damaged_q3,cyber_structural_25_75,0.8539,0.6421,0.9203,0.1027,0.0364,0.2605
9b,degraded_instruct,damaged_q3,q2_structural_amplifier,0.8754,0.463,0.9128,0.09,0.2984,0.2991
9b,degraded_instruct,damaged_q3,routed_tri_structural_60,0.8982,0.6562,0.9438,0.082,0.0525,0.2621
9b,degraded_instruct,damaged_q3,routed_tri_structural_65,0.8961,0.667,0.9425,0.0825,0.0439,0.2589
9b,degraded_instruct,damaged_q3,stability_first_tri_70,0.8923,0.6629,0.9416,0.0879,0.0418,0.2571
9b,degraded_instruct,damaged_q4,cognitive_structural_25_75,0.9193,0.7236,0.9536,0.0639,0.0239,0.2159
9b,degraded_instruct,damaged_q4,cyber_structural_25_75,0.9161,0.7261,0.9528,0.0648,0.0354,0.1973
9b,degraded_instruct,damaged_q4,q2_structural_amplifier,0.8975,0.5025,0.9224,0.072,0.2945,0.2407
9b,degraded_instruct,damaged_q4,routed_tri_structural_60,0.9179,0.7052,0.9521,0.0645,0.053,0.2154
9b,degraded_instruct,damaged_q4,routed_tri_structural_65,0.9205,0.7032,0.954,0.0605,0.0504,0.2148
9b,degraded_instruct,damaged_q4,stability_first_tri_70,0.9257,0.7171,0.9556,0.0545,0.047,0.2102
9b,degraded_instruct,healthy_q6,cognitive_structural_25_75,0.9452,0.7895,0.9649,0.0396,0.0252,0.1584
9b,degraded_instruct,healthy_q6,cyber_structural_25_75,0.9391,0.7796,0.9622,0.0466,0.0348,0.1557
9b,degraded_instruct,healthy_q6,q2_structural_amplifier,0.913,0.543,0.9302,0.0582,0.2827,0.203
9b,degraded_instruct,healthy_q6,routed_tri_structural_60,0.9432,0.7596,0.9648,0.04,0.0548,0.1579
9b,degraded_instruct,healthy_q6,routed_tri_structural_65,0.9416,0.7636,0.9631,0.0445,0.0495,0.1584
9b,degraded_instruct,healthy_q6,stability_first_tri_70,0.9439,0.7745,0.9639,0.0384,0.0486,0.148
9b,degraded_instruct,healthy_q8,cognitive_structural_25_75,0.9529,0.8086,0.9678,0.0307,0.0252,0.14
9b,degraded_instruct,healthy_q8,cyber_structural_25_75,0.9536,0.805,0.9692,0.0316,0.0359,0.133
9b,degraded_instruct,healthy_q8,q2_structural_amplifier,0.9229,0.5379,0.9339,0.0471,0.2998,0.1939
9b,degraded_instruct,healthy_q8,routed_tri_structural_60,0.9463,0.7784,0.9656,0.0366,0.0563,0.1345
9b,degraded_instruct,healthy_q8,routed_tri_structural_65,0.9537,0.7845,0.9688,0.0311,0.0552,0.1414
9b,degraded_instruct,healthy_q8,stability_first_tri_70,0.9536,0.7989,0.9692,0.0282,0.0461,0.1288
9b,instruct,collapsed_q2_edge,cognitive_structural_25_75,0.1163,0.0866,0.3695,0.3568,0.0213,0.5025
9b,instruct,collapsed_q2_edge,cyber_structural_25_75,0.1389,0.1032,0.3904,0.3391,0.0248,0.4755
9b,instruct,collapsed_q2_edge,q2_structural_amplifier,0.535,0.2691,0.7198,0.19,0.2695,0.513
9b,instruct,collapsed_q2_edge,routed_tri_structural_60,0.1866,0.1371,0.4538,0.3091,0.0413,0.4846
9b,instruct,collapsed_q2_edge,routed_tri_structural_65,0.2184,0.1613,0.4888,0.2939,0.0398,0.4927
9b,instruct,collapsed_q2_edge,stability_first_tri_70,0.2486,0.1814,0.5143,0.2936,0.0298,0.4818
9b,instruct,damaged_q2,cognitive_structural_25_75,0.3571,0.2589,0.6092,0.212,0.0193,0.4357
9b,instruct,damaged_q2,cyber_structural_25_75,0.3873,0.2848,0.6299,0.213,0.0255,0.4012
9b,instruct,damaged_q2,q2_structural_amplifier,0.7539,0.3929,0.8515,0.1325,0.268,0.4145
9b,instruct,damaged_q2,routed_tri_structural_60,0.4771,0.3368,0.6944,0.1888,0.0413,0.4148
9b,instruct,damaged_q2,routed_tri_structural_65,0.5288,0.3718,0.724,0.1823,0.0395,0.4025
9b,instruct,damaged_q2,stability_first_tri_70,0.5886,0.422,0.7589,0.167,0.0311,0.3889
9b,instruct,damaged_q3,cognitive_structural_25_75,0.8484,0.6405,0.9156,0.0952,0.0195,0.2843
9b,instruct,damaged_q3,cyber_structural_25_75,0.8307,0.6127,0.9023,0.0959,0.0289,0.2805
9b,instruct,damaged_q3,q2_structural_amplifier,0.8734,0.4838,0.9142,0.0936,0.2591,0.2996
9b,instruct,damaged_q3,routed_tri_structural_60,0.8805,0.6404,0.9333,0.0932,0.0429,0.2716
9b,instruct,damaged_q3,routed_tri_structural_65,0.8791,0.6391,0.9326,0.0905,0.0405,0.2775
9b,instruct,damaged_q3,stability_first_tri_70,0.8895,0.6639,0.9391,0.0893,0.0323,0.2637
9b,instruct,damaged_q4,cognitive_structural_25_75,0.9214,0.7302,0.953,0.0639,0.0204,0.2127
9b,instruct,damaged_q4,cyber_structural_25_75,0.9084,0.7186,0.9494,0.0682,0.0257,0.2096
9b,instruct,damaged_q4,q2_structural_amplifier,0.8909,0.52,0.9232,0.0782,0.2679,0.2471
9b,instruct,damaged_q4,routed_tri_structural_60,0.9054,0.6891,0.9469,0.0737,0.0443,0.2368
9b,instruct,damaged_q4,routed_tri_structural_65,0.9057,0.7079,0.9491,0.0737,0.037,0.2116
9b,instruct,damaged_q4,stability_first_tri_70,0.9193,0.7189,0.9526,0.0638,0.0354,0.2114
9b,instruct,healthy_q6,cognitive_structural_25_75,0.9379,0.7761,0.9616,0.0446,0.0198,0.1691
9b,instruct,healthy_q6,cyber_structural_25_75,0.9384,0.7789,0.9621,0.0446,0.028,0.1613
9b,instruct,healthy_q6,q2_structural_amplifier,0.9046,0.5366,0.9278,0.0661,0.2696,0.2177
9b,instruct,healthy_q6,routed_tri_structural_60,0.9375,0.7645,0.9624,0.0464,0.0352,0.1695
9b,instruct,healthy_q6,routed_tri_structural_65,0.9341,0.7764,0.961,0.0491,0.0387,0.147
9b,instruct,healthy_q6,stability_first_tri_70,0.9437,0.7786,0.9632,0.0407,0.0339,0.1598
9b,instruct,healthy_q8,cognitive_structural_25_75,0.9504,0.8191,0.9683,0.0332,0.0163,0.1359
9b,instruct,healthy_q8,cyber_structural_25_75,0.9486,0.8063,0.9666,0.035,0.0254,0.1368
9b,instruct,healthy_q8,q2_structural_amplifier,0.9207,0.5571,0.9343,0.0539,0.2771,0.1929
9b,instruct,healthy_q8,routed_tri_structural_60,0.9505,0.7866,0.9668,0.0325,0.0407,0.1491
9b,instruct,healthy_q8,routed_tri_structural_65,0.9523,0.7964,0.9675,0.0311,0.0339,0.1459
9b,instruct,healthy_q8,stability_first_tri_70,0.9509,0.7998,0.9676,0.033,0.0389,0.1359
